0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20_похожих
Вечная сказка;Фэнтези;Мелодрама;Мифологическое;Новинки (2020–2025);6.355;807486;;0;0;;;;;;;;;;"Три тысячи лет желаний;Весенняя сказка;Красавица и Чудовище;Зимняя сказка;Форма воды;Снегурочка;Снегурка;Ослиная шкура;Жили-были;Красавец и чудовище;Сказки Гофмана;Чародей и Белая Змея;Пробуждающая совесть 2: Дар змеи;Zолушка;Между;Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила;Сошедшие с небес;Две сказки"
Три богатыря и Шамаханская царица;Фэнтези;Семейный;Мифологическое;Современное кино (2000–2020);6.958;432650;;6.3;0;;;;;;;;;;"Унесенные призраками;Зеркальная маска;Эпик;Мальчик с пальчик;Заколдованная Элла;Девушка из воды;Книга мастеров;Волшебное кольцо;Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила;Волшебник страны Оз;Две сказки;Золушка `80;Волшебная страна;Волшебник;Волшебный портрет;Василиса прекрасная;Горбун из Нотр Дама;Волшебная лампа Аладдина"
Король-олень;Фэнтези;Семейный;Мифологическое;Классика (до 2000 года);7.593;44926;;6.6;0;;;;;;;;;;"Волшебное кольцо;Волшебник страны Оз;Золушка `80;Волшебная страна;Волшебник;Волшебный портрет;Горбун из Нотр Дама;Волшебная лампа Аладдина;Морозко;Сказка о золотом петушке;Волшебник Изумрудного города;Аладдин;Волшебная история;Аладдин и король разбойников;Возвращение Джафара;Три орешка для Золушки;Унесенные призраками;Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила"
На крючке;Фэнтези;Приключения;Мифологическое;Классика (до 2000 года);7.364;387477;Eagle Eye;6.6;4.7;;;;;;;;;;"Принцесса Мононоке;Геркулес;Последний единорог;Алиса;Руслан и Людмила;Лабиринт;Финист — Ясный сокол;Каменный цветок;Экскалибур;Илья Муромец и Соловей-Разбойник;Золотые рога;Кольца Альманзора;Колдунья;Чародейка;Садко;Тайна Келлс;Наследство волшебника Бахрама;Алиса: Волнение;Мальчик и птица;Кубо. Легенда о самурае"
Вампиреныш;Фэнтези;Ужасы;Темное;Современное кино (2000–2020);6.29;18839;The Little Vampire;5.8;5.5;;;;;;;;;;"Константин: повелитель тьмы;Темный мир: Равновесие;Темный мир;Чернокнижник;Сказка сказок;Лабиринт Фавна;Иллюзионист;Берсерк. Золотой век: Фильм III. Сошествие;Берсерк: Золотой век. Фильм II. Битва за Долдрей;Труп невесты;Ведьмак;Берсерк. Золотой век: Фильм I. Бехерит Властителя;Про Красную Шапочку;Страна фей;Константин: Повелитель тьмы;Другой мир;Малефисента;Джек и механическое сердце;Хеллбой: Герой из пекла;Хеллбой II: Золотая армия"
Воображариум доктора Парнаса;Фэнтези;Драма;Темное;Современное кино (2000–2020);6.987;395058;The Imaginarium of Doctor Parnassus;6.7;5.9;;;;;;;;;;"Сказка сказок;Страна фей;Граница;Сказание о принцессе Кагуя;Крупная рыба;Сказка странствий;Убить дракона;Красная черепаха;Рыба моей мечты;Сказания Земноморья;Фауст;Ной;Девушка в лабиринте;Лабиринт Фавна;Иллюзионист;Берсерк. Золотой век: Фильм III. Сошествие;Берсерк: Золотой век. Фильм II. Битва за Долдрей;Труп невесты;Ведьмак;Берсерк. Золотой век: Фильм I. Бехерит Властителя"
Блич;Фэнтези;Боевик (Экшен);Темное;Новинки (2020–2025);7.997;258621;BLEACH;8.2;0;;;;;;;;;;"Истребитель демонов: Поезд «Бесконечный»;Ведьмак. Кошмар волка;Берсерк. Золотой век: Фильм III. Сошествие;Берсерк: Золотой век. Фильм II. Битва за Долдрей;Ведьмак;Берсерк. Золотой век: Фильм I. Бехерит Властителя;Константин: Повелитель тьмы;Другой мир;Хеллбой: Герой из пекла;Хеллбой II: Золотая армия;Тор 2: Царство тьмы;Ван Хельсинг;Малефисента: Владычица тьмы;Другой мир: Восстание ликанов;Охотники на ведьм;Соломон Кейн;Белоснежка и охотник 2;Последний охотник на ведьм;Белоснежка и охотник;Спаун"
Звездная пыль;Фэнтези;Приключения;Эпическое;Современное кино (2000–2020);7.709;197863;Stardust;7.6;6.8;;;;;;;;;;"Властелин Колец: Возвращение Короля;Властелин Колец: Братство Кольца;Властелин колец: Возвращение короля;Властелин колец: Братство кольца;Ходячий замок;Гарри Поттер и узник Азкабана;Хоббит: Нежданное путешествие;Хоббит: Пустошь Смауга;Гарри Поттер и кубок огня;Гарри Поттер и Тайная Комната;Гарри Поттер и Принц-полукровка;Гарри Поттер и Принц-Полукровка;Гарри Поттер и Орден Феникса;Фантастические твари и где они обитают;Легенды ночных стражей;Охотники на драконов;Хроники Нарнии: Принц Каспиан;Хроники Нарнии: Покоритель Зари;Властелин колец;Фантастические твари: Преступления Грин-де-Вальда"
Снегурка;Фэнтези;Мелодрама;Мифологическое;Классика (до 2000 года);7.359;260079;;6.6;0;;;;;;;;;;"Красавица и Чудовище;Снегурочка;Ослиная шкура;Красавец и чудовище;Сказки Гофмана;Zолушка;Зимняя сказка;Форма воды;Три тысячи лет желаний;Жили-были;Весенняя сказка;Вечная сказка;Чародей и Белая Змея;Пробуждающая совесть 2: Дар змеи;Практическая магия;Принцесса Мононоке;Волшебное кольцо;Обыкновенное чудо;Божественная комедия;Волшебник страны Оз"
Золотой компас;Фэнтези;Приключения;Эпическое;Современное кино (2000–2020);6.614;91843;The Golden Compass;6.1;5.6;;;;;;;;;;"Властелин Колец: Возвращение Короля;Властелин Колец: Братство Кольца;Властелин колец: Возвращение короля;Властелин колец: Братство кольца;Ходячий замок;Гарри Поттер и узник Азкабана;Хоббит: Нежданное путешествие;Хоббит: Пустошь Смауга;Гарри Поттер и кубок огня;Гарри Поттер и Тайная Комната;Звездная пыль;Гарри Поттер и Принц-полукровка;Гарри Поттер и Принц-Полукровка;Гарри Поттер и Орден Феникса;Фантастические твари и где они обитают;Легенды ночных стражей;Охотники на драконов;Хроники Нарнии: Принц Каспиан;Хроники Нарнии: Покоритель Зари;Властелин колец"
Две сказки;Фэнтези;Семейный;Мифологическое;Новинки (2020–2025);8.101;257177;;7.2;0;;;;;;;;;;"Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила;Василиса прекрасная;Хранитель луны;Русалки;Магия зверя;Иван да Марья;Лавка чудес;Мой волк;Оз: Возвращение в Изумрудный Город;Сказка. Есть;Унесенные призраками;Волшебное кольцо;Волшебник страны Оз;Золушка `80;Волшебная страна;Волшебник;Волшебный портрет;Горбун из Нотр Дама"
Конан-варвар;Фэнтези;Приключения;Эпическое;Классика (до 2000 года);5.727;261271;Conan the Barbarian;5.2;4.2;;;;;;;;;;"Небесный замок Лапута;Бесконечная история;Виллоу;Леди-ястреб;Сердце дракона;Кольцо Нибелунгов;Первый рыцарь;Врата дракона;Принц Вэлиант;Властелин Колец: Возвращение Короля;Властелин Колец: Братство Кольца;Властелин колец: Возвращение короля;Властелин колец: Братство кольца;Ходячий замок;Гарри Поттер и узник Азкабана;Хоббит: Нежданное путешествие;Хоббит: Пустошь Смауга;Гарри Поттер и кубок огня;Гарри Поттер и Тайная Комната;Звездная пыль"
Во имя короля: История осады подземелья;Фэнтези;Боевик (Экшен);Эпическое;Современное кино (2000–2020);4.847;104994;In the Name of the King: A Dungeon Siege Tale;3.8;2.7;;;;;;;;;;"Властелин Колец: Две крепости;Властелин колец: Две крепости;Хоббит: Битва пяти воинств;Хоббит: Битва Пяти Воинств;Меч короля;Бахубали;Доктор Стрэндж;Наруто: Последний фильм;Бессмертные;Варкрафт;Меч короля Артура;Царь скорпионов;Бахубали: Рождение легенды;Седьмой сын;Волкодав из рода Серых Псов;Царь скорпионов: Книга душ;Повелитель стихий;Огонь и лед: Хроники драконов;Царь скорпионов 2: Восхождение воина;Во имя короля 2"
Школа Авалон;Фэнтези;Приключения;Мифологическое;Современное кино (2000–2020);6.17;506212;Avalon High;5.6;0;;;;;;;;;;"Тайна Келлс;Кубо. Легенда о самурае;Путешествие на Запад;Эспен в королевстве троллей;Алиса в Зазеркалье;Братья Гримм;Король обезьян;Сторожевая застава;Вальгалла: Сага о викинге;Беовульф;Перси Джексон и похититель молний;Перси Джексон и Море чудовищ;Волшебник Земноморья;Рыцарь Камелота;Джек – убийца великанов;Принцесса Мононоке;Геркулес;Наследство волшебника Бахрама;Алиса: Волнение;Последний единорог"
Заколдованная Элла;Фэнтези;Семейный;Мифологическое;Современное кино (2000–2020);6.813;1713;Ella Enchanted;6.3;5.6;;;;;;;;;;"Унесенные призраками;Зеркальная маска;Эпик;Мальчик с пальчик;Три богатыря и Шамаханская царица;Девушка из воды;Книга мастеров;Волшебное кольцо;Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила;Волшебник страны Оз;Две сказки;Золушка `80;Волшебная страна;Волшебник;Волшебный портрет;Василиса прекрасная;Горбун из Нотр Дама;Волшебная лампа Аладдина"
Легенда о сэре Гавейне и зеленом рыцаре;Фэнтези;Исторический;Мифологическое;Новинки (2020–2025);5.961;5615;Sword of the Valiant: The Legend of Sir Gawain and the Green Knight;4.4;0;;;;;;;;;;"47 ронинов;Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила;Сошедшие с небес;Две сказки;Наследство волшебника Бахрама;Алиса: Волнение;Мальчик и птица;Василиса прекрасная;Мастер и Маргарита;Хранитель луны;Русалки;Три тысячи лет желаний;Загадай желание;Магия зверя;Последний богатырь: Корень зла;Иван да Марья;Кощей. Похититель невест;Лавка чудес"
Оз: Возвращение в Изумрудный Город;Фэнтези;Семейный;Мифологическое;Новинки (2020–2025);6.912;489291;Legends of Oz: Dorothy's Return;4.9;3.6;;;;;;;;;;"Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила;Две сказки;Василиса прекрасная;Хранитель луны;Русалки;Магия зверя;Иван да Марья;Лавка чудес;Мой волк;Сказка. Есть;Унесенные призраками;Волшебное кольцо;Волшебник страны Оз;Золушка `80;Волшебная страна;Волшебник;Волшебный портрет;Горбун из Нотр Дама"
Граница;Фэнтези;Драма;Темное;Современное кино (2000–2020);6.165;266142;Fronti?re(s);6.2;6.3;;;;;;;;;;"Сказка сказок;Страна фей;Воображариум доктора Парнаса;Сказание о принцессе Кагуя;Крупная рыба;Сказка странствий;Убить дракона;Красная черепаха;Рыба моей мечты;Сказания Земноморья;Фауст;Ной;Девушка в лабиринте;Лабиринт Фавна;Иллюзионист;Берсерк. Золотой век: Фильм III. Сошествие;Берсерк: Золотой век. Фильм II. Битва за Долдрей;Труп невесты;Ведьмак;Берсерк. Золотой век: Фильм I. Бехерит Властителя"
Пена дней;Фэнтези;Мелодрама;Городское;Современное кино (2000–2020);6.946;606669;L'?cume des jours;6.5;6;;;;;;;;;;"Город мастеров;Практическая магия;Между;Иллюзионист;Труп невесты;Зимняя сказка;Форма воды;Джек и механическое сердце;Жили-были;Чародей и Белая Змея;Пробуждающая совесть 2: Дар змеи;Сумерки;Прекрасные создания;Кровь и шоколад;Сумерки. Сага. Затмение;Сага о чудовище. Сумерки;Сумерки. Сага. Новолуние;Сумерки. Сага. Рассвет. Часть 2;Сумерки. Сага. Рассвет. Часть I;Убить дракона"
Кощей. Похититель невест;Фэнтези;Приключения;Мифологическое;Новинки (2020–2025);7.836;1115176;;5.2;0;;;;;;;;;;"Наследство волшебника Бахрама;Алиса: Волнение;Мальчик и птица;Последний богатырь: Корень зла;Легенда о Зеленом Рыцаре;Последний богатырь: Посланник Тьмы;Чародей равновесия;Магическая книга и дракон;Тайна печати дракона;Руслан;Артемис Фаул;Артур и Мерлин: Рыцари Камелота;Богатырша;Принцесса Мононоке;Тайна Келлс;Геркулес;Последний единорог;Кубо. Легенда о самурае;Алиса;Руслан и Людмила"
Крупная рыба;Фэнтези;Драма;Мифологическое;Современное кино (2000–2020);7.975;9617;Big Fish;7.9;7.2;;;;;;;;;;"Сказание о принцессе Кагуя;Сказка странствий;Красная черепаха;Фауст;Ной;Девушка в лабиринте;Божественная комедия;Мастер и Маргарита;Дьявол и Дэниэл Уэбстер;Сказки юга;Сказка сказок;Убить дракона;Страна фей;Воображариум доктора Парнаса;Рыба моей мечты;Сказания Земноморья;Граница;47 ронинов;Унесенные призраками;Тайна Келлс"
Царь скорпионов: Книга душ;Фэнтези;Боевик (Экшен);Эпическое;Современное кино (2000–2020);4.84;1048680;The Scorpion King: Book of Souls;4.6;0;;;;;;;;;;"Властелин Колец: Две крепости;Властелин колец: Две крепости;Хоббит: Битва пяти воинств;Хоббит: Битва Пяти Воинств;Меч короля;Бахубали;Доктор Стрэндж;Наруто: Последний фильм;Бессмертные;Варкрафт;Меч короля Артура;Царь скорпионов;Бахубали: Рождение легенды;Седьмой сын;Волкодав из рода Серых Псов;Повелитель стихий;Огонь и лед: Хроники драконов;Во имя короля: История осады подземелья;Царь скорпионов 2: Восхождение воина;Во имя короля 2"
Джек и механическое сердце;Фэнтези;Мелодрама;Темное;Современное кино (2000–2020);7.187;505897;Jack et la m?canique du coeur;6.9;6.7;;;;;;;;;;"Иллюзионист;Труп невесты;Сумерки;Прекрасные создания;Кровь и шоколад;Сумерки. Сага. Затмение;Сага о чудовище. Сумерки;Сумерки. Сага. Новолуние;Сумерки. Сага. Рассвет. Часть 2;Сумерки. Сага. Рассвет. Часть I;Зимняя сказка;Город мастеров;Форма воды;Жили-были;Пена дней;Чародей и Белая Змея;Пробуждающая совесть 2: Дар змеи;Сказка сказок;Лабиринт Фавна;Берсерк. Золотой век: Фильм III. Сошествие"
Чародей равновесия;Фэнтези;Приключения;Мифологическое;Новинки (2020–2025);6.157;744258;;5.5;0;;;;;;;;;;"Наследство волшебника Бахрама;Алиса: Волнение;Мальчик и птица;Последний богатырь: Корень зла;Кощей. Похититель невест;Легенда о Зеленом Рыцаре;Последний богатырь: Посланник Тьмы;Магическая книга и дракон;Тайна печати дракона;Руслан;Артемис Фаул;Артур и Мерлин: Рыцари Камелота;Богатырша;Принцесса Мононоке;Тайна Келлс;Геркулес;Последний единорог;Кубо. Легенда о самурае;Алиса;Руслан и Людмила"
Сага о чудовище. Сумерки;Фэнтези;Мелодрама;Темное;Современное кино (2000–2020);5.375;939579;Wildling;5.5;6.1;;;;;;;;;;"Иллюзионист;Труп невесты;Джек и механическое сердце;Сумерки;Прекрасные создания;Кровь и шоколад;Сумерки. Сага. Затмение;Сумерки. Сага. Новолуние;Сумерки. Сага. Рассвет. Часть 2;Сумерки. Сага. Рассвет. Часть I;Зимняя сказка;Город мастеров;Форма воды;Жили-были;Пена дней;Чародей и Белая Змея;Пробуждающая совесть 2: Дар змеи;Сказка сказок;Лабиринт Фавна;Берсерк. Золотой век: Фильм III. Сошествие"
Хоббит: Битва пяти воинств;Фэнтези;Боевик (Экшен);Эпическое;Современное кино (2000–2020);7.907;694633;The Hobbit: The Battle of the Five Armies;7.4;6.3;;;;;;;;;;"Властелин Колец: Две крепости;Властелин колец: Две крепости;Хоббит: Битва Пяти Воинств;Меч короля;Бахубали;Доктор Стрэндж;Наруто: Последний фильм;Бессмертные;Варкрафт;Меч короля Артура;Царь скорпионов;Бахубали: Рождение легенды;Седьмой сын;Волкодав из рода Серых Псов;Царь скорпионов: Книга душ;Повелитель стихий;Огонь и лед: Хроники драконов;Во имя короля: История осады подземелья;Царь скорпионов 2: Восхождение воина;Во имя короля 2"
Путешествие на Запад;Фэнтези;Приключения;Мифологическое;Современное кино (2000–2020);6.734;606731;Xi you: Xiang mo pian;6.7;7.2;;;;;;;;;;"Тайна Келлс;Кубо. Легенда о самурае;Эспен в королевстве троллей;Алиса в Зазеркалье;Братья Гримм;Король обезьян;Сторожевая застава;Вальгалла: Сага о викинге;Беовульф;Перси Джексон и похититель молний;Перси Джексон и Море чудовищ;Волшебник Земноморья;Школа Авалон;Рыцарь Камелота;Джек – убийца великанов;Принцесса Мононоке;Геркулес;Наследство волшебника Бахрама;Алиса: Волнение;Последний единорог"
Тор;Фэнтези;Боевик (Экшен);Мифологическое;Современное кино (2000–2020);7.091;258941;Thor;7;6.7;;;;;;;;;;"Персей;Хеллбой 2: Золотая армия;Король Артур;Волкодав;Битва титанов;Война богов: Бессмертные;Боги Египта;Гнев титанов;Горец 4: Конец игры;Раскрашенная кожа 2;Геракл: Начало легенды;Царь скорпионов 3: Книга мертвых;Сошедшие с небес;Этерна. Часть первая;Восточный ветер 3: Наследие Оры;Вальгалла: Рагнарек;Властелин Колец: Две крепости;Властелин колец: Две крепости;Берсерк. Золотой век: Фильм III. Сошествие;Хоббит: Битва пяти воинств"
Битва титанов;Фэнтези;Боевик (Экшен);Мифологическое;Современное кино (2000–2020);6.094;260999;Clash of the Titans;5.8;4.3;;;;;;;;;;"Персей;Тор;Хеллбой 2: Золотая армия;Король Артур;Волкодав;Война богов: Бессмертные;Боги Египта;Гнев титанов;Горец 4: Конец игры;Раскрашенная кожа 2;Геракл: Начало легенды;Царь скорпионов 3: Книга мертвых;Сошедшие с небес;Этерна. Часть первая;Восточный ветер 3: Наследие Оры;Вальгалла: Рагнарек;Властелин Колец: Две крепости;Властелин колец: Две крепости;Берсерк. Золотой век: Фильм III. Сошествие;Хоббит: Битва пяти воинств"
Между;Фэнтези;Мелодрама;Городское;Новинки (2020–2025);5.231;570187;Twixt;4.8;4.6;;;;;;;;;;"Город мастеров;Практическая магия;Пена дней;Три тысячи лет желаний;Весенняя сказка;Вечная сказка;Красавица и Чудовище;Иллюзионист;Труп невесты;Зимняя сказка;Форма воды;Снегурочка;Снегурка;Джек и механическое сердце;Ослиная шкура;Жили-были;Красавец и чудовище;Сказки Гофмана;Чародей и Белая Змея;Пробуждающая совесть 2: Дар змеи"
Гензель против Гретель;Фэнтези;Боевик (Экшен);Темное;Современное кино (2000–2020);2.985;844171;Hansel vs. Gretel;3;0;;;;;;;;;;"Берсерк. Золотой век: Фильм III. Сошествие;Берсерк: Золотой век. Фильм II. Битва за Долдрей;Ведьмак;Берсерк. Золотой век: Фильм I. Бехерит Властителя;Константин: Повелитель тьмы;Другой мир;Хеллбой: Герой из пекла;Хеллбой II: Золотая армия;Тор 2: Царство тьмы;Ван Хельсинг;Малефисента: Владычица тьмы;Другой мир: Восстание ликанов;Охотники на ведьм;Соломон Кейн;Белоснежка и охотник 2;Последний охотник на ведьм;Белоснежка и охотник;Президент Линкольн: Охотник на вампиров;Другой мир: Войны крови;Академия вампиров"
Темный мир: Равновесие;Фэнтези;Ужасы;Темное;Современное кино (2000–2020);4.399;682080;;4.1;0;;;;;;;;;;"Константин: повелитель тьмы;Вампиреныш;Темный мир;Чернокнижник;Сказка сказок;Лабиринт Фавна;Иллюзионист;Берсерк. Золотой век: Фильм III. Сошествие;Берсерк: Золотой век. Фильм II. Битва за Долдрей;Труп невесты;Ведьмак;Берсерк. Золотой век: Фильм I. Бехерит Властителя;Про Красную Шапочку;Страна фей;Константин: Повелитель тьмы;Другой мир;Малефисента;Джек и механическое сердце;Хеллбой: Герой из пекла;Хеллбой II: Золотая армия"
Алиса: Волнение;Фэнтези;Приключения;Мифологическое;Новинки (2020–2025);7.571;1330397;;0;0;;;;;;;;;;"Наследство волшебника Бахрама;Мальчик и птица;Последний богатырь: Корень зла;Кощей. Похититель невест;Легенда о Зеленом Рыцаре;Последний богатырь: Посланник Тьмы;Чародей равновесия;Магическая книга и дракон;Тайна печати дракона;Руслан;Артемис Фаул;Артур и Мерлин: Рыцари Камелота;Богатырша;Принцесса Мононоке;Тайна Келлс;Геркулес;Последний единорог;Кубо. Легенда о самурае;Алиса;Руслан и Людмила"
Дед Мороз. Битва Магов;Фэнтези;Комедия;Мифологическое;Новинки (2020–2025);4.76;797705;;3.8;0;;;;;;;;;;"Загадай желание;Осколки хрустальной туфельки;Обыкновенное чудо;Последний богатырь;Аквамарин;Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила;Сошедшие с небес;Две сказки;Наследство волшебника Бахрама;Алиса: Волнение;Мальчик и птица;Василиса прекрасная;Мастер и Маргарита;Хранитель луны;Русалки;Три тысячи лет желаний;Магия зверя;Последний богатырь: Корень зла"
Варкрафт;Фэнтези;Боевик (Экшен);Эпическое;Современное кино (2000–2020);7.638;277328;Warcraft;6.7;4.4;;;;;;;;;;"Властелин Колец: Две крепости;Властелин колец: Две крепости;Хоббит: Битва пяти воинств;Хоббит: Битва Пяти Воинств;Меч короля;Бахубали;Доктор Стрэндж;Наруто: Последний фильм;Бессмертные;Меч короля Артура;Царь скорпионов;Бахубали: Рождение легенды;Седьмой сын;Волкодав из рода Серых Псов;Царь скорпионов: Книга душ;Повелитель стихий;Огонь и лед: Хроники драконов;Во имя короля: История осады подземелья;Царь скорпионов 2: Восхождение воина;Во имя короля 2"
Практическая магия;Фэнтези;Мелодрама;Городское;Классика (до 2000 года);7.192;6129;Practical Magic;6.4;4.8;;;;;;;;;;"Город мастеров;Пена дней;Между;Красавица и Чудовище;Снегурочка;Снегурка;Ослиная шкура;Красавец и чудовище;Сказки Гофмана;Zолушка;Ведьмина служба доставки;Эдвард руки-ножницы;Иллюзионист;Труп невесты;Зимняя сказка;Форма воды;Джек и механическое сердце;Три тысячи лет желаний;Жили-были;Весенняя сказка"
