0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20_похожих
Правда лейтенанта Климова;Военный;Драма;Личные драмы солдат;Новинки (2020–2025);6.783;43215;;5.6;0;;;;;;;;;;"Возвращение на Родину;Помни имя свое;Мы смерти смотрели в лицо;Уроки фарси;На семи ветрах;На Западном фронте без перемен;Дорогой мой человек;Старшина;Город воров;Солдатик;Молодой человек;Клятва;Я — русский солдат;Бой после победы;Шугалей;Домой дороги нет;Трубач;Приказ: Огонь не открывать;Сочинение ко Дню Победы;Между рядами"
Родина или смерть;Военный;Боевик (Экшен);Боевые действия;Новинки (2020–2025);4.283;397298;;4.2;0;;;;;;;;;;"На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;Небо;День патриота;Грейхаунд;Снайпер Саха;Битва;Шугалей 3;Приказ: Перейти границу;Форпост;Фронт за линией фронта;Ижорский батальон;Кандагар;1941. Крылья над Берлином;Внезапный удар;Днепровский рубеж;Марш-бросок"
Последний рубеж;Военный;Боевик (Экшен);Боевые действия;Новинки (2020–2025);6.478;683766;Homefront;6.5;5;;;;;;;;;;"На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;Небо;День патриота;Грейхаунд;Снайпер Саха;Битва;Шугалей 3;Приказ: Перейти границу;Форпост;Фронт за линией фронта;Ижорский батальон;Кандагар;1941. Крылья над Берлином;Внезапный удар;Днепровский рубеж;Марш-бросок"
Враг мой;Военный;Драма;Личные драмы солдат;Современное кино (2000–2020);7.673;2702;Enemy Mine;6.8;5.8;;;;;;;;;;"Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Между небом и землей;Боевой конь;Крик тишины;Безродные звери;Свои;Афганский излом;Железный крест;Флаги наших отцов;Время собирать камни;Морпехи;72 метра;Франц + Полина;Война Анны;Они были солдатами;Курск"
В тылу врага;Военный;Боевик (Экшен);Боевые действия;Современное кино (2000–2020);6.578;606;Behind Enemy Lines;6.4;0;;;;;;;;;;"Ю-571;13 часов: Тайные солдаты Бенгази;Бесславные ублюдки;Ярость;Повелитель бури;Надо мною солнце не садится;На пути в Берлин;Балканский рубеж;Завет;Перл Харбор;Точка обстрела;Т-34;Мидуэй;Слезы солнца;Атака на Перл-Харбор;У опасной черты;Десант;Август. Восьмого;Взрыватель;Черный ястреб"
От Буга до Вислы;Военный;Исторический;Исторические реконструкции;Новинки (2020–2025);6.479;42831;;6.2;0;;;;;;;;;;"Последняя надежда;Блокада: Фильм 2: Ленинградский метроном. Операция «Искра»;Блокада: Ленинградский метроном. Операция «Искра»;Блокада: Фильм 1: Лужский рубеж, Пулковский меридиан;Кутузов;Восемнадцатый год;Их знали только в лицо;Крейсер;День победы;Битва за Москву;Брестская крепость;Счастливого Рождества;Цветы войны;Моонзунд;Герои Шипки;Побег из Собибора;Август;Тора! Тора! Тора!;Она носила желтую ленту;Варяг"
Юнга Северного флота;Военный;Драма;Личные драмы солдат;Классика (до 2000 года);7.018;42465;;6.3;0;;;;;;;;;;"Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия;Двадцать дней без войны;Империя Солнца;Пропавший без вести;Ваш сын и брат"
Блокада: Фильм 2: Ленинградский метроном. Операция «Искра»;Военный;Исторический;Исторические реконструкции;Новинки (2020–2025);7.754;46148;;7.3;0;;;;;;;;;;"Последняя надежда;Блокада: Ленинградский метроном. Операция «Искра»;Блокада: Фильм 1: Лужский рубеж, Пулковский меридиан;Кутузов;Восемнадцатый год;Их знали только в лицо;От Буга до Вислы;Крейсер;День победы;Битва за Москву;Брестская крепость;Счастливого Рождества;Цветы войны;Моонзунд;Герои Шипки;Побег из Собибора;Август;Тора! Тора! Тора!;Она носила желтую ленту;Варяг"
38-я параллель;Военный;Исторический;Боевые действия;Классика (до 2000 года);7.923;80221;Taegeukgi hwinallimyeo;8;6.6;;;;;;;;;;"Освобождение: Направление главного удара;Освобождение: Последний штурм;Освобождение: Битва за Берлин;Освобождение: Прорыв;Освобождение: Огненная дуга;Адмирал Ушаков;Ватерлоо;Небесные ласточки;Небесные ласточки;Небесные ласточки;Небесные ласточки;Крепость: щитом и мечом;Весна на Одере;Нормандия – Неман;Победа;Рядовой Чээрин;Битва у Красной скалы 2;Битва за Мен Рян;28 панфиловцев;Патриот"
На западном фронте без перемен;Военный;Исторический;Личные драмы солдат;Новинки (2020–2025);7.604;316376;Im Westen nichts Neues;7.8;8.2;;;;;;;;;;"Снимки нашей планеты и письмена войны;Три дня до весны;К-19;Письма с Иводзимы;Умереть во имя;Старое ружье;Последняя надежда;Блокада: Фильм 2: Ленинградский метроном. Операция «Искра»;Блокада: Ленинградский метроном. Операция «Искра»;Рядовой Чээрин;Блокада: Фильм 1: Лужский рубеж, Пулковский меридиан;Кутузов;Восемнадцатый год;Их знали только в лицо;Восемь сотен;От Буга до Вислы;Крейсер;День победы;Возвращение на Родину;Помни имя свое"
К-19;Военный;Исторический;Личные драмы солдат;Современное кино (2000–2020);7.624;722;K-19: The Widowmaker;6.7;6.1;;;;;;;;;;"Письма с Иводзимы;Умереть во имя;На западном фронте без перемен;Снимки нашей планеты и письмена войны;Старое ружье;Три дня до весны;Брестская крепость;Счастливого Рождества;Цветы войны;Август;Битва у Красной скалы 2;Битва за Мен Рян;Антропоид;28 панфиловцев;Патриот;Варяг;Батальонъ;Ржев;Подрывники;Центурион"
Отец солдата;Военный;Драма;Личные драмы солдат;Классика (до 2000 года);8.301;44218;;8.3;0;;;;;;;;;;"Летят журавли;А зори здесь тихие;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия;Двадцать дней без войны;Империя Солнца;Пропавший без вести;Ваш сын и брат;Жди меня"
Репортаж с линии огня;Военный;Драма;Исторические реконструкции;Современное кино (2000–2020);5.897;42084;;0;0;;;;;;;;;;"Лето 1941 года;По законам военного времени;1917;Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Между небом и землей;Боевой конь;Дюнкерк;Крик тишины;Безродные звери;Долгие версты войны;Свои;Афганский излом;Звезда;Железный крест;Враг у ворот;Мы были солдатами"
В сторону от войны;Военный;Драма;Личные драмы солдат;Новинки (2020–2025);5.408;460066;;0;0;;;;;;;;;;"Возвращение на Родину;Помни имя свое;Мы смерти смотрели в лицо;Уроки фарси;На семи ветрах;На Западном фронте без перемен;Дорогой мой человек;Старшина;Город воров;Солдатик;Молодой человек;Клятва;Я — русский солдат;Бой после победы;Шугалей;Домой дороги нет;Трубач;Приказ: Огонь не открывать;Сочинение ко Дню Победы;Между рядами"
Солдатики;Военный;Семейный;Партизанские движения;Классика (до 2000 года);7.328;1676;Small Soldiers;6.3;6.1;;;;;;;;;;"Иди и смотри;Щит и меч;Проверка на дорогах;Никто не хотел умирать;В огне брода нет;Королек – птичка певчая;За спичками;Шел четвертый год войны...;Фронт без флангов;Фронт в тылу врага;Отдельное поручение;Оцеола: Правая рука возмездия;Красный рассвет;Спасибо деду за победу;В августе 44-го;Долгие версты войны;Мерзавец;Антропоид;Разведчики;Свободный штат Джонса"
Все остается людям;Военный;Драма;Боевые действия;Новинки (2020–2025);7.695;45948;;7.1;0;;;;;;;;;;"Родина;Наступит завтра или нет?;Не забудь... станция Луговая;Жаворонок;Подольские курсанты;В лучах славы;Огненный путь;Проверено — мин нет;Берег;Стрелец неприкаянный;Хрусталь;Иван;Размах крыльев;Родина ждет;Иван сын Амира;Точка;Трое;Сквозные ранения;Чайка;Прощаться не будем"
Служу Советскому Союзу!;Военный;Драма;Личные драмы солдат;Классика (до 2000 года);2.183;622656;;1.7;0;;;;;;;;;;"Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия;Двадцать дней без войны;Империя Солнца;Пропавший без вести;Ваш сын и брат"
Снимки нашей планеты и письмена войны;Военный;Исторический;Личные драмы солдат;Новинки (2020–2025);0;98748;Bilder der Welt und Inschrift des Krieges;7.5;0;;;;;;;;;;"На западном фронте без перемен;Три дня до весны;К-19;Письма с Иводзимы;Умереть во имя;Старое ружье;Последняя надежда;Блокада: Фильм 2: Ленинградский метроном. Операция «Искра»;Блокада: Ленинградский метроном. Операция «Искра»;Рядовой Чээрин;Блокада: Фильм 1: Лужский рубеж, Пулковский меридиан;Кутузов;Восемнадцатый год;Их знали только в лицо;Восемь сотен;От Буга до Вислы;Крейсер;День победы;Возвращение на Родину;Помни имя свое"
Десант;Военный;Боевик (Экшен);Боевые действия;Современное кино (2000–2020);6.451;79553;;5.3;0;;;;;;;;;;"Ю-571;13 часов: Тайные солдаты Бенгази;Бесславные ублюдки;Ярость;Повелитель бури;Надо мною солнце не садится;На пути в Берлин;Балканский рубеж;Завет;Перл Харбор;Точка обстрела;Т-34;Мидуэй;Слезы солнца;Атака на Перл-Харбор;В тылу врага;У опасной черты;Август. Восьмого;Взрыватель;Черный ястреб"
Железный крест;Военный;Драма;Личные драмы солдат;Современное кино (2000–2020);7.163;14595;Cross of Iron;7.4;6.8;;;;;;;;;;"Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Между небом и землей;Боевой конь;Крик тишины;Безродные звери;Свои;Афганский излом;Враг мой;Флаги наших отцов;Время собирать камни;Морпехи;72 метра;Франц + Полина;Война Анны;Они были солдатами;Курск"
Атака;Военный;Драма;Личные драмы солдат;Классика (до 2000 года);6.338;1100453;Attack;6.8;4.8;;;;;;;;;;"Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия;Двадцать дней без войны;Империя Солнца;Пропавший без вести;Ваш сын и брат"
Точка обстрела;Военный;Боевик (Экшен);Боевые действия;Современное кино (2000–2020);7.175;171922;Vantage Point;6.6;4.9;;;;;;;;;;"Ю-571;13 часов: Тайные солдаты Бенгази;Бесславные ублюдки;Ярость;Повелитель бури;Надо мною солнце не садится;На пути в Берлин;Балканский рубеж;Завет;Перл Харбор;Т-34;Мидуэй;Слезы солнца;Атака на Перл-Харбор;В тылу врага;У опасной черты;Десант;Август. Восьмого;Взрыватель;Черный ястреб"
Хрусталь;Военный;Драма;Боевые действия;Новинки (2020–2025);6.928;1045133;;6.9;7;;;;;;;;;;"Родина;Наступит завтра или нет?;Не забудь... станция Луговая;Жаворонок;Все остается людям;Подольские курсанты;В лучах славы;Огненный путь;Проверено — мин нет;Берег;Стрелец неприкаянный;Иван;Размах крыльев;Родина ждет;Иван сын Амира;Точка;Трое;Сквозные ранения;Чайка;Прощаться не будем"
Блокада: Ленинградский метроном. Операция «Искра»;Военный;Исторический;Исторические реконструкции;Новинки (2020–2025);7.754;46148;;7.3;0;;;;;;;;;;"Последняя надежда;Блокада: Фильм 2: Ленинградский метроном. Операция «Искра»;Блокада: Фильм 1: Лужский рубеж, Пулковский меридиан;Кутузов;Восемнадцатый год;Их знали только в лицо;От Буга до Вислы;Крейсер;День победы;Битва за Москву;Брестская крепость;Счастливого Рождества;Цветы войны;Моонзунд;Герои Шипки;Побег из Собибора;Август;Тора! Тора! Тора!;Она носила желтую ленту;Варяг"
Лили Марлен;Военный;Драма;Личные драмы солдат;Классика (до 2000 года);7.524;22571;Lili Marleen;7.1;5.8;;;;;;;;;;"Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия;Двадцать дней без войны;Империя Солнца;Пропавший без вести;Ваш сын и брат"
За спичками;Военный;Исторический;Партизанские движения;Классика (до 2000 года);7.831;45185;;6.8;0;;;;;;;;;;"Оцеола: Правая рука возмездия;Антропоид;Подрывники;38-я параллель;Освобождение: Направление главного удара;Битва за Москву;Освобождение: Последний штурм;Освобождение: Битва за Берлин;Освобождение: Прорыв;Освобождение: Огненная дуга;Моонзунд;Герои Шипки;Побег из Собибора;Тора! Тора! Тора!;Адмирал Ушаков;Ватерлоо;Небесные ласточки;Небесные ласточки;Небесные ласточки;Небесные ласточки"
Блокада;Военный;Драма;Личные драмы солдат;Современное кино (2000–2020);8.105;274766;;7.4;0;;;;;;;;;;"Живые и мертвые;Вальс с Баширом;Война;Объединенная зона безопасности;Между небом и землей;Боевой конь;Крик тишины;Безродные звери;Свои;Афганский излом;Железный крест;Враг мой;Флаги наших отцов;Время собирать камни;Морпехи;72 метра;Франц + Полина;Война Анны;Они были солдатами;Курск"
Мария. Спасти Москву;Военный;Драма;Партизанские движения;Новинки (2020–2025);4.075;4491071;;0;0;;;;;;;;;;"Контрибуция;Гроза над Белой;Иди и смотри;Проверка на дорогах;Никто не хотел умирать;В огне брода нет;Королек – птичка певчая;Долгие версты войны;Шел четвертый год войны...;Фронт без флангов;Фронт в тылу врага;Смерти вопреки;Сволочи;Лето 1941 года;Родина;Наступит завтра или нет?;Возвращение на Родину;Помни имя свое;Мы смерти смотрели в лицо;Уроки фарси"
Уроки фарси;Военный;Драма;Личные драмы солдат;Новинки (2020–2025);7.941;1209777;Persian Lessons;7.4;6.4;;;;;;;;;;"Возвращение на Родину;Помни имя свое;Мы смерти смотрели в лицо;На семи ветрах;На Западном фронте без перемен;Дорогой мой человек;Старшина;Город воров;Солдатик;Молодой человек;Клятва;Я — русский солдат;Бой после победы;Шугалей;Домой дороги нет;Трубач;Приказ: Огонь не открывать;Сочинение ко Дню Победы;Между рядами;Слушать в отсеках"
Завтра была война;Военный;Драма;Личные драмы солдат;Классика (до 2000 года);8.131;45244;;7.7;0;;;;;;;;;;"Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Великая иллюзия;Двадцать дней без войны;Империя Солнца;Пропавший без вести;Ваш сын и брат;Жди меня"
Говорящие с ветром;Военный;Драма;Личные драмы солдат;Новинки (2020–2025);7;884;Windtalkers;6.1;5.1;;;;;;;;;;"Возвращение на Родину;Помни имя свое;Мы смерти смотрели в лицо;Уроки фарси;На семи ветрах;На Западном фронте без перемен;Дорогой мой человек;Старшина;Город воров;Солдатик;Молодой человек;Клятва;Я — русский солдат;Бой после победы;Шугалей;Домой дороги нет;Трубач;Приказ: Огонь не открывать;Сочинение ко Дню Победы;Между рядами"
Не забудь... станция Луговая;Военный;Драма;Боевые действия;Новинки (2020–2025);7.487;46372;;7.5;0;;;;;;;;;;"Родина;Наступит завтра или нет?;Жаворонок;Все остается людям;Подольские курсанты;В лучах славы;Огненный путь;Проверено — мин нет;Берег;Стрелец неприкаянный;Хрусталь;Иван;Размах крыльев;Родина ждет;Иван сын Амира;Точка;Трое;Сквозные ранения;Чайка;Прощаться не будем"
Если враг не сдается...;Военный;Драма;Боевые действия;Классика (до 2000 года);7.001;42449;;6.2;0;;;;;;;;;;"В бой идут одни «старики»;Спасти рядового Райана;Хроника пикирующего бомбардировщика;Горячий снег;Балтийское небо;Черный тюльпан;Спасительный рассвет;Потомок Чингисхана;Приказано уничтожить;Железный поток;Подвиг Одессы;1917;Родина;Наступит завтра или нет?;Не забудь... станция Луговая;Дюнкерк;Жаворонок;Все остается людям;Звезда;Подольские курсанты"
Нахимовцы;Военный;Драма;Личные драмы солдат;Классика (до 2000 года);6.793;1403069;;0;0;;;;;;;;;;"Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия;Двадцать дней без войны;Империя Солнца;Пропавший без вести;Ваш сын и брат"
Гроза над Белой;Военный;Драма;Партизанские движения;Новинки (2020–2025);6.824;44609;;6.2;0;;;;;;;;;;"Контрибуция;Мария. Спасти Москву;Иди и смотри;Проверка на дорогах;Никто не хотел умирать;В огне брода нет;Королек – птичка певчая;Долгие версты войны;Шел четвертый год войны...;Фронт без флангов;Фронт в тылу врага;Смерти вопреки;Сволочи;Лето 1941 года;Родина;Наступит завтра или нет?;Возвращение на Родину;Помни имя свое;Мы смерти смотрели в лицо;Уроки фарси"
Герои Шипки;Военный;Исторический;Исторические реконструкции;Классика (до 2000 года);7.677;44492;;7.4;0;;;;;;;;;;"Битва за Москву;Моонзунд;Побег из Собибора;Тора! Тора! Тора!;Она носила желтую ленту;Караван смерти;День Д;Последняя надежда;Брестская крепость;Счастливого Рождества;Цветы войны;Блокада: Фильм 2: Ленинградский метроном. Операция «Искра»;Блокада: Ленинградский метроном. Операция «Искра»;Август;Блокада: Фильм 1: Лужский рубеж, Пулковский меридиан;Кутузов;Восемнадцатый год;Их знали только в лицо;Варяг;Собибор"
Крым;Военный;Боевик (Экшен);Боевые действия;Современное кино (2000–2020);2.791;984364;;3.4;0;;;;;;;;;;"Ю-571;13 часов: Тайные солдаты Бенгази;Бесславные ублюдки;Ярость;Повелитель бури;Надо мною солнце не садится;На пути в Берлин;Балканский рубеж;Завет;Перл Харбор;Точка обстрела;Т-34;Мидуэй;Слезы солнца;Атака на Перл-Харбор;В тылу врага;У опасной черты;Десант;Август. Восьмого;Взрыватель"
Завет;Военный;Боевик (Экшен);Боевые действия;Современное кино (2000–2020);7.529;195620;Zavet;6.9;4.2;;;;;;;;;;"Ю-571;13 часов: Тайные солдаты Бенгази;Бесславные ублюдки;Ярость;Повелитель бури;Надо мною солнце не садится;На пути в Берлин;Балканский рубеж;Перл Харбор;Точка обстрела;Т-34;Мидуэй;Слезы солнца;Атака на Перл-Харбор;В тылу врага;У опасной черты;Десант;Август. Восьмого;Взрыватель;Черный ястреб"
Время собирать камни;Военный;Драма;Личные драмы солдат;Современное кино (2000–2020);7.349;175593;;6.7;0;;;;;;;;;;"Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Между небом и землей;Боевой конь;Крик тишины;Безродные звери;Свои;Афганский излом;Железный крест;Враг мой;Флаги наших отцов;Морпехи;72 метра;Франц + Полина;Война Анны;Они были солдатами;Курск"
Свои;Военный;Драма;Личные драмы солдат;Современное кино (2000–2020);7.335;79882;;7.4;0;;;;;;;;;;"Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Между небом и землей;Боевой конь;Крик тишины;Безродные звери;Афганский излом;Железный крест;Враг мой;Флаги наших отцов;Время собирать камни;Морпехи;72 метра;Франц + Полина;Война Анны;Они были солдатами;Курск"
День Д;Военный;Исторический;Исторические реконструкции;Классика (до 2000 года);3.058;378245;;3.3;0;;;;;;;;;;"Битва за Москву;Моонзунд;Герои Шипки;Побег из Собибора;Тора! Тора! Тора!;Она носила желтую ленту;Караван смерти;Последняя надежда;Брестская крепость;Счастливого Рождества;Цветы войны;Блокада: Фильм 2: Ленинградский метроном. Операция «Искра»;Блокада: Ленинградский метроном. Операция «Искра»;Август;Блокада: Фильм 1: Лужский рубеж, Пулковский меридиан;Кутузов;Восемнадцатый год;Их знали только в лицо;Варяг;Собибор"
Утомленные солнцем 2: Предстояние;Военный;Драма;Боевые действия;Современное кино (2000–2020);3.819;103299;;4.3;0;;;;;;;;;;"1917;Дюнкерк;Звезда;Враг у ворот;Мы были солдатами;9 рота;Тихая застава;Дорога на Берлин;В бой идут одни «старики»;Спасти рядового Райана;Родина;Наступит завтра или нет?;Хроника пикирующего бомбардировщика;Горячий снег;Не забудь... станция Луговая;Балтийское небо;Жаворонок;Все остается людям;Подольские курсанты;В лучах славы"
Ваш сын и брат;Военный;Драма;Личные драмы солдат;Классика (до 2000 года);7.626;45670;;7.3;0;;;;;;;;;;"Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия;Двадцать дней без войны;Империя Солнца;Пропавший без вести;Жди меня"
Нормандия – Неман;Военный;Исторический;Боевые действия;Классика (до 2000 года);7.233;46463;;6.4;0;;;;;;;;;;"38-я параллель;Освобождение: Направление главного удара;Освобождение: Последний штурм;Освобождение: Битва за Берлин;Освобождение: Прорыв;Освобождение: Огненная дуга;Адмирал Ушаков;Ватерлоо;Небесные ласточки;Небесные ласточки;Небесные ласточки;Небесные ласточки;Крепость: щитом и мечом;Весна на Одере;Победа;Рядовой Чээрин;Битва у Красной скалы 2;Битва за Мен Рян;28 панфиловцев;Патриот"
Днепровский рубеж;Военный;Боевик (Экшен);Боевые действия;Новинки (2020–2025);6.782;460141;;6.4;0;;;;;;;;;;"На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;Небо;День патриота;Грейхаунд;Снайпер Саха;Битва;Шугалей 3;Приказ: Перейти границу;Форпост;Фронт за линией фронта;Ижорский батальон;Кандагар;1941. Крылья над Берлином;Внезапный удар;Марш-бросок;Последний рубеж"
Крылья;Военный;Боевик (Экшен);Боевые действия;Классика (до 2000 года);7.228;1005006;;0;0;;;;;;;;;;"Торпедоносцы;Военный ныряльщик;Ю-571;13 часов: Тайные солдаты Бенгази;Бесславные ублюдки;На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;Ярость;Повелитель бури;Надо мною солнце не садится;На пути в Берлин;Балканский рубеж;Завет;Небо;Перл Харбор;День патриота;Грейхаунд"
Фронт за линией фронта;Военный;Боевик (Экшен);Боевые действия;Новинки (2020–2025);7.302;44440;;6.2;0;;;;;;;;;;"На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;Небо;День патриота;Грейхаунд;Снайпер Саха;Битва;Шугалей 3;Приказ: Перейти границу;Форпост;Ижорский батальон;Кандагар;1941. Крылья над Берлином;Внезапный удар;Днепровский рубеж;Марш-бросок;Последний рубеж"
