0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20_похожих
Инсомния;Триллер;Детектив;Психологический;Современное кино (2000–2020);8.244;1436045;;0;0;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик;Турист"
И пришел паук;Триллер;Детектив;Психологический;Современное кино (2000–2020);6.891;586;Along Came a Spider;6.4;4.6;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Соседка по комнате;Триллер;Ужасы;Психологический;Современное кино (2000–2020);5.961;456437;The Roommate;4.8;2.9;;;;;;;;;;"13 грехов;Ганнибал;Кожа, в которой я живу;Сплит;Фанатик;Убийство священного оленя;Что скрывает ложь;Патология;Открытая могила;Мизери;Жилец;Позвони в мою дверь;Многоэтажка;Шестой;Прошлой ночью в Сохо;Забавные игры;Вакансия на жертву;Не оглядывайся;Наблюдатель;11:14"
Дом грез;Триллер;Детектив;Психологический;Современное кино (2000–2020);5.556;363995;House of Dreams;6.6;0;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Фантом;Триллер;Военный;Психологический;Современное кино (2000–2020);4.356;394371;;4.9;3.3;;;;;;;;;;"Стена;Цель номер один;Преследователь Тоби Джагга;11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;13 грехов;Престиж;Остров проклятых;Ганнибал;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Омерзительная восьмерка;Невидимый гость"
Химера;Триллер;Детектив;Психологический;Новинки (2020–2025);5.773;397244;Splice;5.8;6.7;;;;;;;;;;"Одиннадцатый час;Триггер;Старшая сестра;Журналист;Настройщик;Без лица;Незнакомка;Беги;Приговор;Черный ящик;Темные времена;Интуиция;Обратная связь;Какая чудная игра;Третий акт;Помутнение;Аллея кошмаров;Исчезнувшая в звездах;Леденец;Имитатор"
Разумное сомнение;Триллер;Детектив;Психологический;Современное кино (2000–2020);6.991;406250;Beyond a Reasonable Doubt;5.8;3.3;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Стертая личность;Триллер;Детектив;Психологический;Современное кино (2000–2020);6.559;1046440;Boy Erased;6.9;6.9;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Детоксикация;Триллер;Детектив;Психологический;Новинки (2020–2025);5.911;6503;D-Tox;5.3;3.5;;;;;;;;;;"Одиннадцатый час;Триггер;Старшая сестра;Журналист;Настройщик;Без лица;Незнакомка;Беги;Приговор;Черный ящик;Темные времена;Интуиция;Обратная связь;Какая чудная игра;Третий акт;Помутнение;Аллея кошмаров;Исчезнувшая в звездах;Леденец;Имитатор"
Неистовый;Триллер;Боевик (Экшен);Психологический;Новинки (2020–2025);6.337;1264589;Unhinged;6;5.4;;;;;;;;;;"Преследователь;Видимость гнева;Перехват;Клетка;Без тормозов;Спарта;Похищение;Месть;Отель Мумбаи: Противостояние;Королевская битва;Рекрут;Метро;Ночной рейс;С меня хватит!;Гостья;Дуэль;Пылающее море;Одиннадцатый час;Триггер;Переступить черту"
Престиж;Триллер;Детектив;Психологический;Современное кино (2000–2020);8.515;195334;The Prestige;8.5;7.1;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик;Турист"
Переступить черту;Триллер;Криминал;Психологический;Новинки (2020–2025);7.704;21540;Walk the Line;7.8;7.3;;;;;;;;;;"Попутчик;Гадюка;Русская игра;Все ради нее;Авария;Женская собственность;Идеальный пациент;Поклонница;Экспат;Нарушая запреты;Тридцатого уничтожить!;Куратор;Парковка;Омерзительная восьмерка;Я видел Дьявола;Парфюмер: история одного убийцы;Парфюмер: История одного убийцы;Американский психопат;Мыс страха;Воспоминания убийцы"
Американец;Триллер;Криминал;Психологический;Современное кино (2000–2020);6.248;485083;The American;6.3;6.5;;;;;;;;;;"Омерзительная восьмерка;Я видел Дьявола;Парфюмер: история одного убийцы;Парфюмер: История одного убийцы;Американский психопат;Воспоминания убийцы;Немыслимое;Паранойя;Бедная LIZ;Комната страха;На грани;Заложник;Обман;Три секунды;Исчезновение Элис Крид;Ночной продавец;Золотая перчатка;Тебя никогда здесь не было;Ганнибал: Восхождение;Двойная игра"
Парфюмер: история одного убийцы;Триллер;Криминал;Психологический;Современное кино (2000–2020);7.714;78378;Perfume: The Story of a Murderer;7.5;6.3;;;;;;;;;;"Омерзительная восьмерка;Я видел Дьявола;Парфюмер: История одного убийцы;Американский психопат;Воспоминания убийцы;Немыслимое;Паранойя;Бедная LIZ;Комната страха;На грани;Заложник;Обман;Три секунды;Исчезновение Элис Крид;Ночной продавец;Золотая перчатка;Тебя никогда здесь не было;Ганнибал: Восхождение;Двойная игра;Американец"
Снегоуборщик;Триллер;Детектив;Психологический;Новинки (2020–2025);6.319;1033233;Cold Pursuit;6.2;6.2;;;;;;;;;;"Одиннадцатый час;Триггер;Старшая сестра;Журналист;Настройщик;Без лица;Незнакомка;Беги;Приговор;Черный ящик;Темные времена;Интуиция;Обратная связь;Какая чудная игра;Третий акт;Помутнение;Аллея кошмаров;Исчезнувшая в звездах;Леденец;Имитатор"
Беги;Триллер;Детектив;Психологический;Новинки (2020–2025);7.446;6403229;;0;0;;;;;;;;;;"Одиннадцатый час;Триггер;Старшая сестра;Журналист;Настройщик;Без лица;Незнакомка;Приговор;Черный ящик;Темные времена;Интуиция;Обратная связь;Какая чудная игра;Третий акт;Помутнение;Аллея кошмаров;Исчезнувшая в звездах;Леденец;Имитатор;Добрый сынок"
Психометрия;Триллер;Детектив;Психологический;Современное кино (2000–2020);7.067;734342;Saikometeuri;6.4;0;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Открытые окна;Триллер;Детектив;Технотриллер;Современное кино (2000–2020);5.314;712716;Open Windows;5.1;5.2;;;;;;;;;;"Кто я?;Нерв;Сеть;На другом конце провода;Смерть в сети;Кими;Паутина лжи;Код доступа «София»;11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая"
Ангелы и Демоны;Триллер;Детектив;Психологический;Современное кино (2000–2020);7.454;257401;Angels & Demons;6.7;5.1;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Экзамен;Триллер;Детектив;Психологический;Современное кино (2000–2020);6.984;418762;Exam;6.7;6;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Неизвестный;Триллер;Детектив;Психологический;Современное кино (2000–2020);7.35;463135;Unknown;6.8;5.8;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Турист;Триллер;Детектив;Психологический;Современное кино (2000–2020);7.627;4446084;;0;0;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Тупик;Триллер;Детектив;Психологический;Новинки (2020–2025);6.663;5173;Dead End;6.4;6.4;;;;;;;;;;"Одиннадцатый час;Триггер;Старшая сестра;Журналист;Настройщик;Без лица;Незнакомка;Беги;Приговор;Черный ящик;Темные времена;Интуиция;Обратная связь;Какая чудная игра;Третий акт;Помутнение;Аллея кошмаров;Исчезнувшая в звездах;Леденец;Имитатор"
Из ада;Триллер;Детектив;Психологический;Современное кино (2000–2020);7.495;677;From Hell;6.7;5.7;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Гадюка;Триллер;Криминал;Психологический;Новинки (2020–2025);7.51;44448;;7;0;;;;;;;;;;"Переступить черту;Попутчик;Русская игра;Все ради нее;Авария;Женская собственность;Идеальный пациент;Поклонница;Экспат;Нарушая запреты;Тридцатого уничтожить!;Куратор;Парковка;Омерзительная восьмерка;Я видел Дьявола;Парфюмер: история одного убийцы;Парфюмер: История одного убийцы;Американский психопат;Мыс страха;Воспоминания убийцы"
Я видел Дьявола;Триллер;Криминал;Психологический;Современное кино (2000–2020);7.632;497027;Akmareul boattda;7.8;7.3;;;;;;;;;;"Омерзительная восьмерка;Парфюмер: история одного убийцы;Парфюмер: История одного убийцы;Американский психопат;Воспоминания убийцы;Немыслимое;Паранойя;Бедная LIZ;Комната страха;На грани;Заложник;Обман;Три секунды;Исчезновение Элис Крид;Ночной продавец;Золотая перчатка;Тебя никогда здесь не было;Ганнибал: Восхождение;Двойная игра;Американец"
На грани;Триллер;Криминал;Психологический;Современное кино (2000–2020);7.144;493222;Man on a Ledge;6.6;4.8;;;;;;;;;;"Омерзительная восьмерка;Я видел Дьявола;Парфюмер: история одного убийцы;Парфюмер: История одного убийцы;Американский психопат;Воспоминания убийцы;Немыслимое;Паранойя;Бедная LIZ;Комната страха;Заложник;Обман;Три секунды;Исчезновение Элис Крид;Ночной продавец;Золотая перчатка;Тебя никогда здесь не было;Ганнибал: Восхождение;Двойная игра;Американец"
Конверт;Триллер;Детектив;Психологический;Новинки (2020–2025);5.616;981348;;5.4;0;;;;;;;;;;"Одиннадцатый час;Триггер;Старшая сестра;Журналист;Настройщик;Без лица;Незнакомка;Беги;Приговор;Черный ящик;Темные времена;Интуиция;Обратная связь;Какая чудная игра;Третий акт;Помутнение;Аллея кошмаров;Исчезнувшая в звездах;Леденец;Имитатор"
У твоего порога;Триллер;Детектив;Психологический;Новинки (2020–2025);5.947;106007;Right at Your Door;6;6.3;;;;;;;;;;"Одиннадцатый час;Триггер;Старшая сестра;Журналист;Настройщик;Без лица;Незнакомка;Беги;Приговор;Черный ящик;Темные времена;Интуиция;Обратная связь;Какая чудная игра;Третий акт;Помутнение;Аллея кошмаров;Исчезнувшая в звездах;Леденец;Имитатор"
Дикая река;Триллер;Приключения;Психологический;Классика (до 2000 года);7.294;1214394;Savage River;6.7;0;;;;;;;;;;"Туннель: Опасно для жизни;Молчание ягнят;Психо;Шестое чувство;М убийца;Ребекка;Семь;Головокружение;Игра;Мизери;Газовый свет;Презумпция невиновности;Адвокат дьявола;Беглец;Мертвый сезон;Первобытный страх;Дурная слава;Завещание доктора Мабузе;Жилец;Разговор"
Тревожное воскресенье;Триллер;Детектив;Психологический;Новинки (2020–2025);7.267;42294;;6.3;0;;;;;;;;;;"Одиннадцатый час;Триггер;Старшая сестра;Журналист;Настройщик;Без лица;Незнакомка;Беги;Приговор;Черный ящик;Темные времена;Интуиция;Обратная связь;Какая чудная игра;Третий акт;Помутнение;Аллея кошмаров;Исчезнувшая в звездах;Леденец;Имитатор"
Тело;Триллер;Детектив;Психологический;Современное кино (2000–2020);7.34;609349;El cuerpo;7.6;0;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Идентификация;Триллер;Детектив;Психологический;Современное кино (2000–2020);7.577;708;Identity;7.3;6.4;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Умирающий свет;Триллер;Детектив;Психологический;Современное кино (2000–2020);4.314;828406;Dying of the Light;4.5;4.2;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Исчезнувший;Триллер;Детектив;Психологический;Современное кино (2000–2020);6.242;1436464;My Son;6;5.3;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Не говори ни слова;Триллер;Детектив;Психологический;Современное кино (2000–2020);7.105;655;Don't Say a Word;6.3;4.4;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Нерв;Триллер;Детектив;Технотриллер;Современное кино (2000–2020);6.49;889091;Nerve;6.5;5.8;;;;;;;;;;"Кто я?;Сеть;На другом конце провода;Смерть в сети;Открытые окна;Кими;Паутина лжи;Код доступа «София»;11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая"
Кими;Триллер;Детектив;Технотриллер;Новинки (2020–2025);6.075;4396484;Kimi;6.3;7.5;;;;;;;;;;"Паутина лжи;Код доступа «София»;Кто я?;Нерв;Сеть;На другом конце провода;Смерть в сети;Открытые окна;Одиннадцатый час;Триггер;Старшая сестра;Журналист;Настройщик;Без лица;Незнакомка;Беги;Приговор;Черный ящик;Темные времена;Интуиция"
Во время грозы;Триллер;Фантастика;Научно-фантастический;Современное кино (2000–2020);7.12;1115631;Durante la tormenta;7.4;5.7;;;;;;;;;;"Козерог один;Жена астронавта;Девятая жизнь Луи Дракса;Кто есть кто?;Стекло;Адвокат дьявола;Мудрость крокодилов;Цепная реакция;11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;13 грехов;Престиж;Остров проклятых;Ганнибал;Инсомния;Олдбой;Стена"
Похороненные заживо;Триллер;Детектив;Психологический;Современное кино (2000–2020);7.056;102776;Buried Alive;6.5;0;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Секретные материалы 2: Хочу верить;Триллер;Детектив;Психологический;Современное кино (2000–2020);6.281;391815;The X-Files: I Want to Believe;5.9;4.8;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Абсолютная власть;Триллер;Криминал;Психологический;Классика (до 2000 года);6.401;916491;Imperium;6.5;6.4;;;;;;;;;;"Мыс страха;Без жалости;Омерзительная восьмерка;Переступить черту;Я видел Дьявола;Парфюмер: история одного убийцы;Парфюмер: История одного убийцы;Американский психопат;Попутчик;Гадюка;Воспоминания убийцы;Немыслимое;Русская игра;Все ради нее;Паранойя;Бедная LIZ;Авария;Женская собственность;Комната страха;На грани"
Ребекка;Триллер;Детектив;Психологический;Классика (до 2000 года);7.858;426;Rebecca;8.1;8.9;;;;;;;;;;"Молчание ягнят;Психо;Шестое чувство;М убийца;Семь;Головокружение;Игра;Газовый свет;Презумпция невиновности;Беглец;Мертвый сезон;Первобытный страх;Дурная слава;Завещание доктора Мабузе;Разговор;Синий бархат;Тень сомнения;Фотоувеличение;Игра по чужим правилам;Три дня Кондора"
Унижение;Триллер;Драма;Психологический;Новинки (2020–2025);5.847;493217;The Humbling;5.5;5.4;;;;;;;;;;"Круто сваренные;Мольба;Дыши ради нас;Соленый пес;Один вдох;Глубина;В объятиях лжи;Ты будешь моей;Погружение;Преследование;Самка;Опасная игра Слоун;Паук;Под покровом ночи;В прямом эфире;Необратимость;Смертельное влечение;Рука, качающая колыбель;Том на ферме;В постели с врагом"
Месть;Триллер;Боевик (Экшен);Психологический;Современное кино (2000–2020);7.793;7574368;?ч;0;0;;;;;;;;;;"Похищение;Отель Мумбаи: Противостояние;Королевская битва;Рекрут;Метро;Ночной рейс;С меня хватит!;Гостья;Преследователь;Видимость гнева;Перехват;Клетка;Неистовый;Без тормозов;Дуэль;Спарта;11:14;88 минут;Роковое число 23;15 минут славы"
Мертвый сезон;Триллер;Детектив;Психологический;Классика (до 2000 года);7.956;46770;;7.4;0;;;;;;;;;;"Молчание ягнят;Психо;Шестое чувство;М убийца;Ребекка;Семь;Головокружение;Игра;Газовый свет;Презумпция невиновности;Беглец;Первобытный страх;Дурная слава;Завещание доктора Мабузе;Разговор;Синий бархат;Тень сомнения;Фотоувеличение;Игра по чужим правилам;Три дня Кондора"
Идеальная западня;Триллер;Детектив;Психологический;Новинки (2020–2025);5.973;1047395;Welcome Home;5.2;3.3;;;;;;;;;;"Одиннадцатый час;Триггер;Старшая сестра;Журналист;Настройщик;Без лица;Незнакомка;Беги;Приговор;Черный ящик;Темные времена;Интуиция;Обратная связь;Какая чудная игра;Третий акт;Помутнение;Аллея кошмаров;Исчезнувшая в звездах;Леденец;Имитатор"
Девушка в тумане;Триллер;Детектив;Психологический;Современное кино (2000–2020);7.036;1047956;La ragazza nella nebbia;6.8;5.8;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Олдбой;Триллер;Детектив;Психологический;Современное кино (2000–2020);8.057;75871;Oldeuboi;8.3;7.4;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик;Турист"
Ночной рейс;Триллер;Боевик (Экшен);Психологический;Современное кино (2000–2020);6.951;81557;Red Eye;6.4;6.7;;;;;;;;;;"Похищение;Месть;Отель Мумбаи: Противостояние;Королевская битва;Рекрут;Метро;С меня хватит!;Гостья;Преследователь;Видимость гнева;Перехват;Клетка;Неистовый;Без тормозов;Дуэль;Спарта;11:14;88 минут;Роковое число 23;15 минут славы"
Охотники за разумом;Триллер;Детектив;Психологический;Современное кино (2000–2020);7.542;8091;Mindhunters;6.3;4.4;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик"
Немыслимое;Триллер;Криминал;Психологический;Современное кино (2000–2020);7.298;430519;Unthinkable;7;5;;;;;;;;;;"Омерзительная восьмерка;Я видел Дьявола;Парфюмер: история одного убийцы;Парфюмер: История одного убийцы;Американский психопат;Воспоминания убийцы;Паранойя;Бедная LIZ;Комната страха;На грани;Заложник;Обман;Три секунды;Исчезновение Элис Крид;Ночной продавец;Золотая перчатка;Тебя никогда здесь не было;Ганнибал: Восхождение;Двойная игра;Американец"
Ушедшие;Триллер;Детектив;Психологический;Современное кино (2000–2020);8.078;391762;Okuribito;8;7.1;;;;;;;;;;"11:14;88 минут;Роковое число 23;15 минут славы;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик;Турист"
15 минут славы;Триллер;Детектив;Психологический;Современное кино (2000–2020);6.239;574;15 Minutes;6.1;4.4;;;;;;;;;;"11:14;88 минут;Роковое число 23;Тетрадь смерти;Престиж;Остров проклятых;Инсомния;Олдбой;Ушедшие;Пленницы;Исчезнувшая;Служанка;Невидимый гость;Жизнь Дэвида Гейла;Малхолланд Драйв;Девушка с татуировкой дракона;Пилигрим;Перевал Дятлова;Переводчик;Турист"
