
Дикие сердцем,Драма,Мелодрама,Философское,Классика (до 2000 года),7.1Маленькие женщины,Драма,Семейный,Вдохновляющее,Современное кино (2000–2020),7.9
Дикие сердцем,Драма,Мелодрама,Философское,Классика (до 2000 года),7.1
Не оставляющий следа,Драма,Семейный,Философское,Современное кино (2000–2020),6.695,264021,Untraceable,6.2,4.3
Паутинка бабьего лета,Драма,Мелодрама,Вдохновляющее,Новинки (2020–2025),6.276,634182,,0,0
Дикая жизнь,Драма,Семейный,Грустное/Трагическое,Современное кино (2000–2020),6.778,1005852,Wildlife,6.8,7.7
Испытание,Драма,Криминал,Грустное/Трагическое,Новинки (2020–2025),7.204,1234847,,0,0
Палмер,Драма,Семейный,Вдохновляющее,Новинки (2020–2025),7.233,1202296,Palmer,7.3,6.3
Путь к причалу,Драма,Криминал,Вдохновляющее,Классика (до 2000 года),7.559,43353,,7,0
Огненные колесницы,Драма,Исторический,Вдохновляющее,Классика (до 2000 года),6.797,7584,Chariots of Fire,7.1,7.8
Шофер на один рейс,Драма,Триллер,Грустное/Трагическое,Новинки (2020–2025),7.172,331781,,6.5,0
Эскорт,Драма,Мелодрама,Грустное/Трагическое,Новинки (2020–2025),6.614,4920574,,5.1,0
Остановился поезд,Драма,Криминал,Философское,Классика (до 2000 года),7.649,42814,,7.4,0
Бобби,Драма,Биографический,Грустное/Трагическое,Современное кино (2000–2020),7.09,31918,Bobby,7,5.6
Чужая ненависть,Драма,Криминал,Грустное/Трагическое,Современное кино (2000–2020),7.02,1049279,The Hate U Give,7.5,8.2
Обет молчания,Драма,Исторический,Философское,Современное кино (2000–2020),6.469,1009473,Acts of Vengeance,5.7,6.3
Ранэвэйс,Драма,Приключения,Грустное/Трагическое,Современное кино (2000–2020),7.169,309500,The Runaways,6.5,6.1
Ложное искушение,Драма,Триллер,Философское,Новинки (2020–2025),6.174,6869,The Good Shepherd,6.7,6.2
Солнечный удар,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),5.854,586308,,5.8,0
Пианистка,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),7.216,784,La Pianiste,7.5,7.1
Королева сердец,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),6.29,1166972,Dronningen,7,7.7
Опасный возраст,Драма,Криминал,Грустное/Трагическое,Новинки (2020–2025),7.657,84460,,6.9,0
Белая стрела,Драма,Приключения,Вдохновляющее,Новинки (2020–2025),7.058,396939,,6.3,0
Девственницы-самоубийцы,Драма,Мелодрама,Грустное/Трагическое,Классика (до 2000 года),7.049,7311,The Virgin Suicides,7.2,7.1
Полеты во сне и наяву,Драма,Фантастика,Философское,Классика (до 2000 года),7.851,43114,,7.5,0
Расемон,Драма,Детектив,Философское,Классика (до 2000 года),6.129,257927,,6.9,0
Жестяной барабан,Драма,Военный,Философское,Классика (до 2000 года),7.68,28521,Die Blechtrommel,7.4,7.5
Я убил свою маму,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),7.36,463781,J'ai tué ma mère,7.4,7.1
Персона,Драма,Триллер,Философское,Классика (до 2000 года),7.935,79506,Persona,8,9.1
Компенсация,Драма,Мелодрама,Вдохновляющее,Классика (до 2000 года),6.194,468244,,6.1,0
Эйфория,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),7.492,1178445,Euphoria,8.2,0
У реки два берега,Драма,Мелодрама,Грустное/Трагическое,Новинки (2020–2025),5.912,580532,,0,0
Власть страха,Драма,Исторический,Философское,Новинки (2020–2025),7.385,4266,The Bone Collector,6.7,4.8
Дорога,Драма,Фантастика,Грустное/Трагическое,Современное кино (2000–2020),7.188,395523,The Road,7.2,7
Сочувствие господину Месть,Драма,Криминал,Грустное/Трагическое,Современное кино (2000–2020),7.374,75872,Boksuneun naui geot,7.5,6.2
Мой друг Иван Лапшин,Драма,Криминал,Грустное/Трагическое,Классика (до 2000 года),7.733,46671,,7.5,0
Дети 90-х,Драма,Комедия,Вдохновляющее,Новинки (2020–2025),4.688,933264,,0,0
Рокки 4,Драма,Боевик (Экшен),Вдохновляющее,Классика (до 2000 года),7.065,7271,Rocky IV,6.9,5.1
Мустанг,Драма,Семейный,Грустное/Трагическое,Современное кино (2000–2020),7.157,861468,Mustang,7.6,8.1
Текст,Драма,Триллер,Грустное/Трагическое,Современное кино (2000–2020),6.853,1234848,,6.6,0
Ты не одинок,Драма,Семейный,Вдохновляющее,Новинки (2020–2025),7.753,41876,Koi... Mil Gaya,7.2,5.4
Кровавый алмаз,Драма,Криминал,Грустное/Трагическое,Современное кино (2000–2020),7.791,102376,Blood Diamond,8,6.4
Горечь и сладость,Драма,Семейный,Вдохновляющее,Новинки (2020–2025),7.194,103416,Dalkomhan insaeng,7.5,8.1
С меня хватит,Драма,Семейный,Грустное/Трагическое,Новинки (2020–2025),7.115,1934,Enough,5.8,4.1
Последнее искушение Христа,Драма,Биографический,Философское,Классика (до 2000 года),7.367,4396,The Last Temptation of Christ,7.5,7.6
Последствия,Драма,Мелодрама,Грустное/Трагическое,Новинки (2020–2025),5.887,954066,Aftermath,5.7,5.2
Хозяин тайги,Драма,Криминал,Философское,Классика (до 2000 года),7.362,44795,,6.7,0
Венера в мехах,Драма,Триллер,Философское,Современное кино (2000–2020),7.404,708919,La Vénus à la fourrure,7.1,7.1
В изгнании,Драма,Семейный,Философское,Современное кино (2000–2020),5.144,489562,Outcast,4.6,3.2
Снежный ангел,Драма,Криминал,Грустное/Трагическое,Современное кино (2000–2020),6.984,402628,,6,0
Аталанта,Драма,Мелодрама,Философское,Классика (до 2000 года),7.575,88694,L'Atalante,7.7,9.1
Танцы без правил,Драма,Мелодрама,Вдохновляющее,Современное кино (2000–2020),7.571,20842,Strictly Ballroom,7.2,7.3
Левша,Драма,Биографический,Философское,Классика (до 2000 года),7.484,573990,Southpaw,7.3,6
Игла Remix,Драма,Мелодрама,Грустное/Трагическое,Новинки (2020–2025),5.798,468291,,5.2,0
Хоккеисты,Драма,Биографический,Вдохновляющее,Новинки (2020–2025),6.74,44782,,6.3,0
Звезда сцены,Драма,Исторический,Философское,Современное кино (2000–2020),5.843,24197,Confessions of a Teenage Drama Queen,4.7,3.9
Дочь,Драма,Семейный,Грустное/Трагическое,Новинки (2020–2025),7.596,678999,,7.4,0
Безумцы,Драма,Исторический,Философское,Современное кино (2000–2020),6.443,195870,The Crazies,6.5,6.3
Дурное воспитание,Драма,Триллер,Грустное/Трагическое,Современное кино (2000–2020),7.402,16992,La mala educación,7.4,7.6
У озера,Драма,Семейный,Грустное/Трагическое,Новинки (2020–2025),7.464,42477,,6.9,0
Палата №6,Драма,Исторический,Философское,Современное кино (2000–2020),6.65,447688,,6.3,6
Нетерпимость,Драма,Исторический,Философское,Классика (до 2000 года),7.742,1210,Intolerance: Love's Struggle Throughout the Ages,7.7,8.1
Пьета,Драма,Криминал,Грустное/Трагическое,Современное кино (2000–2020),7.325,694238,Pieta,7.1,6.6
Развод по-американски,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),6.582,102160,The Break-Up,5.8,5
Мой ласковый и нежный зверь,Драма,Мелодрама,Грустное/Трагическое,Классика (до 2000 года),7.821,46673,,7.3,0
Другая,Драма,Мелодрама,Грустное/Трагическое,Новинки (2020–2025),7.536,1172058,,0,0
Дульсинея Тобосская,Драма,Мелодрама,Философское,Новинки (2020–2025),6.722,85093,,6.2,0
Выбор Софи,Драма,Военный,Грустное/Трагическое,Классика (до 2000 года),7.776,1899,Sophie's Choice,7.5,6.9
Я вас любил...,Драма,Военный,Грустное/Трагическое,Современное кино (2000–2020),7.534,42406,,7.3,0
Афтершок,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),5.238,575196,Aftershock,4.8,4.7
Еще до войны,Драма,Исторический,Грустное/Трагическое,Классика (до 2000 года),7.609,460553,,5.8,0
Феникс,Драма,Военный,Грустное/Трагическое,Современное кино (2000–2020),6.295,5059117,,0,0
9 дней и одно утро,Драма,Мелодрама,Грустное/Трагическое,Новинки (2020–2025),5.423,838997,,5.4,0
CODA: Ребенок глухих родителей,Драма,Семейный,Вдохновляющее,Новинки (2020–2025),8.007,1311466,CODA,8,7.8
Клуб «Коттон»,Драма,Криминал,Грустное/Трагическое,Классика (до 2000 года),6.999,3750,The Cotton Club,6.6,6.4
Белое платье,Драма,Военный,Грустное/Трагическое,Новинки (2020–2025),5.96,573206,,0,0
Мертвец,Драма,Криминал,Философское,Классика (до 2000 года),7.86,2272,Dead Man,7.5,7.1
Дьявол всегда здесь,Драма,Триллер,Грустное/Трагическое,Новинки (2020–2025),7.066,1072788,The Devil All the Time,7.1,6.4
Под электрическими облаками,Драма,Фантастика,Философское,Современное кино (2000–2020),6.031,669489,,6.2,0
В краю крови и меда,Драма,Военный,Грустное/Трагическое,Современное кино (2000–2020),5.776,565842,In the Land of Blood and Honey,4.7,5.9
Молчание,Драма,Исторический,Философское,Современное кино (2000–2020),7.166,1334366,,0,0
Коктебель,Драма,Семейный,Философское,Современное кино (2000–2020),7.005,41252,,6.9,0
Развод,Драма,Мелодрама,Грустное/Трагическое,Новинки (2020–2025),7.215,883270,Divorce,6.8,0
Зеркало,Драма,Биографический,Философское,Классика (до 2000 года),8.068,45275,,7.9,9.2
25-й час,Драма,Криминал,Грустное/Трагическое,Современное кино (2000–2020),7.544,320,25th Hour,7.6,7.3
За облаками,Драма,Мелодрама,Философское,Классика (до 2000 года),7.64,247926,Kumo no Mukou, Yakusoku no Basho,6.8,6.4
Свет вокруг,Драма,Семейный,Вдохновляющее,Новинки (2020–2025),7.662,78261,Everything Is Illuminated,7.4,6.4
Порно,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),7.475,121252,Pornô!,5.2,0
Высотка,Драма,Фантастика,Философское,Современное кино (2000–2020),5.66,220559,High-Rise,5.5,6.5
Облако-рай,Драма,Семейный,Грустное/Трагическое,Новинки (2020–2025),8.033,42694,,7.7,0
Студия 54,Драма,Мелодрама,Грустное/Трагическое,Классика (до 2000 года),6.994,6400,54,5.9,4.2
Стальные магнолии,Драма,Мелодрама,Вдохновляющее,Классика (до 2000 года),7.545,2558,Steel Magnolias,7.3,6.5
Зеленая карета,Драма,Мелодрама,Грустное/Трагическое,Классика (до 2000 года),6.588,839018,,6.3,0
Бедная Саша,Драма,Мелодрама,Грустное/Трагическое,Новинки (2020–2025),7.598,41481,,6.7,0
Обратный путь,Драма,Семейный,Вдохновляющее,Современное кино (2000–2020),5.766,567032,,0,0
Крид 2,Драма,Боевик (Экшен),Вдохновляющее,Современное кино (2000–2020),6.704,1043955,Creed II,7.1,6.9
Пассажирка,Драма,Военный,Грустное/Трагическое,Классика (до 2000 года),6.245,419573,,5.4,0
Жду и надеюсь,Драма,Военный,Грустное/Трагическое,Новинки (2020–2025),6.152,400070,,6.8,0
Вера,Драма,Семейный,Грустное/Трагическое,Новинки (2020–2025),8.263,692425,Sineui,7.9,0
Гора самоцветов,Драма,Исторический,Грустное/Трагическое,Новинки (2020–2025),8.504,471783,,7.4,0
Географ глобус пропил,Драма,Комедия,Философское,Современное кино (2000–2020),7.356,653696,,7.3,0
Бег,Драма,Военный,Грустное/Трагическое,Классика (до 2000 года),8.107,46047,,7.8,0
Волчок,Драма,Семейный,Грустное/Трагическое,Современное кино (2000–2020),7,461862,,7,0
Любовь,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),6.379,842227,Love,6.1,5
Харакири,Драма,Исторический,Грустное/Трагическое,Классика (до 2000 года),8.168,103148,Seppuku,8.6,8.6
…А в душе я танцую,Драма,Комедия,Вдохновляющее,Современное кино (2000–2020),8.103,84014,Inside I'm Dancing,7.7,5.8
Кэрол,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),6.852,682084,Carol,7.3,8.6
Снегирь,Драма,Военный,Грустное/Трагическое,Новинки (2020–2025),7.116,4485219,,7.1,0
Ржавчина и кость,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),7.073,623225,De rouille et d'os,7.4,7.5
Шахматист,Драма,Детектив,Вдохновляющее,Классика (до 2000 года),7.692,914862,Fahim,6.9,0
Таинственный Альберт Ноббс,Драма,Исторический,Грустное/Трагическое,Современное кино (2000–2020),6.841,503043,Albert Nobbs,6.7,6
Неподдающиеся,Драма,Криминал,Грустное/Трагическое,Новинки (2020–2025),8.029,46403,,7.3,0
Букшоп,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),7.242,794309,The Bookshop,6.5,5.4
Вне игры,Драма,Мелодрама,Вдохновляющее,Современное кино (2000–2020),8.035,1115041,,7.1,0
Загадочная кожа,Драма,Детектив,Грустное/Трагическое,Современное кино (2000–2020),7.409,61271,Mysterious Skin,7.6,7.4
Укрытие,Драма,Военный,Грустное/Трагическое,Новинки (2020–2025),7.821,4541515,Silo,8.1,0
Синг-Синг,Драма,Биографический,Вдохновляющее,Новинки (2020–2025),6.313,21056,Sing Sing,5.4,0
Женщина французского лейтенанта,Драма,Мелодрама,Философское,Классика (до 2000 года),7.087,1901,The French Lieutenant's Woman,6.9,7.3
Темные воды,Драма,Биографический,Вдохновляющее,Современное кино (2000–2020),7.897,1228069,Dark Waters,7.6,7.3
Зло,Драма,Военный,Грустное/Трагическое,Современное кино (2000–2020),7.652,1200706,Evil,7.7,0
Парень из пузыря,Драма,Биографический,Грустное/Трагическое,Классика (до 2000 года),6.288,2055,Bubble Boy,5.7,4.1
Тишина,Драма,Исторический,Философское,Современное кино (2000–2020),6.201,934809,Hush,6.6,0
Салют-7,Драма,Биографический,Вдохновляющее,Современное кино (2000–2020),7.64,893506,,7.2,6.8
Сын Саула,Драма,Военный,Грустное/Трагическое,Современное кино (2000–2020),6.741,869452,Saul fia,7.4,8.9
Преданный садовник,Драма,Триллер,Грустное/Трагическое,Современное кино (2000–2020),7.073,77527,The Constant Gardener,7.3,7.6
В ожидании чуда,Драма,Семейный,Вдохновляющее,Современное кино (2000–2020),6.63,275100,,5.8,0
Матч-реванш,Драма,Приключения,Вдохновляющее,Новинки (2020–2025),7.887,46568,,7.2,0
Эксперимент 2: Волна,Драма,Триллер,Грустное/Трагическое,Современное кино (2000–2020),7.619,387388,Die Welle,7.6,5.8
Тэсс,Драма,Мелодрама,Грустное/Трагическое,Классика (до 2000 года),7.254,11639,Tess,7.3,7.3
Любовь как искупление,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),6.738,1334877,Redeeming Love,6.8,4
Чернобыль,Драма,Исторический,Грустное/Трагическое,Современное кино (2000–2020),8.758,1227803,Chernobyl,9.3,0
Космополис,Драма,Фантастика,Философское,Современное кино (2000–2020),4.786,470154,Cosmopolis,5.1,6.1
Кто боится Вирджинии Вульф?,Драма,Мелодрама,Грустное/Трагическое,Классика (до 2000 года),7.805,490,Who's Afraid of Virginia Woolf?,8,8.5
Небо над Берлином,Драма,Фэнтези,Философское,Классика (до 2000 года),7.949,8403,Der Himmel über Berlin,7.9,8.7
Воровка книг,Драма,Военный,Грустное/Трагическое,Современное кино (2000–2020),7.808,757898,The Book Thief,7.5,5.8
Царство красоты,Драма,Криминал,Грустное/Трагическое,Новинки (2020–2025),5.259,710572,Le règne de la beauté,5.5,0
Отверженные,Драма,Исторический,Грустное/Трагическое,Современное кино (2000–2020),7.906,566055,Les Misérables,7.5,6.9
Безбилетная пассажирка,Драма,Мелодрама,Грустное/Трагическое,Новинки (2020–2025),6.714,46122,,6.2,0
Председатель,Драма,Исторический,Вдохновляющее,Классика (до 2000 года),8.551,43231,,7.9,0
Рассекая волны,Драма,Мелодрама,Грустное/Трагическое,Классика (до 2000 года),7.887,5264,Breaking the Waves,7.8,8.1
Закон рынка,Драма,Семейный,Грустное/Трагическое,Современное кино (2000–2020),5.985,893867,La loi du marché,6.8,0
Дикарь,Драма,Боевик (Экшен),Вдохновляющее,Новинки (2020–2025),6.369,1018345,Gauguin - Voyage de Tahiti,6,4.9
Такси-блюз,Драма,Криминал,Грустное/Трагическое,Классика (до 2000 года),7.774,42193,,7.3,6
Не чужие,Драма,Семейный,Грустное/Трагическое,Новинки (2020–2025),6.256,933787,,5.5,0
Молода и прекрасна,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),6.676,743392,Jeune & jolie,6.7,6.7
5 сантиметров в секунду,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),7.848,280961,Byousoku 5 Centimeter,7.4,0
Как складывать флаг,Драма,Военный,Грустное/Трагическое,Современное кино (2000–2020),0,565217,How to Fold a Flag,7.5,0
Дикие сердцем,Драма,Мелодрама,Философское,Классика (до 2000 года),7.1
Дикие сердцем,Драма,Мелодрама,Философское,Классика (до 2000 года),7.1
Джульетта,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),6.949,882569,Julieta,7.1,7.5
Сан-Франциско,Драма,Мелодрама,Грустное/Трагическое,Классика (до 2000 года),7.054,15697,San Francisco,7.1,7.2
Злой,Драма,Военный,Грустное/Трагическое,Современное кино (2000–2020),4.589,597093,The Wicked,3.8,0
Сколько ты стоишь?,Драма,Мелодрама,Грустное/Трагическое,Новинки (2020–2025),6.269,84057,Combien tu m'aimes?,5.6,6.1
Лазурный берег,Драма,Мелодрама,Грустное/Трагическое,Новинки (2020–2025),5.826,841272,By the Sea,5.3,0
Мой любимый клоун,Драма,Семейный,Грустное/Трагическое,Новинки (2020–2025),7.565,46675,,6.8,0
Потомки,Драма,Семейный,Грустное/Трагическое,Современное кино (2000–2020),6.874,395369,The Descendants,7.3,8.2
Подари мне лунный свет,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),6.91,40919,,5.4,0
Жизнь других,Драма,Триллер,Философское,Современное кино (2000–2020),8.131,126196,Das Leben der Anderen,8.4,8.3
Догвилль,Драма,Триллер,Философское,Современное кино (2000–2020),8.02,7226,Dogville,8,7
Бильярдист,Драма,Криминал,Грустное/Трагическое,Классика (до 2000 года),7.819,459,The Hustler,7.9,8.6
Берега,Драма,Военный,Грустное/Трагическое,Новинки (2020–2025),6.368,817907,,0,0
Прерванный полет,Драма,Приключения,Грустное/Трагическое,Новинки (2020–2025),0,177844,Przerwany lot,6.5,0
В центре внимания,Драма,Детектив,Вдохновляющее,Современное кино (2000–2020),7.68,834394,Spotlight,8.1,8.8
Гол 3,Драма,Мелодрама,Вдохновляющее,Современное кино (2000–2020),3.45,251614,Goal III: Taking on the World,3.2,0
Околофутбола,Драма,Криминал,Грустное/Трагическое,Современное кино (2000–2020),6.72,705162,,6.4,0
Гол!,Драма,Мелодрама,Вдохновляющее,Современное кино (2000–2020),7.743,50225,Goal!,6.7,5.2
Капернаум,Драма,Семейный,Грустное/Трагическое,Современное кино (2000–2020),8.156,1118042,Capharnaüm,8.4,7.8
Три цвета: Синий,Драма,Мелодрама,Грустное/Трагическое,Классика (до 2000 года),7.692,18348,Trois couleurs: Bleu,7.8,8.6
Враги,Драма,Исторический,Грустное/Трагическое,Современное кино (2000–2020),6.296,423020,,5.8,0
Кен Парк,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),5.651,9485,Ken Park,5.8,4.8
Жить своей жизнью,Драма,Мелодрама,Философское,Классика (до 2000 года),7.583,38298,Vivre sa vie: Film en douze tableaux,7.8,8.2
Тени незабытых предков,Драма,Мелодрама,Грустное/Трагическое,Классика (до 2000 года),6.492,679549,,6,0
Легенда о Нараяме,Драма,Исторический,Философское,Классика (до 2000 года),7.764,7705,Narayama bushiko,7.8,8.5
Колесо чудес,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),6.777,988160,Wonder Wheel,6.2,5
Достучаться до небес,Драма,Криминал,Вдохновляющее,Классика (до 2000 года),8.647,32898,Knockin' on Heaven's Door,7.8,0
Урок литературы,Драма,Семейный,Философское,Современное кино (2000–2020),7.704,42531,,7.4,0
Быть Флинном,Драма,Биографический,Грустное/Трагическое,Современное кино (2000–2020),6.213,220086,Being Flynn,6.4,5.8
Завтрак на Плутоне,Драма,Мелодрама,Вдохновляющее,Современное кино (2000–2020),7.601,81532,Breakfast on Pluto,7.2,6.1
3096 дней,Драма,Биографический,Грустное/Трагическое,Современное кино (2000–2020),6.775,539984,3096 Tage,6.5,0
Стыд,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),6.584,569153,Shame,7.2,7.5
Другая жизнь женщины,Драма,Мелодрама,Грустное/Трагическое,Новинки (2020–2025),6.916,577268,La vie d'une autre,6.3,0
Меланхолия,Драма,Фантастика,Философское,Современное кино (2000–2020),7.032,484488,Melancholia,7.1,7.5
На следующий день,Драма,Военный,Грустное/Трагическое,Новинки (2020–2025),6.856,257368,The Day After,7,7.7
Кабаре,Драма,Мелодрама,Грустное/Трагическое,Классика (до 2000 года),7.965,7745,Cabaret,7.8,8.4
Второй шанс,Драма,Триллер,Философское,Современное кино (2000–2020),7.731,84034,Gridiron Gang,7.1,5.7
Цветы лиловые полей,Драма,Комедия,Вдохновляющее,Классика (до 2000 года),7.876,3749,The Color Purple,7.7,7.6
Когда мы были счастливы,Драма,Семейный,Грустное/Трагическое,Новинки (2020–2025),6.71,453288,,6.7,0
Племя,Драма,Криминал,Грустное/Трагическое,Современное кино (2000–2020),6.4,582807,,7,7.7
Подмена,Драма,Детектив,Грустное/Трагическое,Современное кино (2000–2020),7.929,279880,Changeling,7.7,6.3
Гнев,Драма,Триллер,Грустное/Трагическое,Новинки (2020–2025),7.916,6889,Man on Fire,7.7,5.3
Развод Надера и Симин,Драма,Семейный,Философское,Современное кино (2000–2020),7.684,579739,Jodaeiye Nader az Simin,8.3,8.9
Тени забытых предков,Драма,Мелодрама,Грустное/Трагическое,Классика (до 2000 года),7.999,42256,,7.8,8.1
Доказательство,Драма,Мелодрама,Философское,Современное кино (2000–2020),7.004,47055,Proof,6.7,6.4
Непрощенная,Драма,Криминал,Философское,Классика (до 2000 года),6.753,12848,The Unforgiven,6.5,6.8
Девять дней одного года,Драма,Мелодрама,Философское,Классика (до 2000 года),8.058,46802,,7.5,0
Табу,Драма,Мелодрама,Философское,Современное кино (2000–2020),7.829,932068,Taboo,8.3,0
Таксист,Драма,Криминал,Философское,Классика (до 2000 года),8.239,1008113,Taeksi unjeonsa,7.9,7.4
Лулу и Бриггс,Драма,Семейный,Грустное/Трагическое,Новинки (2020–2025),7.43,1355139,Dog,6.5,6.2
Боулинг для Колумбины,Драма,Криминал,Грустное/Трагическое,Современное кино (2000–2020),7.686,620,Bowling for Columbine,8,8.2
Забриски Пойнт,Драма,Мелодрама,Философское,Классика (до 2000 года),7.575,8682,Zabriskie Point,6.9,6.5
Куриоса,Драма,Мелодрама,Грустное/Трагическое,Современное кино (2000–2020),5.926,1098909,Curiosa,5.4,0
Сумрачный самурай,Драма,Исторический,Грустное/Трагическое,Современное кино (2000–2020),8.09,63735,Tasogare Seibei,8.1,8.1
Мандарины,Драма,Военный,Вдохновляющее,Современное кино (2000–2020),8.064,772017,Mandariinid,8.1,7.4
Зимний сон,Драма,Семейный,Философское,Современное кино (2000–2020),5.171,574622,,0,0
Как я провел этим летом,Драма,Триллер,Философское,Современное кино (2000–2020),6.899,419453,,6.9,6.5
Дикое сердце,Драма,Криминал,Философское,Классика (до 2000 года),7.582,4254,Untamed Heart,6.8,5.9
Белая лента,Драма,Исторический,Философское,Современное кино (2000–2020),7.335,400873,Das weiße Band - Eine deutsche Kindergeschichte,7.8,7.7
Лунный свет,Драма,Мелодрама,Философское,Современное кино (2000–2020),6.175,939981,Moonlight,7.4,9
В эфире,Драма,Комедия,Философское,Классика (до 2000 года),6.266,4477075,On the Line,5.4,4.1
Американская дочь,Драма,Семейный,Философское,Классика (до 2000 года),6.996,40995,,6.3,0
Смерть в Венеции,Драма,Мелодрама,Философское,Классика (до 2000 года),7.776,32970,Morte a Venezia,7.3,7.1
Слушая тишину,Драма,Семейный,Вдохновляющее,Новинки (2020–2025),7.78,280546,,6.9,0
