0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20_похожих
Альфа Дог;Криминал;Биографический;Гангстерский;Современное кино (2000–2020);7.548;84451;Alpha Dog;6.9;5.7;;;;;;;;;;"Ирландец;Враг государства №1;Легенда;Черная месса;Банда Келли;Белый парень Рик;Добейся успеха;Эскобар;Кокаиновый барон;Враг государства №1: Легенда;Бонни и Клайд;Багси;Дикая парочка;Волк с Уолл-стрит;Оружейный барон;Игра на понижение;Волк;Бронсон;В погоне за Бонни и Клайдом;Охотник с Уолл-стрит"
Уловка .44;Криминал;Детектив;Гангстерский;Современное кино (2000–2020);4.672;416566;Catch .44;4.6;3;;;;;;;;;;"Счастливое число Слевина;Ядовитая роза;Подозрительные лица;Каждому свое;Шафт;Без резких движений;Признание убийцы;Дух времени;Криминальный талант;Ветреная река;Линкольн для адвоката;Вердикт за деньги;Одинокие сердца;Стальная бабочка;Прогулка среди могил;Империя волков;3000 миль до Грейслэнда;Поезд на Юму;Формула 51;Во все тяжкое"
Свора;Криминал;Боевик (Экшен);Гангстерский;Новинки (2020–2025);5.89;104986;The Breed;5.1;3.5;;;;;;;;;;"Стрингер;Убийца;Старик;Гнев человеческий;Рэкетир;Оправданная жестокость;Наркокурьер;Кровь за кровь;Полный беспредел;Бандиты;Француз;Русское;Чистильщик;Апачи;Возврата нет;Решала. Нулевые;Игры киллеров;Кодекс киллера;Яйцо Фаберже;Время псов"
Потерянный рай;Криминал;Детектив;Полицейский;Классика (до 2000 года);6.674;717311;Escobar: Paradise Lost;6.5;5.6;;;;;;;;;;"Место встречи изменить нельзя;Переговорщик;По закону;Из жизни начальника уголовного розыска;По данным уголовного розыска...;Вымогательство;Летучий отряд Скотланд-Ярда;Будни уголовного розыска;Признание убийцы;Криминальный талант;Ветреная река;Линкольн для адвоката;История одного преступления;Соучастник;Государственный преступник;Неподсуден;Презумпция виновности;Порок на экспорт;Красная площадь;Парк культуры и отдыха"
Риф Ларго;Криминал;Триллер;Гангстерский;Классика (до 2000 года);7.377;8289;Key Largo;7.7;8.1;;;;;;;;;;"Бешеные псы;Самурай;Красный круг;Настоящая Маккой;Поцелуй смерти;Бешеные;Убрать Картера;13;Старикам тут не место;Слоеный торт;Хорошее время;Дикари;Вдовы;Спящий лев;Всадник по имени Смерть;Похищение Фредди Хайнекена;Виолет и Дейзи;Чужие здесь не ходят;Только Бог простит;Советник"
Криминальный Город: Разборки В Пусане;Криминал;Боевик (Экшен);Полицейский;Новинки (2020–2025);7.585;4961757;Beomjoe dosi 3;6.6;7.1;;;;;;;;;;"Карнавал;Не будите спящую собаку;Молодые копы;Мажор в Сочи;Город на границе;Честный вор;Злодей;Антиганг;Криминальный город 2;Последний заказ;21 мост;Схватка;Полицейская история;Элитный отряд;Французский связной;Грязный Гарри;Полицейский из Беверли-Хиллз;Полицейская история 2;Криминальный город;Новая полицейская история"
Общак;Криминал;Драма;Гангстерский;Современное кино (2000–2020);6.703;506490;The Drop;7;7.1;;;;;;;;;;"Во все тяжкое;Пацаны;Гоморра;Город бога;Любой ценой;Брат якудзы;Самый пьяный округ в мире;Дилер;Король вне закона;Кочегар;Киллер Джо;Закон ночи;Корсиканец;Груз;Лихорадка;Легкие деньги;Афера Оливера Твиста;Русский бизнес;На районе;Крестный отец"
Полицейская история 2;Криминал;Боевик (Экшен);Полицейский;Классика (до 2000 года);7.789;22777;Ging chaat goo si juk jaap;7.1;6.6;;;;;;;;;;"Схватка;Полицейская история;Французский связной;Грязный Гарри;Полицейский из Беверли-Хиллз;Жить и умереть в Лос-Анджелесе;Полицейская история 3: Суперполицейский;За пределами закона;Бриллиантовый полицейский;48 часов;Полицейский из Беверли-Хиллз 2;Особо тяжкие преступления;Коррупционер;Полицейский из Беверли-Хиллз 3;21 мост;Элитный отряд;Карнавал;Не будите спящую собаку;Молодые копы;Криминальный город"
Бумер;Криминал;Боевик (Экшен);Гангстерский;Современное кино (2000–2020);7.089;57166;;7.1;0;;;;;;;;;;"3000 миль до Грейслэнда;Поезд на Юму;Формула 51;Гангстер;Брат 2;Город грехов;Люцифер;Хулиганы;Дон. Главарь мафии;Неуловимые;Академия смерти;Драйв;Уик-энд;Бум;Виктория;Дэнни Цепной пес;Французский транзит;Закатать в асфальт;Земля картелей;22 пули: Бессмертный"
Последнее дело вареного;Криминал;Детектив;Полицейский;Новинки (2020–2025);6.398;400114;;6.3;0;;;;;;;;;;"История одного преступления;Соучастник;Государственный преступник;Неподсуден;Презумпция виновности;Порок на экспорт;Красная площадь;Парк культуры и отдыха;В тихом омуте;Добрый медбрат;Сувенир для прокурора;Черный снег;Газетчик;Молот;Признание убийцы;Место встречи изменить нельзя;Криминальный талант;Ветреная река;Линкольн для адвоката;Переговорщик"
Дочь якудзы;Криминал;Боевик (Экшен);Гангстерский;Современное кино (2000–2020);5.229;309406;;4.9;0;;;;;;;;;;"3000 миль до Грейслэнда;Поезд на Юму;Формула 51;Гангстер;Брат 2;Город грехов;Люцифер;Хулиганы;Дон. Главарь мафии;Неуловимые;Академия смерти;Драйв;Уик-энд;Бум;Виктория;Дэнни Цепной пес;Бумер;Французский транзит;Закатать в асфальт;Земля картелей"
По волчьим законам;Криминал;Комедия;Финансовые махинации;Современное кино (2000–2020);8.35;928372;Animal Kingdom;8.2;0;;;;;;;;;;"Одиннадцать друзей Оушена;Шулера;Тринадцать друзей Оушена;Двенадцать друзей Оушена;Афера по-американски;Афера под прикрытием;Фокус;Кидалы;8 подруг Оушена;Как украсть небоскреб;Отчаянные аферистки;Афера;Мошенники;Деловые люди;Мошенничество;Великолепная афера;Плутовство;Большая афера;Медвежатник;Аферистка"
Гангстеры в океане;Криминал;Боевик (Экшен);Гангстерский;Классика (до 2000 года);5.609;44463;;4.4;0;;;;;;;;;;"Лицо со шрамом;На несколько долларов больше;Брат;Святые из Бундока;Дикая банда;Пес-призрак: Путь самурая;Кровавый четверг;Расплата;Борсалино;Доберман;Король Нью-Йорка;Плачущий убийца;Час расплаты;Исполнитель приговора;3000 миль до Грейслэнда;Поезд на Юму;Формула 51;Гангстер;Брат 2;Город грехов"
Парк культуры и отдыха;Криминал;Детектив;Полицейский;Новинки (2020–2025);6.728;395781;Adventureland;6.8;7.4;;;;;;;;;;"История одного преступления;Соучастник;Государственный преступник;Неподсуден;Презумпция виновности;Порок на экспорт;Красная площадь;В тихом омуте;Добрый медбрат;Последнее дело вареного;Сувенир для прокурора;Черный снег;Газетчик;Молот;Признание убийцы;Место встречи изменить нельзя;Криминальный талант;Ветреная река;Линкольн для адвоката;Переговорщик"
Тройная граница;Криминал;Боевик (Экшен);Гангстерский;Современное кино (2000–2020);6.5;;;;;;;;;;;;;;"3000 миль до Грейслэнда;Поезд на Юму;Формула 51;Гангстер;Брат 2;Город грехов;Люцифер;Хулиганы;Дон. Главарь мафии;Неуловимые;Академия смерти;Драйв;Уик-энд;Бум;Виктория;Дэнни Цепной пес;Бумер;Французский транзит;Закатать в асфальт;Земля картелей"
Тройная граница;Криминал;Боевик (Экшен);Гангстерский;Современное кино (2000–2020);6.5;;;;;;;;;;;;;;"3000 миль до Грейслэнда;Поезд на Юму;Формула 51;Гангстер;Брат 2;Город грехов;Люцифер;Хулиганы;Дон. Главарь мафии;Неуловимые;Академия смерти;Драйв;Уик-энд;Бум;Виктория;Дэнни Цепной пес;Бумер;Французский транзит;Закатать в асфальт;Земля картелей"
Рок-н-рольщик;Криминал;Комедия;Гангстерский;Современное кино (2000–2020);7.838;378140;RocknRolla;7.2;6;;;;;;;;;;"Большой куш;Джентльмены;Профессор в законе;Мальчики-налетчики;Игры джентльменов;Налетчики;Ограбление по-джентльменски;Очень плохие девчонки;Криминальное чтиво;Фарго;Криминальный квартет;Честь семьи Прицци;Решала 2;Пушки, телки и азарт;Два ствола;По волчьим законам;Одиннадцать друзей Оушена;Шулера;Тринадцать друзей Оушена;Двенадцать друзей Оушена"
Чувствуя Миннесоту;Криминал;Драма;Гангстерский;Классика (до 2000 года);6.241;1095;Feeling Minnesota;5.4;3.6;;;;;;;;;;"Крестный отец;Крестный отец 2;Однажды в Америке;Казино;Бронкская история;Путь Карлито;Ангелы с грязными лицами;Несколько хороших парней;Крестный отец 3;Перекресток Миллера;Сицилийский клан;Джеки Браун;Славные парни;Злые улицы;Козырные тузы;Бандит;Шрам;Во имя справедливости;Билли Батгейт;Капоне. Лицо со шрамом"
Кодекс вора;Криминал;Драма;Гангстерский;Новинки (2020–2025);6.333;395713;The Code;6;3.9;;;;;;;;;;"Клан;Хорошие дети не плачут;Весьегонская волчица;Крестная мать;Заводила;Власть убийц;Воры;Дикость;По наклонной;Бык;Воры в законе;Порох;Иуда;Договор молчания;Сделка с дьяволом;Братья по крови;Принц;Во все тяжкое;Крестный отец;Крестный отец 2"
Служители закона;Криминал;Триллер;Полицейский;Современное кино (2000–2020);7.193;3901;U.S. Marshals;6.6;4.9;;;;;;;;;;"Отступники;Тренировочный день;Гордость и слава;Закон доблести;Убийца внутри меня;Подсадной;Решение о ликвидации;Двадцать одно;13;Старикам тут не место;Месть и закон;Законопослушный гражданин;Неограненные алмазы;Слоеный торт;Хорошее время;Револьвер;Сириана;Дикари;Вдовы;Финансовый монстр"
Виолет и Дейзи;Криминал;Триллер;Гангстерский;Современное кино (2000–2020);6.088;507984;Violet & Daisy;6;4.8;;;;;;;;;;"13;Старикам тут не место;Слоеный торт;Хорошее время;Дикари;Вдовы;Всадник по имени Смерть;Похищение Фредди Хайнекена;Чужие здесь не ходят;Только Бог простит;Советник;Бешеные псы;Самурай;Красный круг;Риф Ларго;Спящий лев;Настоящая Маккой;Поцелуй смерти;Бешеные;Убрать Картера"
Поцелуй смерти;Криминал;Триллер;Гангстерский;Классика (до 2000 года);6.113;9531;Kiss of Death;6;6.7;;;;;;;;;;"Бешеные псы;Самурай;Красный круг;Риф Ларго;Настоящая Маккой;Бешеные;Убрать Картера;13;Старикам тут не место;Слоеный торт;Хорошее время;Дикари;Вдовы;Спящий лев;Всадник по имени Смерть;Похищение Фредди Хайнекена;Виолет и Дейзи;Чужие здесь не ходят;Только Бог простит;Советник"
Клан;Криминал;Драма;Гангстерский;Новинки (2020–2025);7.66;2000742;Kin;8;0;;;;;;;;;;"Хорошие дети не плачут;Весьегонская волчица;Крестная мать;Заводила;Власть убийц;Воры;Дикость;По наклонной;Бык;Воры в законе;Порох;Иуда;Договор молчания;Кодекс вора;Сделка с дьяволом;Братья по крови;Принц;Во все тяжкое;Крестный отец;Крестный отец 2"
Легенда;Криминал;Биографический;Гангстерский;Современное кино (2000–2020);7.26;839954;Legend;6.9;5.9;;;;;;;;;;"Ирландец;Враг государства №1;Альфа Дог;Черная месса;Банда Келли;Белый парень Рик;Добейся успеха;Эскобар;Кокаиновый барон;Враг государства №1: Легенда;Бонни и Клайд;Багси;Дикая парочка;Волк с Уолл-стрит;Оружейный барон;Игра на понижение;Волк;Бронсон;В погоне за Бонни и Клайдом;Охотник с Уолл-стрит"
Красавчик Джонни;Криминал;Драма;Тюремные драмы;Классика (до 2000 года);6.771;2291;Johnny Handsome;6.1;6.3;;;;;;;;;;"Побег из Шоушенка;Хладнокровный Люк;Вор;Двое в городе;Беспредел;Крутой парень;Огни притона;Камера 211;Палач;Испытательный срок;Сломанные побеги;Тюряга;Сицилианская защита;Пророк;Одним меньше;Кровь не вода;Черный пес;Конвоиры;Петух;Максимальный срок"
За пределами закона;Криминал;Боевик (Экшен);Полицейский;Классика (до 2000 года);7.625;14835;Beyond the Law;6.4;0;;;;;;;;;;"Схватка;Полицейская история;Французский связной;Грязный Гарри;Полицейский из Беверли-Хиллз;Полицейская история 2;Жить и умереть в Лос-Анджелесе;Полицейская история 3: Суперполицейский;Бриллиантовый полицейский;48 часов;Полицейский из Беверли-Хиллз 2;Особо тяжкие преступления;Коррупционер;Полицейский из Беверли-Хиллз 3;21 мост;Элитный отряд;Карнавал;Не будите спящую собаку;Молодые копы;Криминальный город"
Антибумер;Криминал;Боевик (Экшен);Гангстерский;Современное кино (2000–2020);4.056;430442;;0;0;;;;;;;;;;"3000 миль до Грейслэнда;Поезд на Юму;Формула 51;Гангстер;Брат 2;Город грехов;Люцифер;Хулиганы;Дон. Главарь мафии;Неуловимые;Академия смерти;Драйв;Уик-энд;Бум;Виктория;Дэнни Цепной пес;Бумер;Французский транзит;Закатать в асфальт;Земля картелей"
Только Бог простит;Криминал;Триллер;Гангстерский;Современное кино (2000–2020);5.966;504288;Only God Forgives;5.7;5.3;;;;;;;;;;"13;Старикам тут не место;Слоеный торт;Хорошее время;Дикари;Вдовы;Всадник по имени Смерть;Похищение Фредди Хайнекена;Виолет и Дейзи;Чужие здесь не ходят;Советник;Бешеные псы;Самурай;Красный круг;Риф Ларго;Спящий лев;Настоящая Маккой;Поцелуй смерти;Бешеные;Убрать Картера"
Власть убийц;Криминал;Драма;Гангстерский;Новинки (2020–2025);7.044;471921;Jian yu;6.8;5.8;;;;;;;;;;"Клан;Хорошие дети не плачут;Весьегонская волчица;Крестная мать;Заводила;Воры;Дикость;По наклонной;Бык;Воры в законе;Порох;Иуда;Договор молчания;Кодекс вора;Сделка с дьяволом;Братья по крови;Принц;Во все тяжкое;Крестный отец;Крестный отец 2"
Прогулка среди могил;Криминал;Детектив;Полицейский;Современное кино (2000–2020);6.588;596274;A Walk Among the Tombstones;6.5;6.2;;;;;;;;;;"Признание убийцы;Криминальный талант;Ветреная река;Линкольн для адвоката;Одинокие сердца;Стальная бабочка;Империя волков;Место встречи изменить нельзя;Переговорщик;По закону;История одного преступления;Соучастник;Государственный преступник;Неподсуден;Презумпция виновности;Порок на экспорт;Красная площадь;Парк культуры и отдыха;В тихом омуте;Из жизни начальника уголовного розыска"
Шафт;Криминал;Детектив;Гангстерский;Классика (до 2000 года);6.571;908691;Shaft;6.4;4.8;;;;;;;;;;"Подозрительные лица;Каждому свое;Счастливое число Слевина;Без резких движений;Ядовитая роза;Уловка .44;Место встречи изменить нельзя;Переговорщик;По закону;Афера Томаса Крауна;Укол зонтиком;Ограбление по-французски;Из жизни начальника уголовного розыска;Потерянный рай;По данным уголовного розыска...;Вымогательство;Летучий отряд Скотланд-Ярда;Будни уголовного розыска;Настоящее преступление;Крестный отец"
Бойлерная;Криминал;Драма;Финансовые махинации;Новинки (2020–2025);7.053;617;Boiler Room;7;6.4;;;;;;;;;;"Афера века;Менялы;Дефолт;Катала;Орлеан;Бизнесмен;Уолл-стрит;Олигарх;Майкл Клейтон;Самый жестокий год;Уолл Стрит: Деньги не спят;Азартные игры;Лорд Вор;Рысь;Клан;Хорошие дети не плачут;Палач;Весьегонская волчица;Испытательный срок;Крестная мать"
Хулиганы;Криминал;Боевик (Экшен);Гангстерский;Современное кино (2000–2020);8.017;77444;Green Street;7.4;5.5;;;;;;;;;;"3000 миль до Грейслэнда;Поезд на Юму;Формула 51;Гангстер;Брат 2;Город грехов;Люцифер;Дон. Главарь мафии;Неуловимые;Академия смерти;Драйв;Уик-энд;Бум;Виктория;Дэнни Цепной пес;Бумер;Французский транзит;Закатать в асфальт;Земля картелей;22 пули: Бессмертный"
Огни притона;Криминал;Драма;Тюремные драмы;Классика (до 2000 года);6.692;436352;;5.9;0;;;;;;;;;;"Побег из Шоушенка;Хладнокровный Люк;Вор;Двое в городе;Беспредел;Красавчик Джонни;Крутой парень;Камера 211;Палач;Испытательный срок;Сломанные побеги;Тюряга;Сицилианская защита;Пророк;Одним меньше;Кровь не вода;Черный пес;Конвоиры;Петух;Максимальный срок"
Ангелы с грязными лицами;Криминал;Драма;Гангстерский;Классика (до 2000 года);7.724;12938;Angels with Dirty Faces;7.9;8.3;;;;;;;;;;"Крестный отец;Крестный отец 2;Однажды в Америке;Казино;Бронкская история;Путь Карлито;Несколько хороших парней;Крестный отец 3;Перекресток Миллера;Сицилийский клан;Джеки Браун;Славные парни;Злые улицы;Козырные тузы;Бандит;Шрам;Во имя справедливости;Билли Батгейт;Чувствуя Миннесоту;Капоне. Лицо со шрамом"
Честный вор;Криминал;Боевик (Экшен);Полицейский;Новинки (2020–2025);6.593;609931;Honest Thief;6;5;;;;;;;;;;"Карнавал;Не будите спящую собаку;Молодые копы;Мажор в Сочи;Город на границе;Злодей;Антиганг;Криминальный Город: Разборки В Пусане;Криминальный город 2;Последний заказ;21 мост;Схватка;Полицейская история;Элитный отряд;Французский связной;Грязный Гарри;Полицейский из Беверли-Хиллз;Полицейская история 2;Криминальный город;Новая полицейская история"
Переговорщик;Криминал;Детектив;Полицейский;Классика (до 2000 года);7.813;4540;The Negotiator;7.3;6.7;;;;;;;;;;"Место встречи изменить нельзя;По закону;Из жизни начальника уголовного розыска;Потерянный рай;По данным уголовного розыска...;Вымогательство;Летучий отряд Скотланд-Ярда;Будни уголовного розыска;Признание убийцы;Криминальный талант;Ветреная река;Линкольн для адвоката;История одного преступления;Соучастник;Государственный преступник;Неподсуден;Презумпция виновности;Порок на экспорт;Красная площадь;Парк культуры и отдыха"
Ядовитая роза;Криминал;Детектив;Гангстерский;Современное кино (2000–2020);5.912;992558;The Poison Rose;4.8;0;;;;;;;;;;"Счастливое число Слевина;Уловка .44;Подозрительные лица;Каждому свое;Шафт;Без резких движений;Признание убийцы;Дух времени;Криминальный талант;Ветреная река;Линкольн для адвоката;Вердикт за деньги;Одинокие сердца;Стальная бабочка;Прогулка среди могил;Империя волков;3000 миль до Грейслэнда;Поезд на Юму;Формула 51;Во все тяжкое"
Гениальное ограбление;Криминал;Комедия;Финансовые махинации;Классика (до 2000 года);6.473;1236795;Way Down;6.4;5.9;;;;;;;;;;"Афера;Мошенничество;Великолепная афера;Плутовство;Большая афера;Медвежатник;Шальные деньги;Благородный грабитель;По волчьим законам;Мошенники;Деловые люди;Одиннадцать друзей Оушена;Шулера;Тринадцать друзей Оушена;Двенадцать друзей Оушена;Афера по-американски;Афера под прикрытием;Фокус;Кидалы;Аферистка"
Честь семьи Прицци;Криминал;Комедия;Гангстерский;Классика (до 2000 года);6.946;4207;Prizzi's Honor;6.7;7.2;;;;;;;;;;"Криминальное чтиво;Фарго;Пушки, телки и азарт;Два ствола;Большой куш;Джентльмены;Рок-н-рольщик;Криминальный квартет;Профессор в законе;Мальчики-налетчики;Игры джентльменов;Решала 2;Налетчики;Ограбление по-джентльменски;Очень плохие девчонки;Афера;Мошенничество;Великолепная афера;Плутовство;Большая афера"
Время псов;Криминал;Боевик (Экшен);Гангстерский;Новинки (2020–2025);5.54;736234;The Hunter's Prayer;5.6;4.9;;;;;;;;;;"Стрингер;Убийца;Старик;Гнев человеческий;Рэкетир;Оправданная жестокость;Наркокурьер;Кровь за кровь;Полный беспредел;Бандиты;Француз;Русское;Чистильщик;Апачи;Возврата нет;Решала. Нулевые;Игры киллеров;Кодекс киллера;Яйцо Фаберже;Выстрел в спину"
На районе;Криминал;Драма;Гангстерский;Современное кино (2000–2020);4.716;998805;;2.8;0;;;;;;;;;;"Во все тяжкое;Пацаны;Гоморра;Город бога;Любой ценой;Брат якудзы;Самый пьяный округ в мире;Дилер;Общак;Король вне закона;Кочегар;Киллер Джо;Закон ночи;Корсиканец;Груз;Лихорадка;Легкие деньги;Афера Оливера Твиста;Русский бизнес;Крестный отец"
Святые из Бундока;Криминал;Боевик (Экшен);Гангстерский;Классика (до 2000 года);7.943;4917;The Boondock Saints;7.6;4.6;;;;;;;;;;"Лицо со шрамом;На несколько долларов больше;Брат;Дикая банда;Пес-призрак: Путь самурая;Кровавый четверг;Расплата;Борсалино;Доберман;Король Нью-Йорка;Плачущий убийца;Час расплаты;Исполнитель приговора;Гангстеры в океане;3000 миль до Грейслэнда;Поезд на Юму;Формула 51;Гангстер;Брат 2;Город грехов"
Исполнитель приговора;Криминал;Боевик (Экшен);Гангстерский;Классика (до 2000 года);5.684;102828;;5.8;0;;;;;;;;;;"Лицо со шрамом;На несколько долларов больше;Брат;Святые из Бундока;Дикая банда;Пес-призрак: Путь самурая;Кровавый четверг;Расплата;Борсалино;Доберман;Король Нью-Йорка;Плачущий убийца;Час расплаты;Гангстеры в океане;3000 миль до Грейслэнда;Поезд на Юму;Формула 51;Гангстер;Брат 2;Город грехов"
Сделка с дьяволом;Криминал;Драма;Гангстерский;Новинки (2020–2025);6.775;161007;The Covenant;5.2;2.9;;;;;;;;;;"Клан;Хорошие дети не плачут;Весьегонская волчица;Крестная мать;Заводила;Власть убийц;Воры;Дикость;По наклонной;Бык;Воры в законе;Порох;Иуда;Договор молчания;Кодекс вора;Братья по крови;Принц;Во все тяжкое;Крестный отец;Крестный отец 2"
Закон ночи;Криминал;Драма;Гангстерский;Современное кино (2000–2020);6.544;677768;Live by Night;6.4;5.2;;;;;;;;;;"Во все тяжкое;Пацаны;Гоморра;Город бога;Любой ценой;Брат якудзы;Самый пьяный округ в мире;Дилер;Общак;Король вне закона;Кочегар;Киллер Джо;Корсиканец;Груз;Лихорадка;Легкие деньги;Афера Оливера Твиста;Русский бизнес;На районе;Крестный отец"
Старик;Криминал;Боевик (Экшен);Гангстерский;Новинки (2020–2025);7.865;711443;Шал;7.2;0;;;;;;;;;;"Стрингер;Убийца;Гнев человеческий;Рэкетир;Оправданная жестокость;Наркокурьер;Кровь за кровь;Полный беспредел;Бандиты;Француз;Русское;Чистильщик;Апачи;Возврата нет;Решала. Нулевые;Игры киллеров;Кодекс киллера;Яйцо Фаберже;Время псов;Выстрел в спину"
Большой куш;Криминал;Комедия;Гангстерский;Современное кино (2000–2020);8.555;526;Snatch;8.2;6.4;;;;;;;;;;"Джентльмены;Рок-н-рольщик;Профессор в законе;Мальчики-налетчики;Игры джентльменов;Налетчики;Ограбление по-джентльменски;Очень плохие девчонки;Криминальное чтиво;Фарго;Криминальный квартет;Честь семьи Прицци;Решала 2;Пушки, телки и азарт;Два ствола;По волчьим законам;Одиннадцать друзей Оушена;Шулера;Тринадцать друзей Оушена;Двенадцать друзей Оушена"
Мафия: Игра на выживание;Криминал;Триллер;Гангстерский;Новинки (2020–2025);5.231;839253;;4.2;0;;;;;;;;;;"Спящий лев;Наемный убийца;13;Бешеные псы;Старикам тут не место;Самурай;Красный круг;Риф Ларго;Слоеный торт;Хорошее время;Дикари;Вдовы;Всадник по имени Смерть;Похищение Фредди Хайнекена;Настоящая Маккой;Поцелуй смерти;Виолет и Дейзи;Бешеные;Чужие здесь не ходят;Только Бог простит"
Одиннадцать друзей Оушена;Криминал;Комедия;Финансовые махинации;Современное кино (2000–2020);8.081;770;Ocean's Eleven;7.7;7;;;;;;;;;;"По волчьим законам;Шулера;Тринадцать друзей Оушена;Двенадцать друзей Оушена;Афера по-американски;Афера под прикрытием;Фокус;Кидалы;8 подруг Оушена;Как украсть небоскреб;Отчаянные аферистки;Афера;Мошенники;Деловые люди;Мошенничество;Великолепная афера;Плутовство;Большая афера;Медвежатник;Аферистка"
3000 миль до Грейслэнда;Криминал;Боевик (Экшен);Гангстерский;Современное кино (2000–2020);6.873;9385;3000 Miles to Graceland;6;3.5;;;;;;;;;;"Поезд на Юму;Формула 51;Гангстер;Брат 2;Город грехов;Люцифер;Хулиганы;Дон. Главарь мафии;Неуловимые;Академия смерти;Драйв;Уик-энд;Бум;Виктория;Дэнни Цепной пес;Бумер;Французский транзит;Закатать в асфальт;Земля картелей;22 пули: Бессмертный"
Рэкетир 2;Криминал;Боевик (Экшен);Гангстерский;Современное кино (2000–2020);6.886;883918;;5.8;0;;;;;;;;;;"3000 миль до Грейслэнда;Поезд на Юму;Формула 51;Гангстер;Брат 2;Город грехов;Люцифер;Хулиганы;Дон. Главарь мафии;Неуловимые;Академия смерти;Драйв;Уик-энд;Бум;Виктория;Дэнни Цепной пес;Бумер;Французский транзит;Закатать в асфальт;Земля картелей"
Криминальный квартет;Криминал;Комедия;Гангстерский;Новинки (2020–2025);7.405;44983;;6.6;0;;;;;;;;;;"Решала 2;Криминальное чтиво;Фарго;Большой куш;Джентльмены;Рок-н-рольщик;Честь семьи Прицци;Профессор в законе;Мальчики-налетчики;Игры джентльменов;Пушки, телки и азарт;Налетчики;Ограбление по-джентльменски;Очень плохие девчонки;Два ствола;Мошенники;Деловые люди;Полицейские;Аферистка;Армия воров"
Контрабанда;Криминал;Боевик (Экшен);Финансовые махинации;Современное кино (2000–2020);6.911;477852;Contraband;6.4;5.4;;;;;;;;;;"Охотники за головами;Ограбление по-итальянски;Техники;Кража;Скорость: Автобус 657;Нападение на Уолл-стрит;Ограбление казино;Ограбление в ураган;Сумка инкассатора;Холодный расчет;Рейдер;3000 миль до Грейслэнда;Поезд на Юму;Формула 51;21 мост;Побег из тюрьмы: Финальный побег;Гангстер;Брат 2;Город грехов;Люцифер"
Полиция Майами: Отдел нравов;Криминал;Боевик (Экшен);Полицейский;Современное кино (2000–2020);6.267;88010;Miami Vice;6.1;5.7;;;;;;;;;;"21 мост;Элитный отряд;Криминальный город;Новая полицейская история;Фара;Три девятки;Охота на воров;Осведомитель;Короли улиц;Макаров;Бруклинские полицейские;Группа 7;Подстава;Преступник;Городская полиция;Антикиллер;Антикиллер Д.К.: Любовь без памяти;Бессонная ночь;Антикиллер 2: Антитеррор;Схватка"
Черный пес;Криминал;Драма;Тюремные драмы;Современное кино (2000–2020);6.934;1985;Black Dog;5.5;3.8;;;;;;;;;;"Камера 211;Пророк;Петух;Максимальный срок;Побег из Шоушенка;Хладнокровный Люк;Вор;Двое в городе;Палач;Беспредел;Испытательный срок;Сломанные побеги;Тюряга;Сицилианская защита;Одним меньше;Красавчик Джонни;Крутой парень;Кровь не вода;Огни притона;Конвоиры"
Гоморра;Криминал;Драма;Гангстерский;Современное кино (2000–2020);7.965;820540;Gomorra: La serie;8.6;0;;;;;;;;;;"Во все тяжкое;Пацаны;Город бога;Любой ценой;Брат якудзы;Самый пьяный округ в мире;Дилер;Общак;Король вне закона;Кочегар;Киллер Джо;Закон ночи;Корсиканец;Груз;Лихорадка;Легкие деньги;Афера Оливера Твиста;Русский бизнес;На районе;Крестный отец"
Смертный приговор;Криминал;Боевик (Экшен);Гангстерский;Современное кино (2000–2020);6.952;256164;Death Sentence;6.7;4.2;;;;;;;;;;"3000 миль до Грейслэнда;Поезд на Юму;Формула 51;Гангстер;Брат 2;Город грехов;Люцифер;Хулиганы;Дон. Главарь мафии;Неуловимые;Академия смерти;Драйв;Уик-энд;Бум;Виктория;Дэнни Цепной пес;Бумер;Французский транзит;Закатать в асфальт;Земля картелей"
Фара;Криминал;Боевик (Экшен);Полицейский;Современное кино (2000–2020);7.688;41166;;6.8;0;;;;;;;;;;"21 мост;Элитный отряд;Криминальный город;Новая полицейская история;Три девятки;Охота на воров;Осведомитель;Короли улиц;Макаров;Бруклинские полицейские;Группа 7;Подстава;Преступник;Полиция Майами: Отдел нравов;Городская полиция;Антикиллер;Антикиллер Д.К.: Любовь без памяти;Бессонная ночь;Антикиллер 2: Антитеррор;Схватка"
Месть и закон;Криминал;Триллер;Тюремные драмы;Современное кино (2000–2020);7.844;40451;Sholay;8.1;0;;;;;;;;;;"Законопослушный гражданин;Жажда мести;Возмещение ущерба;Двадцать одно;13;Отступники;Старикам тут не место;Тренировочный день;Неограненные алмазы;Слоеный торт;Хорошее время;Служители закона;Револьвер;Сириана;Дикари;Гордость и слава;Вдовы;Финансовый монстр;Закон доблести;Всадник по имени Смерть"
Место встречи изменить нельзя;Криминал;Детектив;Полицейский;Классика (до 2000 года);8.926;77202;;8.7;0;;;;;;;;;;"Переговорщик;По закону;Из жизни начальника уголовного розыска;Потерянный рай;По данным уголовного розыска...;Вымогательство;Летучий отряд Скотланд-Ярда;Будни уголовного розыска;Признание убийцы;Криминальный талант;Ветреная река;Линкольн для адвоката;История одного преступления;Соучастник;Государственный преступник;Неподсуден;Презумпция виновности;Порок на экспорт;Красная площадь;Парк культуры и отдыха"
