0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20_похожих
Дело Ричарда Джуэлла;Биографический;Драма;Исторические личности;Современное кино (2000–2020);7.6;826373;Richard Jewell;7.5;6.9;;;;;;;;;;"Подтверждение;Король говорит!;Фрост против Никсона;Непокоренный;Маршалл;Чудо на Гудзоне;Королева;Женщина в золотом;Герцогиня;Харви Милк;Мандерлей;Честная игра;Молоко;Железная леди;Тиски;Пятая власть;Манолете;Джеки;Принцесса Монако;Доктор Лиза"
Контроль;Биографический;Драма;Творческие гении;Современное кино (2000–2020);7.783;220395;Control;7.6;7.5;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето;Стать Джоном Ленноном"
Ламборгини: Человек-легенда;Биографический;Драма;Ученые и изобретатели;Новинки (2020–2025);6.69;969760;Lamborghini: The Man Behind the Legend;5.5;3.7;;;;;;;;;;"Оппенгеймер;Опочтарение;Аполлон 13;Игры разума;Тэмпл Грандин;Скрытые фигуры;Октябрьское небо;Ветер крепчает;Социальная сеть;Вселенная Стивена Хокинга;Мы не можем жить без космоса;Хокинг;Гений;Авиатор;Вы не знаете Джека;Пираты Силиконовой Долины;Целитель Адамс;Основатель;Игры разумов;Уравнение со всеми известными"
Ренуар. Последняя любовь;Биографический;Драма;Творческие гении;Современное кино (2000–2020);6.534;678531;Renoir;6.5;6.6;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
Citizenfour. Правда Сноудена;Биографический;Триллер;Ученые и изобретатели;Современное кино (2000–2020);7.25;843103;Citizenfour;8;8.3;;;;;;;;;;"Сноуден;Признания опасного человека;Игры разума;Тэмпл Грандин;Игра в имитацию;Скрытые фигуры;Ветер крепчает;Социальная сеть;Вселенная Стивена Хокинга;Мы не можем жить без космоса;Хокинг;Гений;Авиатор;Вы не знаете Джека;Основатель;Игры разумов;Время первых;Уравнение со всеми известными;Джой;Война токов"
Проклятый Юнайтед;Биографический;Драма;Спортивные легенды;Современное кино (2000–2020);7.585;412255;The Damned United;7.5;7.4;;;;;;;;;;"42;Сенна;Ford против Ferrari;FORD против FERRARI;Вспоминая титанов;Невидимая сторона;Пеле: Рождение легенды;Боец;Легенда №17;Стальная хватка;Тоня против всех;Радио;Сильнее;Неуязвимый;Мэри Ком;Движение вверх;Борг/Макинрой;Али;Лев Яшин. Вратарь моей мечты;Охота на лис"
Серфер души;Биографический;Семейный;Спортивные легенды;Современное кино (2000–2020);7.704;496745;Soul Surfer;7;5.4;;;;;;;;;;"Класс 92;Король Ричард;Мой мир SHINee;BTS: Love Yourself Tour in Seoul;BTS: Bring The Soul. The movie;One Direction: Где мы сейчас;One Direction: Это мы;Джастин Бибер: Никогда не говори никогда;Джастин Бибер: Believe;42;Сенна;Ford против Ferrari;FORD против FERRARI;Гонка;Вспоминая титанов;Невидимая сторона;Пеле: Рождение легенды;Боец;Легенда №17;Проклятый Юнайтед"
Курманжан Датка;Биографический;Исторический;Исторические личности;Современное кино (2000–2020);8.002;733246;Kurmanjan datka;6.5;0;;;;;;;;;;"Последний король Шотландии;Мухаммад: Посланник Бога;Молодая Виктория;Романовы: Венценосная семья;Петр I: Последний царь и первый император;Жена смотрителя зоопарка;Монгол;Сельма;Интервью с Путиным;Иоанна — женщина на папском престоле;Линкольн;Че: Часть первая. Аргентинец;Долгая дорога к свободе;Ватель;Виктория и Абдул;Черный принц;Жанна;Мария-Антуанетта;Дж. Эдгар;Убийство Линкольна"
7 дней и ночей с Мэрилин;Биографический;Мелодрама;Творческие гении;Современное кино (2000–2020);6.919;523002;My Week with Marilyn;6.9;7.1;;;;;;;;;;"Величайший шоумен;Джейн Остин;Генсбур. Любовь хулигана;Мисс Поттер;Любовь и страсть. Далида;Тейлор Свифт: The Eras Tour;Пока я жив;Богиня: как я полюбила;Алла Пугачева. Тот самый концерт;Диана: История любви;Мой мир SHINee;BTS: Love Yourself Tour in Seoul;Пианист;Rammstein: Paris!;BTS: Bring The Soul. The movie;Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка"
Мария — королева Шотландии;Биографический;Исторический;Исторические личности;Современное кино (2000–2020);5.212;557256;Mary Queen of Scots;5.4;0;;;;;;;;;;"Последний король Шотландии;Мухаммад: Посланник Бога;Молодая Виктория;Романовы: Венценосная семья;Курманжан Датка;Петр I: Последний царь и первый император;Жена смотрителя зоопарка;Монгол;Сельма;Интервью с Путиным;Иоанна — женщина на папском престоле;Линкольн;Че: Часть первая. Аргентинец;Долгая дорога к свободе;Ватель;Виктория и Абдул;Черный принц;Жанна;Мария-Антуанетта;Дж. Эдгар"
Двойник дьявола;Биографический;Криминал;Исторические личности;Современное кино (2000–2020);7.099;433267;The Devil's Double;7;5.7;;;;;;;;;;"Все деньги мира;Навальный;Мотылек;Капоне;Монстр;Убить гонца;2Pac: Легенда;Кодекс Готти;Подтверждение;Король говорит!;Че Гевара: Дневники мотоциклиста;Последний король Шотландии;Фрост против Никсона;Дело Ричарда Джуэлла;Мухаммад: Посланник Бога;Непокоренный;Маршалл;Чудо на Гудзоне;Молодая Виктория;Королева"
Дом Хемингуэй;Биографический;Драма;Творческие гении;Новинки (2020–2025);6.158;682085;Dom Hemingway;6.1;5.9;;;;;;;;;;"Suga: Road to D-Day;Боб Марли;Элвис;Эмили;Кошачьи миры Луиса Уэйна;Господин оформитель;Кино про Алексеева;Его звали Роберт;Чайковский;Платон;Цой;Евгений Леонов. А слезы капали;Волшебство Queen в Будапеште;Амадей;Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Моя левая нога;Скафандр и бабочка"
Эдди «Орел»;Биографический;Комедия;Спортивные легенды;Современное кино (2000–2020);7.67;394619;Eddie the Eagle;7.3;6.6;;;;;;;;;;"Битва полов;Джули и Джулия: Готовим счастье по рецепту;Элвис и Никсон;Ласковый май;Элвис и Никсон;Один шанс из тысячи;Гайд-парк на Гудзоне;Класс 92;42;Сенна;Ford против Ferrari;FORD против FERRARI;Гонка;Вспоминая титанов;Невидимая сторона;Пеле: Рождение легенды;Боец;Легенда №17;Проклятый Юнайтед;Стальная хватка"
Движение вверх;Биографический;Драма;Спортивные легенды;Современное кино (2000–2020);7.566;840817;;6.6;0;;;;;;;;;;"42;Сенна;Ford против Ferrari;FORD против FERRARI;Вспоминая титанов;Невидимая сторона;Пеле: Рождение легенды;Боец;Легенда №17;Проклятый Юнайтед;Стальная хватка;Тоня против всех;Радио;Сильнее;Неуязвимый;Мэри Ком;Борг/Макинрой;Али;Лев Яшин. Вратарь моей мечты;Охота на лис"
Джастин Бибер: Никогда не говори никогда;Биографический;Семейный;Творческие гении;Современное кино (2000–2020);1.65;558506;Justin Bieber: Never Say Never;1.7;5.8;;;;;;;;;;"Мой мир SHINee;BTS: Love Yourself Tour in Seoul;BTS: Bring The Soul. The movie;One Direction: Где мы сейчас;One Direction: Это мы;Джастин Бибер: Believe;BTS: Yet to Come in Cinemas;Облака;Класс 92;Серфер души;Пианист;Rammstein: Paris!;Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона"
Борг/Макинрой;Биографический;Драма;Спортивные легенды;Современное кино (2000–2020);7.278;978613;Borg McEnroe;6.9;6.5;;;;;;;;;;"42;Сенна;Ford против Ferrari;FORD против FERRARI;Вспоминая титанов;Невидимая сторона;Пеле: Рождение легенды;Боец;Легенда №17;Проклятый Юнайтед;Стальная хватка;Тоня против всех;Радио;Сильнее;Неуязвимый;Мэри Ком;Движение вверх;Али;Лев Яшин. Вратарь моей мечты;Охота на лис"
Воздух;Биографический;Драма;Спортивные легенды;Новинки (2020–2025);6.849;1311129;;5.3;0;;;;;;;;;;"Последний танец;Паралимпиец;Одна сотая секунды;Гран Туризмо;Сила воли;Стрельцов;Капитан;Чемпион мира;Вратарь;Чемпионы: Быстрее. Выше. Сильнее;Лунный гонщик;Миф;Кровью и потом: Анаболики;Победитель;Роналду против Месси;42;Сенна;Ford против Ferrari;FORD против FERRARI;Бешеный бык"
Шагал — Малевич;Биографический;Драма;Творческие гении;Современное кино (2000–2020);6.093;713378;;6;0;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
Паралимпиец;Биографический;Драма;Спортивные легенды;Новинки (2020–2025);7.64;4921148;Паралимпиадашы;7.5;0;;;;;;;;;;"Последний танец;Одна сотая секунды;Гран Туризмо;Сила воли;Стрельцов;Капитан;Чемпион мира;Вратарь;Чемпионы: Быстрее. Выше. Сильнее;Лунный гонщик;Миф;Кровью и потом: Анаболики;Победитель;Воздух;Роналду против Месси;42;Сенна;Ford против Ferrari;FORD против FERRARI;Бешеный бык"
Мухаммад: Посланник Бога;Биографический;Исторический;Исторические личности;Современное кино (2000–2020);7.866;847438;Mohammad Rasoolollah;7.2;0;;;;;;;;;;"Последний король Шотландии;Молодая Виктория;Романовы: Венценосная семья;Курманжан Датка;Петр I: Последний царь и первый император;Жена смотрителя зоопарка;Монгол;Сельма;Интервью с Путиным;Иоанна — женщина на папском престоле;Линкольн;Че: Часть первая. Аргентинец;Долгая дорога к свободе;Ватель;Виктория и Абдул;Черный принц;Жанна;Мария-Антуанетта;Дж. Эдгар;Убийство Линкольна"
Эмили;Биографический;Драма;Творческие гении;Новинки (2020–2025);7.324;1393432;Emily;6.8;7.4;;;;;;;;;;"Suga: Road to D-Day;Боб Марли;Элвис;Кошачьи миры Луиса Уэйна;Господин оформитель;Кино про Алексеева;Его звали Роберт;Чайковский;Дом Хемингуэй;Платон;Цой;Евгений Леонов. А слезы капали;Волшебство Queen в Будапеште;Амадей;Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Моя левая нога;Скафандр и бабочка"
Ураган;Биографический;Драма;Спортивные легенды;Классика (до 2000 года);7.996;4914;The Hurricane;7.6;6.9;;;;;;;;;;"Бешеный бык;Дневник баскетболиста;Иван Сила;42;Последний танец;Сенна;Ford против Ferrari;FORD против FERRARI;Вспоминая титанов;Невидимая сторона;Пеле: Рождение легенды;Боец;Легенда №17;Паралимпиец;Одна сотая секунды;Проклятый Юнайтед;Стальная хватка;Тоня против всех;Гран Туризмо;Радио"
Suga: Road to D-Day;Биографический;Драма;Творческие гении;Новинки (2020–2025);9.013;5276464;;8.4;0;;;;;;;;;;"Боб Марли;Элвис;Эмили;Кошачьи миры Луиса Уэйна;Господин оформитель;Кино про Алексеева;Его звали Роберт;Чайковский;Дом Хемингуэй;Платон;Цой;Евгений Леонов. А слезы капали;Волшебство Queen в Будапеште;Амадей;Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Моя левая нога;Скафандр и бабочка"
Чемпион мира;Биографический;Драма;Спортивные легенды;Новинки (2020–2025);7.787;1249233;;6.3;0;;;;;;;;;;"Последний танец;Паралимпиец;Одна сотая секунды;Гран Туризмо;Сила воли;Стрельцов;Капитан;Вратарь;Чемпионы: Быстрее. Выше. Сильнее;Лунный гонщик;Миф;Кровью и потом: Анаболики;Победитель;Воздух;Роналду против Месси;42;Сенна;Ford против Ferrari;FORD против FERRARI;Бешеный бык"
За пропастью во ржи;Биографический;Драма;Творческие гении;Современное кино (2000–2020);7.169;930962;Rebel in the Rye;6.7;5.1;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
В погоне за счастьем;Биографический;Драма;Другое;Современное кино (2000–2020);8.264;104938;The Pursuit of Happyness;8;6.4;;;;;;;;;;"Глава 27;Молитвы за Бобби;Далласский клуб покупателей;Эрин Брокович;Филомена;Цветок пустыни;Красивый мальчик;Стеклянный замок;Лавлэйс;Звук свободы;Глаза Тэмми Фэй;42;Сенна;Игры разума;Ford против Ferrari;Подтверждение;FORD против FERRARI;Тэмпл Грандин;Король говорит!;Богемская рапсодия"
Стеклянный замок;Биографический;Драма;Другое;Современное кино (2000–2020);7.228;679256;The Glass Castle;7.1;6;;;;;;;;;;"Глава 27;В погоне за счастьем;Молитвы за Бобби;Далласский клуб покупателей;Эрин Брокович;Филомена;Цветок пустыни;Красивый мальчик;Лавлэйс;Звук свободы;Глаза Тэмми Фэй;42;Сенна;Игры разума;Ford против Ferrari;Подтверждение;FORD против FERRARI;Тэмпл Грандин;Король говорит!;Богемская рапсодия"
Коко до Шанель;Биографический;Драма;Творческие гении;Современное кино (2000–2020);7.406;325701;Coco avant Chanel;6.6;6;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
Айрис;Биографический;Драма;Творческие гении;Современное кино (2000–2020);6.966;714;Iris;7;7.1;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
Облака;Биографический;Семейный;Творческие гении;Новинки (2020–2025);6.844;1312668;Clouds;7.5;6.8;;;;;;;;;;"BTS: Yet to Come in Cinemas;Мой мир SHINee;BTS: Love Yourself Tour in Seoul;BTS: Bring The Soul. The movie;One Direction: Где мы сейчас;One Direction: Это мы;Джастин Бибер: Никогда не говори никогда;Джастин Бибер: Believe;Король Ричард;Suga: Road to D-Day;Тейлор Свифт: The Eras Tour;Эзоп;Боб Марли;Пока я жив;Богиня: как я полюбила;Элвис;Эмили;Кошачьи миры Луиса Уэйна;Господин оформитель;Кино про Алексеева"
Джеймс Браун. Путь наверх;Биографический;Драма;Творческие гении;Современное кино (2000–2020);7.037;714074;Get on Up;6.9;6.9;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
Девушка из Дании;Биографический;Драма;Творческие гении;Современное кино (2000–2020);6.96;431148;The Danish Girl;7.1;6.6;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
Рокетмен;Биографический;Драма;Творческие гении;Современное кино (2000–2020);7.134;627299;Rocketman;7.3;7.7;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
Молитвы за Бобби;Биографический;Драма;Другое;Современное кино (2000–2020);7.958;415155;Prayers for Bobby;8;0;;;;;;;;;;"Глава 27;В погоне за счастьем;Далласский клуб покупателей;Эрин Брокович;Филомена;Цветок пустыни;Красивый мальчик;Стеклянный замок;Лавлэйс;Звук свободы;Глаза Тэмми Фэй;42;Сенна;Игры разума;Ford против Ferrari;Подтверждение;FORD против FERRARI;Тэмпл Грандин;Король говорит!;Богемская рапсодия"
Эйфель;Биографический;Мелодрама;Ученые и изобретатели;Новинки (2020–2025);7.173;1294875;Eiffel;6.2;0;;;;;;;;;;"Тейлор Свифт: The Eras Tour;Пока я жив;Богиня: как я полюбила;Оппенгеймер;Опочтарение;Калашников;Кто убил BlackBerry?;Главный конструктор;Ламборгини: Человек-легенда;Первые;Королёв;Величайший шоумен;Джейн Остин;Генсбур. Любовь хулигана;Мисс Поттер;Любовь и страсть. Далида;7 дней и ночей с Мэрилин;Диана: История любви;Алла Пугачева. Тот самый концерт;Аполлон 13"
