Достать ножи,Детектив,Комедия,Классический,Современное кино (2000–2020),7.9
Смерть под парусом,Детектив,Криминал,Классический,Классика (до 2000 года),7.179,412134,,6.3,0
Дело Румянцева,Детектив,Криминал,Криминальный,Классика (до 2000 года),8.009,44126,,7.3,0
Чисто английское убийство,Детектив,Криминал,Классический,Классика (до 2000 года),7.647,45512,,6.9,0
Турецкий гамбит,Детектив,Исторический,Исторический,Современное кино (2000–2020),8.081,542445,,0,0
Улики,Детектив,Криминал,Криминальный,Современное кино (2000–2020),5.912,582595,Evidence,5.3,3.1
Седьмая пуля,Детектив,Криминал,Криминальный,Классика (до 2000 года),6.584,43643,,6.4,0
Без изъяна,Детектив,Триллер,Психологический,Новинки (2020–2025),7.337,252502,Flawless,6.7,5.7
Море любви,Детектив,Триллер,Криминальный,Классика (до 2000 года),7.356,4875,Sea of Love,6.8,6.8
Статский советник,Детектив,Исторический,Исторический,Современное кино (2000–2020),7.408,94111,,7,0
Сыщик,Детектив,Триллер,Психологический,Классика (до 2000 года),7.122,260983,Sleuth,6.3,5.2
Молчание доктора Ивенса,Детектив,Триллер,Психологический,Классика (до 2000 года),6.848,95439,,6.2,0
Азазель,Детектив,Исторический,Исторический,Современное кино (2000–2020),7.246,79568,,6.3,0
Герда,Детектив,Драма,Криминальный,Новинки (2020–2025),5.758,1311544,,5.5,0
Врожденный порок,Детектив,Комедия,Криминальный,Современное кино (2000–2020),6.674,575301,Inherent Vice,6.6,7.2
Скрюченный домишко,Детектив,Криминал,Классический,Современное кино (2000–2020),6.8,591790,Crooked House,6.3,5.1
Цветы от Лизы,Детектив,Триллер,Криминальный,Современное кино (2000–2020),6.293,532995,,0,0
Человек тьмы,Детектив,Криминал,Криминальный,Классика (до 2000 года),6.886,2912,Darkman,6.4,6.9
Секреты Лос-Анджелеса,Детектив,Криминал,Криминальный,Классика (до 2000 года),7.925,363,L.A. Confidential,8.2,9
Море волнуется раз,Детектив,Драма,Классический,Классика (до 2000 года),5.811,4298812,,0,0
Нужные люди,Детектив,Криминал,Криминальный,Новинки (2020–2025),5.91,4867,People I Know,5.4,5.5
Южные ночи,Детектив,Триллер,Криминальный,Новинки (2020–2025),7.024,673821,,5.7,0
Мальтийский сокол,Детектив,Криминал,Классический,Классика (до 2000 года),7.659,366,The Maltese Falcon,7.9,9.2
Шерлок Холмс и доктор Ватсон: Знакомство,Детектив,Криминал,Классический,Классика (до 2000 года),8.616,77269,,8.5,0
Место встречи,Детектив,Криминал,Криминальный,Классика (до 2000 года),7.422,1059224,The Place,7,0
Имя розы,Детектив,Исторический,Исторический,Классика (до 2000 года),7.601,6500,Der Name der Rose,7.7,6.3
Китайский квартал,Детектив,Драма,Классический,Классика (до 2000 года),7.706,365,Chinatown,8.1,9.5
Шерлок Холмс,Детектив,Боевик (Экшен),Классический,Современное кино (2000–2020),8.061,420923,Sherlock Holmes,7.6,6.3
Молодой детектив Ди: Восстание морского дракона,Детектив,Боевик (Экшен),Исторический,Современное кино (2000–2020),6.51,771356,Di Renjie: shen du long wang,6.4,0
Экстрасенс,Детектив,Фантастика,Психологический,Современное кино (2000–2020),6.751,542668,The Awakening,6.5,5.8
На ощупь,Детектив,Триллер,Психологический,Новинки (2020–2025),5.726,4975736,,6.4,0
Следствием установлено,Детектив,Криминал,Классический,Классика (до 2000 года),6.588,43842,,5.8,0
К расследованию приступить. Фильм 2: Клевета,Детектив,Криминал,Криминальный,Классика (до 2000 года),6.827,422925,,0,0
Пароль знали двое,Детектив,Военный,Исторический,Классика (до 2000 года),6.053,162828,,5.4,0
Шерлок Холмс и доктор Ватсон: Охота на тигра,Детектив,Комедия,Классический,Классика (до 2000 года),8.444,368937,,8.3,0
Кирпич,Детектив,Криминал,Классический,Современное кино (2000–2020),6.923,77609,Brick,7.1,7
Госфорд парк,Детектив,Драма,Классический,Современное кино (2000–2020),6.818,683,Gosford Park,7.2,7.6
Улика,Детектив,Криминал,Классический,Классика (до 2000 года),7.73,14940,Clue,7.3,6.4
Убийство в Восточном экспрессе,Детектив,Криминал,Классический,Современное кино (2000–2020),6.895,817969,Murder on the Orient Express,6.5,6.1
Шерлок Холмс и доктор Ватсон: Король шантажа,Детектив,Криминал,Классический,Классика (до 2000 года),8.4,368936,,8.3,0
Убийство на Ждановской,Детектив,Криминал,Криминальный,Новинки (2020–2025),6.98,40826,,6.6,0
Шерлок Холмс и доктор Ватсон: Сокровища Агры,Детектив,Приключения,Классический,Классика (до 2000 года),8.416,77264,,8.2,0
Десять негритят,Детектив,Триллер,Классический,Классика (до 2000 года),8.141,44156,,7.7,0
Деревенский детектив,Детектив,Комедия,Классический,Классика (до 2000 года),8.134,44148,,7.1,0
Тайна в его глазах,Детектив,Драма,Криминальный,Современное кино (2000–2020),7.35,428003,El secreto de sus ojos,8.2,7.7
Уотергейт. Крушение Белого дома,Детектив,Исторический,Исторический,Классика (до 2000 года),6.365,944251,Mark Felt: The Man Who Brought Down the White House,6.4,5.3
Приключения Шерлока Холмса и доктора Ватсона: Охота на тигра,Детектив,Приключения,Классический,Классика (до 2000 года),8.444,368937,,8.3,0
Шерлок Холмс и доктор Ватсон: Двадцатый век начинается,Детектив,Исторический,Классический,Классика (до 2000 года),8.286,77267,,7.9,0
Выстрел в тумане,Детектив,Криминал,Классический,Классика (до 2000 года),5.887,45982,,6.5,0
Настоятель,Детектив,Драма,Исторический,Новинки (2020–2025),6.356,566830,,5,0
Убийство у моря,Детектив,Криминал,Криминальный,Новинки (2020–2025),6.454,688569,Tyskungen,6,0
Шерлок Холмс: Игра теней,Детектив,Боевик (Экшен),Классический,Современное кино (2000–2020),7.854,474953,Sherlock Holmes: A Game of Shadows,7.4,6
Кромовъ,Детектив,Исторический,Исторический,Новинки (2020–2025),6.217,417599,,0,0
Хинтерленд: город грехов,Детектив,Исторический,Исторический,Новинки (2020–2025),6.32,1447398,Hinterland,6.2,7.5
Каменская: Игра на чужом поле,Детектив,Криминал,Криминальный,Современное кино (2000–2020),7.821,94331,,6.2,0
Один из нас,Детектив,Триллер,Криминальный,Новинки (2020–2025),6.339,994458,One of Us,7,0
Убийство на 100 миллионов,Детектив,Криминал,Криминальный,Новинки (2020–2025),6.373,756895,,0,0
Дик Трэйси,Детектив,Криминал,Криминальный,Классика (до 2000 года),6.639,1701,Dick Tracy,6.2,5.9
Перекрестный огонь,Детектив,Драма,Классический,Классика (до 2000 года),5.61,698118,Bad Country,5.8,0
Последнее завещание Нобеля,Детектив,Драма,Классический,Новинки (2020–2025),6.157,576399,Nobels testamente,5.9,5.6
"Прощай, детка, прощай",Детектив,Криминал,Криминальный,Современное кино (2000–2020),7.328,104926,Gone Baby Gone,7.6,7.8
Полночь на злаковом поле,Детектив,Криминал,Криминальный,Классика (до 2000 года),6.236,1348372,Midnight in the Switchgrass,4.6,3.4
Видок: Охотник на призраков,Детектив,Фантастика,Исторический,Современное кино (2000–2020),6.709,1063019,L'Empereur de Paris,6.3,6.4
Признать виновным,Детектив,Драма,Психологический,Новинки (2020–2025),7.016,43278,,6,0
Достать ножи: Стеклянная луковица,Детектив,Комедия,Классический,Новинки (2020–2025),6.878,1343908,Glass Onion,7.1,7.9
Убийство на яхте,Детектив,Криминал,Классический,Новинки (2020–2025),6.391,505995,Murder Mystery,6.1,4.7
Мистер Холмс,Детектив,Драма,Классический,Современное кино (2000–2020),6.598,797567,Mr. Holmes,6.8,7.1
Свидетель,Детектив,Триллер,Криминальный,Классика (до 2000 года),3,5332755,,1.6,0
Филер,Детектив,Криминал,Криминальный,Новинки (2020–2025),6.977,44414,,6.5,0
Каменская: Не мешайте палачу,Детектив,Криминал,Криминальный,Современное кино (2000–2020),7.821,94331,,6.2,0
Где находится Нофелет?,Детектив,Драма,Криминальный,Новинки (2020–2025),7.335,44476,,6.7,0
Энола Холмс,Детектив,Приключения,Классический,Новинки (2020–2025),6.462,1266428,Enola Holmes,6.6,7.1
Черная чайка,Детектив,Триллер,Психологический,Новинки (2020–2025),6.288,432594,,0,0
Мышеловка,Детектив,Драма,Классический,Классика (до 2000 года),5.889,1164102,4x4,5.7,7.1
Покерфейс,Детектив,Комедия,Классический,Новинки (2020–2025),7.369,4414863,Poker Face,7.8,0
Мичман Панин,Детектив,Криминал,Классический,Классика (до 2000 года),7.032,46629,,6.8,0
Странный Томас,Детектив,Фэнтези,Психологический,Современное кино (2000–2020),6.576,572461,Odd Thomas,6.8,5.2
Загадка Эндхауза,Детектив,Криминал,Классический,Классика (до 2000 года),6.351,45199,,6.1,0
Частный детектив,Детектив,Криминал,Классический,Современное кино (2000–2020),7.661,39794,L'alpagueur,6.5,0
Воспоминания об убийстве,Детектив,Криминал,Криминальный,Современное кино (2000–2020),7.644,65770,Salinui chueok,8.1,8.2
Без срока давности,Детектив,Исторический,Исторический,Новинки (2020–2025),6.626,46113,,5.9,0
Убийства в Оксфорде,Детектив,Триллер,Классический,Современное кино (2000–2020),6.66,261761,The Oxford Murders,6.1,4
Достать ножи 2: Стеклянная луковица,Детектив,Комедия,Классический,Новинки (2020–2025),6.878,1343908,Glass Onion,7.1,7.9
Шерлок Холмс и доктор Ватсон: Смертельная схватка,Детектив,Исторический,Классический,Классика (до 2000 года),8.461,354799,,8.4,0
Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей,Детектив,Приключения,Классический,Классика (до 2000 года),8.661,77263,,8.5,0
Каменская: Шестерки умирают первыми,Детектив,Криминал,Криминальный,Современное кино (2000–2020),7.821,94331,,6.2,0
Клетка для канареек,Детектив,Криминал,Классический,Классика (до 2000 года),7.504,44820,,6.9,0
Мой нежно любимый детектив,Детектив,Мелодрама,Психологический,Новинки (2020–2025),6.782,94418,,6.3,0
Достать ножи,Детектив,Комедия,Классический,Современное кино (2000–2020),7.9
Решение уйти,Детектив,Триллер,Психологический,Новинки (2020–2025),7.083,1435399,Hyeeojil gyeolsim,7.3,8.3
Сиротский Бруклин,Детектив,Криминал,Криминальный,Современное кино (2000–2020),7.012,837737,Motherless Brooklyn,6.8,6.3
Тонкий человек,Детектив,Комедия,Классический,Классика (до 2000 года),7.135,553,The Thin Man,7.9,8.8
Вероника Марс,Детектив,Комедия,Криминальный,Современное кино (2000–2020),8.045,255670,Veronica Mars,8.3,0
Вся президентская рать,Детектив,Биографический,Классический,Классика (до 2000 года),7.485,493,All the President's Men,7.9,9.1
Именинница,Детектив,Триллер,Психологический,Новинки (2020–2025),6.131,611,Birthday Girl,6,5.7
Детектив Буллитт,Детектив,Криминал,Классический,Классика (до 2000 года),7.213,7214,Bullitt,7.4,7.9
Вечерний лабиринт,Детектив,Триллер,Психологический,Новинки (2020–2025),6.829,45695,,6.6,0
Тайна железной двери,Детектив,Семейный,Классический,Классика (до 2000 года),7.412,42177,,6.8,0
Заговорщица,Детектив,Исторический,Исторический,Современное кино (2000–2020),7.014,471920,The Conspirator,6.9,6.1
Шерлок Холмс и доктор Ватсон: Кровавая надпись,Детектив,Исторический,Классический,Классика (до 2000 года),8.456,77265,,8.3,0
Мальтийский крест,Детектив,Криминал,Классический,Классика (до 2000 года),4.378,271699,,5.1,0
Расследование,Детектив,Криминал,Криминальный,Современное кино (2000–2020),7.163,1200321,Efterforskningen,7.6,0
Детектор лжи,Детектив,Триллер,Психологический,Новинки (2020–2025),7.164,9471,Deceiver,6.4,5.5
Игра теней,Детектив,Боевик (Экшен),Классический,Современное кино (2000–2020),5.321,4368744,Blacklight,4.9,3.9
Тайна Черных дроздов,Детектив,Криминал,Классический,Классика (до 2000 года),7.152,42171,,6.5,0
Ошибка резидента,Детектив,Триллер,Криминальный,Современное кино (2000–2020),8.397,42807,,7.4,0
Пропажа свидетеля,Детектив,Криминал,Криминальный,Новинки (2020–2025),6.547,43309,,6.8,0
Генеральская дочь,Детектив,Военный,Криминальный,Классика (до 2000 года),6.965,8155,The General's Daughter,6.4,4.3
Нэнси Дрю,Детектив,Приключения,Классический,Современное кино (2000–2020),7.433,1264102,Nancy Drew,6.7,0
Новогодний детектив,Детектив,Комедия,Классический,Современное кино (2000–2020),5.944,573995,,5.3,0
Двойная рокировка,Детектив,Криминал,Криминальный,Новинки (2020–2025),7.697,22797,Mou gaan dou,8,7.5
Очень русский детектив,Детектив,Комедия,Криминальный,Новинки (2020–2025),4.714,404377,,4.7,0
Инспектор уголовного розыска,Детектив,Криминал,Криминальный,Классика (до 2000 года),6.399,42609,,6,0
Парижские тайны,Детектив,Криминал,Криминальный,Современное кино (2000–2020),6.975,1363119,Mystère à Paris,0,0
