0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20_похожих
Именины;Ужасы;Детектив;Сверхъестественные;Новинки (2020–2025);7.489;81422;;6.5;0;;;;;;;;;;"Заклятье. Дом 32;Песочник;Беспокойная Анна;Недетский дом;Дом на другой стороне;Избави нас от лукавого;Тайна темной комнаты;Пустой человек;Пионеры-герои;Проклятый дом;Узник старой усадьбы;Тайна перевала Дятлова;Заклятье. Другая сторона;Темное наследие;Телесеть;Сонная Лощина;Заклятие;Звонок;Тайный Санта;Королевство"
Звонок 2;Ужасы;Триллер;Сверхъестественные;Современное кино (2000–2020);6.294;61305;The Ring Two;5.4;4.5;;;;;;;;;;"11-11-11;Апартаменты 1303;100 футов;Дело №39;Репортаж;Реинкарнация;Зеркала;Ведьма из Блэр: Курсовая с того света;Лес самоубийц;Джиперс Криперс;Страшная девочка Хлоя Морец;Один пропущенный звонок;Паранормальное явление;Женщина в черном;Проклятие Аннабель: Зарождение зла;Идем со мной;Паранормальное;Пять минут страха;Призраки в Коннектикуте;Руины"
Убойные каникулы;Ужасы;Комедия;Кровавые слэшеры;Новинки (2020–2025);7.694;485261;Tucker and Dale vs Evil;7.5;6.9;;;;;;;;;;"Кокаин;В чужой шкуре;Няня: Королева проклятых;Злая шутка;WTF! Какого черта?;Ужасвин;2001 маньяк;Топор;Люди под лестницей;Последние девушки;Операция «Мертвый снег»;Паршивая овца;Кутис;Операция «Мертвый снег» 2;С днем смерти;Бобры-зомби;Пираньи 3DD;Тельма;Сглазили;Семь пар нечистых"
Охотник на вампиров Ди: Жажда крови;Ужасы;Фэнтези;Сверхъестественные;Современное кино (2000–2020);7.781;8236;Vampire Hunter D;7.7;6.4;;;;;;;;;;"Дракула 2000;Тринадцать привидений;Коралина в стране кошмаров;Коралина в Стране Кошмаров;Мальчик-оборотень;Хребет дьявола;Ведьма;Сайлент Хилл;Багровый пик;Оно 2;Рога;Византия;Затащи меня в Ад;Ужастики;Страшные истории для рассказа в темноте;Проклятие;Искатели могил;Королева проклятых;Суходол;Гоголь. Вий"
Комната смерти;Ужасы;Триллер;Психологические;Современное кино (2000–2020);5.468;397689;The Killing Room;5.6;0;;;;;;;;;;"1408;Другие;Пила: Игра на выживание;Прочь;Замороженный;Не дыши;Солнцестояние;Мученицы;Страна призраков;Клаустрофобы;Игра Джеральда;Игра в прятки;Окулус;Визит;Оцепеневшие от страха;Лица в толпе;Они;Неоновый демон;Открытое море;Маребито"
Сладкая полночь;Ужасы;Триллер;Кровавые слэшеры;Новинки (2020–2025);6.858;198077;The Cake Eaters;6.2;6;;;;;;;;;;"Связи нет;Бункер;Людоед;Закрытые пространства;Пила 10;Потрошители;Настоятель 2;Добро пожаловать в капкан;Дичь;Волчья яма;Дитя тьмы: Первая жертва;Капкан;Поворот не туда: Наследие;Тихие сосны;Играй до смерти;Я закопаю тебя;Муза смерти;Техасская резня бензопилой: Кожаное лицо;Шхера-18;Хозяева"
Несущая смерть;Ужасы;Фантастика;Сверхъестественные;Классика (до 2000 года);5.306;77863;Tamara;5.1;4.6;;;;;;;;;;"Кошмар на улице Вязов;Франкенштейн;Ночь живых мертвецов;Невеста Франкенштейна;Живая мертвечина;Дрожь земли;Дети дождя;Последний человек на Земле;Кристина;Факультет;Дитя тьмы;Лунатики;Потустороннее;Убийственная мультипликация;Курортный туман;Кошмар на улице Вязов 7;Дрожь земли 2: Повторный удар;Клоуны-убийцы из космоса;Париж. Город мертвых;Иногда они возвращаются"
Сотовый;Ужасы;Фантастика;Сверхъестественные;Современное кино (2000–2020);7.143;63778;Cellular;6.5;5.8;;;;;;;;;;"Аполлон 18;Ходячие мертвецы;Исполнение желаний;Поезд в Пусан;Мгла;Оно;Доктор Сон;Жажда;Пункт назначения;Туман;Воскрешая мертвецов;Скрытое;Впусти меня. Сага;Хижина в лесу;Мама;Астрал;Человек-мотылек;Дом в конце времен;Корабль-призрак;Земля мертвых"
Живое;Ужасы;Фантастика;Сверхъестественные;Новинки (2020–2025);6.566;966995;Life;6.6;6;;;;;;;;;;"Последний киносеанс;Запределье;Пакет;Опустевший город;Невинные;Незваный друг;Обитель теней;Крикуны;Мешок без дна;Всевидящее око;Дом на обочине;Не твое тело;Глубже!;Клык;Кукла;Дыши во мгле;Скрежет;Репродукция;Девушка с косой;Монстры Юга"
Убежище дьявола;Ужасы;Триллер;Сверхъестественные;Новинки (2020–2025);5.74;1049478;El habitante;5.3;0;;;;;;;;;;"Потерянный рейс;Одержимость;Наваждение;Проклятый путь;Одержимая;Куколка;Власть;Незваные гости;Тропы;Осатаневшая;Пыль;Наш дом;Не упускай из виду;Осторожно! Двери закрываются;Пугало;Взаперти;Звонок мертвецу;Последняя Ночь;Демон внутри;Тебе конец!"
Пять минут страха;Ужасы;Триллер;Сверхъестественные;Современное кино (2000–2020);6.599;43370;;6;0;;;;;;;;;;"11-11-11;Апартаменты 1303;100 футов;Дело №39;Репортаж;Реинкарнация;Зеркала;Ведьма из Блэр: Курсовая с того света;Лес самоубийц;Джиперс Криперс;Страшная девочка Хлоя Морец;Один пропущенный звонок;Паранормальное явление;Женщина в черном;Проклятие Аннабель: Зарождение зла;Идем со мной;Паранормальное;Призраки в Коннектикуте;Руины;Проклятие Аннабель 3"
Врата тьмы;Ужасы;Фантастика;Сверхъестественные;Классика (до 2000 года);5.292;840573;Pay the Ghost;5.2;3.7;;;;;;;;;;"Кошмар на улице Вязов;Франкенштейн;Ночь живых мертвецов;Невеста Франкенштейна;Живая мертвечина;Дрожь земли;Дети дождя;Последний человек на Земле;Кристина;Факультет;Дитя тьмы;Лунатики;Потустороннее;Убийственная мультипликация;Курортный туман;Кошмар на улице Вязов 7;Дрожь земли 2: Повторный удар;Клоуны-убийцы из космоса;Париж. Город мертвых;Иногда они возвращаются"
Яга. Кошмар темного леса;Ужасы;Фэнтези;Сверхъестественные;Новинки (2020–2025);5.673;1124682;;4.7;0;;;;;;;;;;"Оборотень;Пустой дом;Пожиратель душ;Злой дух Ямбуя;Кука;Песочный человек;Призрак виллы Натхов;Преисподняя;День полнолуния;Ледяная внучка;Домовой;Страшные сказки;Воображариум;Земля вампиров;Отдай свою душу;Вкус ночи;Жатва;Плюшевый монстр;Посылка;Шкатулка проклятия"
Дьявол;Ужасы;Детектив;Сверхъестественные;Современное кино (2000–2020);6.718;464168;Devil;6.3;5.2;;;;;;;;;;"Телесеть;Заклятие;Звонок;Тайный Санта;Игра в правду;Мертвая тишина;Истории призраков;Глаз;Мешок с костями;Белфегор — призрак Лувра;Пиковая дама. Зазеркалье;Средь бела дня;Кассадага;Мара. Пожиратель снов;Призраки Элоиз;Абатуар. Лабиринт страха;Бладрейн;Заклятье. Дом 32;Песочник;Сонная Лощина"
Пропащие ребята;Ужасы;Фэнтези;Сверхъестественные;Классика (до 2000 года);6.656;4756;The Lost Boys;7.2;6.4;;;;;;;;;;"Интервью с вампиром;Сонная лощина;Вий;Зловещие мертвецы 3: Армия тьмы;Носферату: Призрак ночи;Зловещие мертвецы;Американский оборотень в Лондоне;Калейдоскоп ужасов;Змеиный источник;Дракула;Исполнитель желаний;Американский оборотень в Париже;Кладбище домашних животных;Шоссе смерти;Вампирши;Лепрекон;Кошмар на улице Вязов 6: Фредди мертв;Граф Монтенегро;От заката до рассвета 3: Дочь палача;Дракулов"
Камень;Ужасы;Триллер;Сверхъестественные;Новинки (2020–2025);5.928;573860;;5.5;0;;;;;;;;;;"Потерянный рейс;Одержимость;Наваждение;Проклятый путь;Одержимая;Куколка;Власть;Незваные гости;Тропы;Осатаневшая;Пыль;Наш дом;Не упускай из виду;Осторожно! Двери закрываются;Пугало;Взаперти;Звонок мертвецу;Последняя Ночь;Демон внутри;Тебе конец!"
Я плюю на ваши могилы 2;Ужасы;Триллер;Кровавые слэшеры;Современное кино (2000–2020);5.285;718228;I Spit on Your Grave 2;5.7;3;;;;;;;;;;"Хэллоуин: 20 лет спустя;Дом 1000 трупов;Белый плен;Пила: игра на выживание;Пила 2;Райское озеро;Пила 3;У холмов есть глаза;Музей восковых фигур;Коллекционер;Пила 6;Поворот не туда;Пила 4;День слепого Валентина;Пила 5;Коллекционер 2;Что бы вы сделали...;Незнакомцы;Дом восковых фигур;Хэллоуин 2007"
Звонок;Ужасы;Детектив;Сверхъестественные;Современное кино (2000–2020);7.25;804;The Ring;7.1;6.6;;;;;;;;;;"Телесеть;Заклятие;Тайный Санта;Игра в правду;Дьявол;Мертвая тишина;Истории призраков;Глаз;Мешок с костями;Белфегор — призрак Лувра;Пиковая дама. Зазеркалье;Средь бела дня;Кассадага;Мара. Пожиратель снов;Призраки Элоиз;Абатуар. Лабиринт страха;Бладрейн;Заклятье. Дом 32;Песочник;Сонная Лощина"
Слизняк;Ужасы;Фантастика;Кровавые слэшеры;Новинки (2020–2025);5.971;86895;Slither;6.5;6.9;;;;;;;;;;"Вход в пустоту;Монстро;Пропавшие среди живых;Мертвеход;Под водой;Постарайся остаться живым;Зараженная;2016: Конец ночи;З/Л/О 3. Новый вирус;Тварь;Атака пауков;Обитель зла: Раккун Сити;М3ГАН;Инфекция;Титан;Инфекция: Фаза 2;Глубокое синее море 3;Синяя бездна 2;28 дней спустя;Возвращение живых мертвецов"
З/Л/О 3. Новый вирус;Ужасы;Фантастика;Кровавые слэшеры;Новинки (2020–2025);5.356;731886;Viral;5.5;4.8;;;;;;;;;;"Вход в пустоту;Монстро;Пропавшие среди живых;Мертвеход;Слизняк;Под водой;Постарайся остаться живым;Зараженная;2016: Конец ночи;Тварь;Атака пауков;Обитель зла: Раккун Сити;М3ГАН;Инфекция;Титан;Инфекция: Фаза 2;Глубокое синее море 3;Синяя бездна 2;28 дней спустя;Возвращение живых мертвецов"
Зловещие мертвецы 3: Армия тьмы;Ужасы;Фэнтези;Сверхъестественные;Классика (до 2000 года);7.633;2909;Army of Darkness;7.4;6.5;;;;;;;;;;"Интервью с вампиром;Сонная лощина;Вий;Носферату: Призрак ночи;Зловещие мертвецы;Американский оборотень в Лондоне;Калейдоскоп ужасов;Пропащие ребята;Змеиный источник;Дракула;Исполнитель желаний;Американский оборотень в Париже;Кладбище домашних животных;Шоссе смерти;Вампирши;Лепрекон;Кошмар на улице Вязов 6: Фредди мертв;Граф Монтенегро;От заката до рассвета 3: Дочь палача;Дракулов"
Слушатель;Ужасы;Триллер;Психологические;Новинки (2020–2025);7.601;208105;;6.8;0;;;;;;;;;;"Медсестра;Ночной гость;Человек у окна;Игры мотыльков;Ночное происшествие;Собака Павлова;Мания Жизели;Вальдо;Клаустрофобы 2: Лига выживших;Страшно красив;Чертово колесо;Квартирантка;Бабушка;Клаустрофобы: Квест в Москве;Ночь;Кто там;Не выходи из дома;Топь;Не дыши 2;Клаустрофобия"
Доктор Джекилл и мистер Хайд;Ужасы;Фантастика;Психологические;Классика (до 2000 года);7.47;38897;Dr. Jekyll and Mr. Hyde;7.6;8.5;;;;;;;;;;"Нечто;Части тела;Муха;Муха;Муха;Муха;Муха;Муха;Лестница Иакова;Голова-ластик;Видеодром;В пасти безумия;Стэпфордские жены;Муха 2;Артефакт;Излечить страх;Тихое место;База «Клейтон»;Тихое место 2;Треугольник"
Ученик чудовища;Ужасы;Криминал;Кровавые слэшеры;Новинки (2020–2025);8.257;885317;Bakemono no ko;7.6;7.3;;;;;;;;;;"Последняя жертва;Искатели могил 2;Последний дом слева;Иччи;Лики смерти;Я плюю на ваши могилы 3;Продавец игрушек;Синяя бездна;Зверобой;Кокаин;Убойные каникулы;Связи нет;Бункер;Вход в пустоту;Людоед;Монстро;Охотник на людей;Закрытые пространства;Пила 10;Потрошители"
Топор;Ужасы;Комедия;Кровавые слэшеры;Современное кино (2000–2020);6.692;1043843;;0;0;;;;;;;;;;"2001 маньяк;Последние девушки;Операция «Мертвый снег»;Паршивая овца;Кутис;Операция «Мертвый снег» 2;С днем смерти;Бобры-зомби;Пираньи 3DD;Кокаин;Убойные каникулы;Люди под лестницей;В чужой шкуре;Няня: Королева проклятых;Злая шутка;WTF! Какого черта?;Ужасвин;Тень вампира;Привязанные к дому;Няня"
Оборотни;Ужасы;Фэнтези;Сверхъестественные;Новинки (2020–2025);5.948;4611;Cursed;5.1;3.7;;;;;;;;;;"Оборотень;Пустой дом;Пожиратель душ;Злой дух Ямбуя;Кука;Песочный человек;Призрак виллы Натхов;Преисподняя;День полнолуния;Ледяная внучка;Домовой;Страшные сказки;Воображариум;Земля вампиров;Отдай свою душу;Вкус ночи;Жатва;Плюшевый монстр;Посылка;Шкатулка проклятия"
Бобры-зомби;Ужасы;Комедия;Кровавые слэшеры;Современное кино (2000–2020);4.868;746200;Zombeavers;4.8;5.9;;;;;;;;;;"2001 маньяк;Топор;Последние девушки;Операция «Мертвый снег»;Паршивая овца;Кутис;Операция «Мертвый снег» 2;С днем смерти;Пираньи 3DD;Кокаин;Убойные каникулы;Люди под лестницей;В чужой шкуре;Няня: Королева проклятых;Злая шутка;WTF! Какого черта?;Ужасвин;Тень вампира;Привязанные к дому;Няня"
Мешок без дна;Ужасы;Фантастика;Сверхъестественные;Новинки (2020–2025);6.745;1046009;;6.3;0;;;;;;;;;;"Последний киносеанс;Запределье;Пакет;Опустевший город;Невинные;Незваный друг;Обитель теней;Крикуны;Живое;Всевидящее око;Дом на обочине;Не твое тело;Глубже!;Клык;Кукла;Дыши во мгле;Скрежет;Репродукция;Девушка с косой;Монстры Юга"
Нечто;Ужасы;Фантастика;Психологические;Классика (до 2000 года);7.937;8366;The Thing;8.2;7.5;;;;;;;;;;"Части тела;Муха;Муха;Муха;Муха;Муха;Муха;Доктор Джекилл и мистер Хайд;Лестница Иакова;Голова-ластик;Видеодром;В пасти безумия;Стэпфордские жены;Муха 2;Артефакт;Излечить страх;Тихое место;База «Клейтон»;Тихое место 2;Треугольник"
Абатуар. Лабиринт страха;Ужасы;Детектив;Сверхъестественные;Современное кино (2000–2020);4.375;470155;Abattoir;4.5;4.5;;;;;;;;;;"Телесеть;Заклятие;Звонок;Тайный Санта;Игра в правду;Дьявол;Мертвая тишина;Истории призраков;Глаз;Мешок с костями;Белфегор — призрак Лувра;Пиковая дама. Зазеркалье;Средь бела дня;Кассадага;Мара. Пожиратель снов;Призраки Элоиз;Бладрейн;Заклятье. Дом 32;Песочник;Сонная Лощина"
Тринадцать привидений;Ужасы;Фэнтези;Сверхъестественные;Современное кино (2000–2020);6.692;7639;Thir13en Ghosts;5.6;3.7;;;;;;;;;;"Дракула 2000;Коралина в стране кошмаров;Коралина в Стране Кошмаров;Охотник на вампиров Ди: Жажда крови;Мальчик-оборотень;Хребет дьявола;Ведьма;Сайлент Хилл;Багровый пик;Оно 2;Рога;Византия;Затащи меня в Ад;Ужастики;Страшные истории для рассказа в темноте;Проклятие;Искатели могил;Королева проклятых;Суходол;Гоголь. Вий"
База «Клейтон»;Ужасы;Фантастика;Психологические;Новинки (2020–2025);7.305;4572;Basic;6.4;4.5;;;;;;;;;;"Артефакт;Тихое место 2;Вне/себя;Человек-невидимка;Капля;Невидимый;Пришельцы в доме;Чрево;Невидимка;Синоптик;Страшная красавица;Убежище;Синдром Петрушки;Девушка моих кошмаров;Тебе стоило уйти;Секретный эксперимент;Тень звезды;Нечто;Излечить страх;Части тела"
Мешок с костями;Ужасы;Детектив;Сверхъестественные;Современное кино (2000–2020);6.105;409267;Bag of Bones;5.7;0;;;;;;;;;;"Телесеть;Заклятие;Звонок;Тайный Санта;Игра в правду;Дьявол;Мертвая тишина;Истории призраков;Глаз;Белфегор — призрак Лувра;Пиковая дама. Зазеркалье;Средь бела дня;Кассадага;Мара. Пожиратель снов;Призраки Элоиз;Абатуар. Лабиринт страха;Бладрейн;Заклятье. Дом 32;Песочник;Сонная Лощина"
Синистер;Ужасы;Детектив;Оккультные;Современное кино (2000–2020);6.682;590022;Sinister;6.8;6.3;;;;;;;;;;"Шесть демонов Эмили Роуз;Ключ от всех дверей;Последнее пришествие дьявола;Седьмой спутник;Песнь дьявола;Плетеный человек;Телесеть;Квест;Заклятие;Звонок;Тайный Санта;Игра в правду;Незваные;Счастливого дня смерти;Дьявол;Мертвая тишина;Истории призраков;Глаз;Мешок с костями;Пила 8"
Судная ночь 3;Ужасы;Боевик (Экшен);Кровавые слэшеры;Современное кино (2000–2020);5.865;843907;The Purge: Election Year;6;5.5;;;;;;;;;;"31: Праздник смерти;Грайндхаус;Обитель зла;Пазманский дьявол;Доказательство смерти;Планета страха;Гость;Никто не выжил;Бомж с дробовиком;Париж. Город Zомби;Фредди против Джейсона;Судная ночь;Уцелевшая;Змеиный полет;Судная ночь. Начало;Цунами 3D;Зверобой;Охотник на людей;Топор. 1943;Зверь"
Повелители Салема;Ужасы;Триллер;Оккультные;Современное кино (2000–2020);4.428;568640;The Lords of Salem;5.2;5.3;;;;;;;;;;"Обитель проклятых;Репортаж из преисподней;Собственность дьявола;Обряд;Последнее изгнание дьявола;Одержимость Майкла Кинга;Рука дьявола;Последнее изгнание дьявола: Второе пришествие;Изгоняющий дьявола;Два, три, демон, приди!;Знамение;Заклятие 3: По воле дьявола;Первая ведьма;Секта;Омен;Пиковая дама: Черный обряд;Последний обряд;Пришествие дьявола;11-11-11;Апартаменты 1303"
Призраки войны;Ужасы;Военный;Сверхъестественные;Новинки (2020–2025);6.327;1039883;Ghosts of War;5.6;4.6;;;;;;;;;;"Адский бункер;Оверлорд;Адский бункер: Черное Солнце;Потерянный рейс;Заклятье. Дом 32;Песочник;Одержимость;Наваждение;Последний киносеанс;Оборотень;Пустой дом;Пожиратель душ;Злой дух Ямбуя;Запределье;Проклятый путь;Пакет;Опустевший город;Кука;Одержимая;Невинные"
Ведьма из Блэр: Курсовая с того света;Ужасы;Триллер;Сверхъестественные;Современное кино (2000–2020);6.529;8134;The Blair Witch Project;6.5;7.7;;;;;;;;;;"11-11-11;Апартаменты 1303;100 футов;Дело №39;Репортаж;Реинкарнация;Зеркала;Лес самоубийц;Джиперс Криперс;Страшная девочка Хлоя Морец;Один пропущенный звонок;Паранормальное явление;Женщина в черном;Проклятие Аннабель: Зарождение зла;Идем со мной;Паранормальное;Пять минут страха;Призраки в Коннектикуте;Руины;Проклятие Аннабель 3"
Поворот не туда;Ужасы;Триллер;Кровавые слэшеры;Современное кино (2000–2020);6.682;4901;Wrong Turn;6.1;4.5;;;;;;;;;;"Хэллоуин: 20 лет спустя;Дом 1000 трупов;Белый плен;Пила: игра на выживание;Пила 2;Райское озеро;Пила 3;У холмов есть глаза;Музей восковых фигур;Коллекционер;Пила 6;Пила 4;День слепого Валентина;Пила 5;Коллекционер 2;Что бы вы сделали...;Незнакомцы;Дом восковых фигур;Хэллоуин 2007;Хостел"
Артефакт;Ужасы;Фантастика;Психологические;Новинки (2020–2025);8.233;706227;Artifact;7.9;0;;;;;;;;;;"База «Клейтон»;Тихое место 2;Вне/себя;Человек-невидимка;Капля;Невидимый;Пришельцы в доме;Чрево;Невидимка;Синоптик;Страшная красавица;Убежище;Синдром Петрушки;Девушка моих кошмаров;Тебе стоило уйти;Секретный эксперимент;Тень звезды;Нечто;Излечить страх;Части тела"
Техасская резня бензопилой: Кожаное лицо;Ужасы;Триллер;Кровавые слэшеры;Новинки (2020–2025);5.273;730709;Leatherface;5;3.9;;;;;;;;;;"Связи нет;Бункер;Людоед;Закрытые пространства;Пила 10;Потрошители;Настоятель 2;Сладкая полночь;Добро пожаловать в капкан;Дичь;Волчья яма;Дитя тьмы: Первая жертва;Капкан;Поворот не туда: Наследие;Тихие сосны;Играй до смерти;Я закопаю тебя;Муза смерти;Шхера-18;Хозяева"
Судная ночь навсегда;Ужасы;Боевик (Экшен);Кровавые слэшеры;Новинки (2020–2025);5.629;1263408;The Forever Purge;5.4;5.4;;;;;;;;;;"Зверобой;Охотник на людей;Зверь;По прозвищу «Зверь»;Поезд в Пусан 2: Полуостров;Хэллоуин убивает;Логово зверя;31: Праздник смерти;Грайндхаус;Обитель зла;Пазманский дьявол;Доказательство смерти;Планета страха;Топор. 1943;Гость;Топор. 1944;Никто не выжил;Бомж с дробовиком;Париж. Город Zомби;Фредди против Джейсона"
Треугольник;Ужасы;Фантастика;Психологические;Современное кино (2000–2020);6.793;406403;Triangle;6.9;6.5;;;;;;;;;;"Излечить страх;Тихое место;Лекарство против страха;Мы;Оно приходит за тобой;Патрик;Мрачные небеса;Носители;Явление;Страх.сом;Нечто;Артефакт;Части тела;Муха;Муха;Муха;Муха;Муха;Муха;Доктор Джекилл и мистер Хайд"
Репродукция;Ужасы;Фантастика;Сверхъестественные;Новинки (2020–2025);6.358;843790;Replicas;5.5;3.2;;;;;;;;;;"Последний киносеанс;Запределье;Пакет;Опустевший город;Невинные;Незваный друг;Обитель теней;Крикуны;Живое;Мешок без дна;Всевидящее око;Дом на обочине;Не твое тело;Глубже!;Клык;Кукла;Дыши во мгле;Скрежет;Девушка с косой;Монстры Юга"
Девушка в подвале;Ужасы;Драма;Психологические;Новинки (2020–2025);6.315;1435749;Girl in the Basement;6.3;0;;;;;;;;;;"Последнее воскресение;Страна хороших деточек;Кэрри;Маяк;Полустанок;мама!;Май;Антихрист;История двух сестер;Бабадук;Темная вода;Коробка;Артефакт;Медсестра;Трясина;Слушатель;Ночной гость;Человек у окна;База «Клейтон»;Тихое место 2"
Ведьма;Ужасы;Фэнтези;Сверхъестественные;Современное кино (2000–2020);6.642;865302;The VVitch: A New-England Folktale;7;7.8;;;;;;;;;;"Дракула 2000;Тринадцать привидений;Коралина в стране кошмаров;Коралина в Стране Кошмаров;Охотник на вампиров Ди: Жажда крови;Мальчик-оборотень;Хребет дьявола;Сайлент Хилл;Багровый пик;Оно 2;Рога;Византия;Затащи меня в Ад;Ужастики;Страшные истории для рассказа в темноте;Проклятие;Искатели могил;Королева проклятых;Суходол;Гоголь. Вий"
Кукла 2: Брамс;Ужасы;Триллер;Сверхъестественные;Новинки (2020–2025);5.471;1208563;Brahms: The Boy II;4.7;3.7;;;;;;;;;;"Потерянный рейс;Одержимость;Наваждение;Проклятый путь;Одержимая;Куколка;Власть;Незваные гости;Тропы;Осатаневшая;Пыль;Наш дом;Не упускай из виду;Осторожно! Двери закрываются;Пугало;Взаперти;Звонок мертвецу;Последняя Ночь;Демон внутри;Тебе конец!"
Одержимость;Ужасы;Триллер;Сверхъестественные;Новинки (2020–2025);8.362;725190;Whiplash;8.5;8.6;;;;;;;;;;"Потерянный рейс;Наваждение;Проклятый путь;Одержимая;Куколка;Власть;Незваные гости;Тропы;Осатаневшая;Пыль;Наш дом;Не упускай из виду;Осторожно! Двери закрываются;Пугало;Взаперти;Звонок мертвецу;Последняя Ночь;Демон внутри;Тебе конец!;Страшная воля богов"
Явление;Ужасы;Фантастика;Психологические;Современное кино (2000–2020);6.294;279600;The Happening;5;4;;;;;;;;;;"Излечить страх;Тихое место;Треугольник;Лекарство против страха;Мы;Оно приходит за тобой;Патрик;Мрачные небеса;Носители;Страх.сом;Нечто;Артефакт;Части тела;Муха;Муха;Муха;Муха;Муха;Муха;Доктор Джекилл и мистер Хайд"
