0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20_похожих
Пятьдесят оттенков серого;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);4.419;688832;Fifty Shades of Grey;4.2;4.3;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Крепостная актриса;Мелодрама;Исторический;Историческая любовь;Современное кино (2000–2020);6.927;44975;;6.5;0;;;;;;;;;;"Пальмы в снегу;Королевский роман;Джейн Эйр;Суета сует;Еще одна из рода Болейн;Нортенгерское аббатство;Вдали от обезумевшей толпы;Ангел;Версальский роман;Грязные танцы 2: Гаванские ночи;Шери;Тюльпанная лихорадка;Анна Каренина. История Вронского;Шелк;Моя кузина Рэйчел;Милый друг;Звезда пленительного счастья;Стакан воды;La Boh?me;Сирано де Бержерак"
Ты встретишь таинственного незнакомца;Мелодрама;Детектив;Романтическая страсть;Современное кино (2000–2020);6.415;447378;You Will Meet a Tall Dark Stranger;6.3;5.4;;;;;;;;;;"Разомкнутые объятия;Бумажные города;Лучшее предложение;С 5 до 7. Время любовников;Человек со звезды;Казанова;Вечное сияние чистого разума;Вечность;Вир и Зара;Гордость и предубеждение;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Артист;По зову сердца;Дарю тебе звезду;Перед закатом;Неотправленное письмо"
Петербург. Только по любви;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);6.405;930797;;5.9;0;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Звезда пленительного счастья;Мелодрама;Исторический;Историческая любовь;Классика (до 2000 года);8.137;45413;;7.3;0;;;;;;;;;;"Стакан воды;La Boh?me;Сирано де Бержерак;Доводы рассудка;Дон Сезар де Базан;Вальмон;Индокитай;Анжелика и король;Анжелика и султан;Благородный разбойник Владимир Дубровский;Анна и король;Идеальный муж;Мэнсфилд Парк;Влюбленный король;Унесенные ветром;Пальмы в снегу;Королевский роман;Джейн Эйр;Честная куртизанка;Суета сует"
Дневник горничной;Мелодрама;Исторический;Романтическая страсть;Современное кино (2000–2020);5.156;739099;Journal d'une femme de chambre;5.5;6;;;;;;;;;;"Казанова;Гордость и предубеждение;Артист;Слуга;Мулен Руж;Портрет девушки в огне;Ледяной цветок;Ярмарка тщеславия;Тристан и Изольда;Анна Каренина;Портрет в сумерках;Камасутра 3D;Зальцбург-100: Богема;Мадемуазель Живаго;Титаник;Разум и чувства;Опасные связи;Сирано Де Бержерак;Горбун Собора Парижской Богоматери;Сердце пармы"
Порочные игры;Мелодрама;Триллер;Романтическая страсть;Новинки (2020–2025);6.877;535254;Stoker;6.7;6.7;;;;;;;;;;"365 дней;Соседка;Порочная страсть;Бассейн;Измена;Калейдоскоп любви;Зальцбург-100: Богема;Один шанс на двоих;Не хочу забывать;Судьба;Поздняя любовь;Навеки твоя;Городской романс;Объяснение в любви;Любовь напрокат;Спеши любить;Я рядом с тобой!;Мой ангел-хранитель;Слепая любовь;Вкус солнечного света"
В стране женщин;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);7.116;81540;In the Land of Women;6.4;5.4;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Еще одна история о Золушке;Мелодрама;Комедия;Романтическая страсть;Современное кино (2000–2020);6.438;397493;Another Cinderella Story;5.8;0;;;;;;;;;;"С 5 до 7. Время любовников;Дарю тебе звезду;Секс в большом городе;Терминал;Большая любовь;Однажды в Ирландии;Намасте Лондон;А если это любовь?;С любовью, Саймон;Моя маленькая невеста;Застрял в любви;Любовь — болезнь;Только ты;Земля Эльзы;Любовная лихорадка;Любит / Не любит;Питер FM;Держи ритм;Если бы я тебя любил...;Шаг навстречу"
Только ты;Мелодрама;Комедия;Романтическая страсть;Современное кино (2000–2020);7.178;592329;;0;0;;;;;;;;;;"С 5 до 7. Время любовников;Дарю тебе звезду;Секс в большом городе;Терминал;Большая любовь;Однажды в Ирландии;Намасте Лондон;А если это любовь?;С любовью, Саймон;Моя маленькая невеста;Застрял в любви;Любовь — болезнь;Земля Эльзы;Любовная лихорадка;Любит / Не любит;Питер FM;Держи ритм;Если бы я тебя любил...;Шаг навстречу;Вики Кристина Барселона"
Скажи ей;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);7.326;1281999;;0;0;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Вестсайдская история;Мелодрама;Криминал;Трагический выбор;Классика (до 2000 года);6.69;839653;West Side Story;7.1;8.2;;;;;;;;;;"Манхэттенская мелодрама;Поцелуй бабочки;Настоящая любовь;Безумный Пьеро;Безымянная звезда;Ромео и Джульетта;Мост Ватерлоо;На ярком солнце;Великолепие в траве;Ромео + Джульетта;Конец романа;Ася;Заза;Гранатовый браслет;История любви;Вернуть отправителю;Останься со мной;Любовь и предательство;Лучшее предложение;Девдас"
Три метра над небом;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);6.874;64994;Tre metri sopra il cielo;5.1;0;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Три метра над небом;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);6.874;64994;Tre metri sopra il cielo;5.1;0;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Анжелика и султан;Мелодрама;Исторический;Историческая любовь;Классика (до 2000 года);8.011;77357;Ang?lique et le sultan;6.3;0;;;;;;;;;;"Звезда пленительного счастья;Стакан воды;La Boh?me;Сирано де Бержерак;Доводы рассудка;Дон Сезар де Базан;Вальмон;Индокитай;Анжелика и король;Благородный разбойник Владимир Дубровский;Анна и король;Идеальный муж;Мэнсфилд Парк;Влюбленный король;Унесенные ветром;Пальмы в снегу;Королевский роман;Джейн Эйр;Честная куртизанка;Суета сует"
Любовь и предательство;Мелодрама;Драма;Трагический выбор;Новинки (2020–2025);8.355;61719;Baghban;7.4;0;;;;;;;;;;"Останься со мной;Дневник его жены;Цена измены;Жизнь за год;Любовь без пересадок;Все радостные места;Сердце вдребезги;Вдова;Slove. Прямо в сердце;Безымянная звезда;Девдас;На ярком солнце;Великолепие в траве;Пять сантиметров в секунду;До встречи с тобой;Сладкий ноябрь;Буду помнить;Ромео + Джульетта;Конец романа;Как один"
Старый знакомый;Мелодрама;Драма;Семейная драма;Классика (до 2000 года);6.208;43988;;5.7;0;;;;;;;;;;"С любимыми не расставайтесь;Зимняя вишня 2;Зимняя вишня 3;Ее заветное желание;У моря;Зимородок;Я буду рядом;Спасибо за любовь!;Старшая жена;Любовник моей жены;Соври мне правду;Простить за все;9 1/2 недель;Москва слезам не верит;Безымянная звезда;Вам и не снилось;Восход солнца;Перед рассветом;Пять вечеров;Приходите завтра"
Если только...;Мелодрама;Фантастика;Романтическая страсть;Классика (до 2000 года);7.606;23275;If Only;7;4.8;;;;;;;;;;"Призрак;Бегущая по волнам;Человек со звезды;Вечное сияние чистого разума;Век Адалин;Ангел А;Дом у озера;Не уходи;Сильная женщина;Как я теперь люблю;Любовь сквозь время;Пена;Не забывай меня;9 1/2 недель;Мадемуазель Живаго;Касабланка;Москва слезам не верит;Титаник;Вам и не снилось;Шепот сердца"
Любовь под прикрытием;Мелодрама;Комедия;Романтическая страсть;Новинки (2020–2025);7.021;478756;;6.6;0;;;;;;;;;;"Один шанс на двоих;Городской романс;Объяснение в любви;Любовь напрокат;Спеши любить;Сердце не камень;Не надо бояться любить;Любовь с привилегиями;Все песни только о любви;Любовь по правилам и без;Любовь на кончиках пальцев;Анонимные романтики;Превратности любви;Прости за любовь;Любовь между строк;Любовь с препятствиями;Музыка нас связала;М+Ж (Я Люблю Тебя);Любовники;МЫ. Верим в любовь"
Непристойное предложение;Мелодрама;Драма;Романтическая страсть;Классика (до 2000 года);7.489;4346;Indecent Proposal;6;4.8;;;;;;;;;;"9 1/2 недель;Москва слезам не верит;Вам и не снилось;Восход солнца;Перед рассветом;Пять вечеров;Приходите завтра;Весна на Заречной улице;Мосты округа Мэдисон;Шербурские зонтики;Мужчина и женщина;Грязные танцы;Забытая мелодия для флейты;Грозовой перевал;Здравствуй и прощай;Каждый вечер в одиннадцать;Короткие встречи;Сангам;Валентина;Какими мы были"
La Boh?me;Мелодрама;Исторический;Историческая любовь;Классика (до 2000 года);7.947;402086;La Boh?me;7.2;0;;;;;;;;;;"Звезда пленительного счастья;Стакан воды;Сирано де Бержерак;Доводы рассудка;Дон Сезар де Базан;Вальмон;Индокитай;Анжелика и король;Анжелика и султан;Благородный разбойник Владимир Дубровский;Анна и король;Идеальный муж;Мэнсфилд Парк;Влюбленный король;Унесенные ветром;Пальмы в снегу;Королевский роман;Джейн Эйр;Честная куртизанка;Суета сует"
Подари мне немного тепла;Мелодрама;Драма;Романтическая страсть;Новинки (2020–2025);6.06;777805;;0;0;;;;;;;;;;"Калейдоскоп любви;Не хочу забывать;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!;Слепая любовь;Вкус солнечного света;Это чертово сердце;Шаг к мечте: Раз и навсегда;Последний лепесток;Пламя страсти;Небо любви;Он и Она;Любовь 911;Любовь без слов;От сердца к сердцу;Уже скучаю по тебе;Леди;Претенденты"
В зоне доступа любви;Мелодрама;Комедия;Романтическая страсть;Новинки (2020–2025);5.533;1007877;;0;0;;;;;;;;;;"Один шанс на двоих;Городской романс;Объяснение в любви;Любовь напрокат;Спеши любить;Сердце не камень;Не надо бояться любить;Любовь с привилегиями;Все песни только о любви;Любовь по правилам и без;Любовь на кончиках пальцев;Анонимные романтики;Превратности любви;Прости за любовь;Любовь между строк;Любовь с препятствиями;Любовь под прикрытием;Музыка нас связала;М+Ж (Я Люблю Тебя);Любовники"
Полцарства за любовь;Мелодрама;Фэнтези;Романтическая страсть;Новинки (2020–2025);6.426;843836;;0;0;;;;;;;;;;"Мой ангел-хранитель;Воображаемая любовь;Поцелуй;Рецепт ее молодости;Счастливый брак;Белоснежка. Сказка для взрослых;Отель для Золушки;Всегда;Привидение;Призрак оперы;Принцесса Турандот;Алые паруса;Фокусник;Город ангелов;Выживут только любовники;Русалка;Двойная жизнь Чарли Сан-Клауда;Кейт и Лео;Медвежий поцелуй;Красавица для чудовища"
5 дней в августе;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);1.62;479701;5 Days of War;5.6;4.6;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Человек со звезды;Мелодрама;Фантастика;Романтическая страсть;Современное кино (2000–2020);8.154;809154;Byeoleseo on geudae;8.2;0;;;;;;;;;;"Вечное сияние чистого разума;Век Адалин;Ангел А;Дом у озера;Сильная женщина;Как я теперь люблю;Любовь сквозь время;Пена;Не забывай меня;Если только...;Не уходи;Призрак;Бегущая по волнам;С 5 до 7. Время любовников;Казанова;Вечность;Вир и Зара;Гордость и предубеждение;Наконец в безопасности;Дневник памяти"
Любовь из пробирки;Мелодрама;Комедия;Романтическая страсть;Новинки (2020–2025);5.972;758003;;0;0;;;;;;;;;;"Один шанс на двоих;Городской романс;Объяснение в любви;Любовь напрокат;Спеши любить;Сердце не камень;Не надо бояться любить;Любовь с привилегиями;Все песни только о любви;Любовь по правилам и без;Любовь на кончиках пальцев;Анонимные романтики;Превратности любви;Прости за любовь;Любовь между строк;Любовь с препятствиями;Любовь под прикрытием;Музыка нас связала;М+Ж (Я Люблю Тебя);Любовники"
Подмосковные вечера;Мелодрама;Драма;Романтическая страсть;Классика (до 2000 года);6.947;41231;;6.3;0;;;;;;;;;;"9 1/2 недель;Москва слезам не верит;Вам и не снилось;Восход солнца;Перед рассветом;Пять вечеров;Приходите завтра;Весна на Заречной улице;Мосты округа Мэдисон;Шербурские зонтики;Мужчина и женщина;Грязные танцы;Забытая мелодия для флейты;Грозовой перевал;Здравствуй и прощай;Каждый вечер в одиннадцать;Короткие встречи;Сангам;Валентина;Какими мы были"
С тобой и без тебя;Мелодрама;Драма;Романтическая страсть;Новинки (2020–2025);7.13;43573;;6.2;0;;;;;;;;;;"Калейдоскоп любви;Не хочу забывать;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!;Слепая любовь;Вкус солнечного света;Это чертово сердце;Шаг к мечте: Раз и навсегда;Последний лепесток;Пламя страсти;Небо любви;Он и Она;Любовь 911;Любовь без слов;От сердца к сердцу;Уже скучаю по тебе;Леди;Претенденты"
Лучшее предложение;Мелодрама;Детектив;Трагический выбор;Современное кино (2000–2020);8.053;681849;La migliore offerta;7.8;5.9;;;;;;;;;;"Разомкнутые объятия;Ты встретишь таинственного незнакомца;Бумажные города;Девдас;Пять сантиметров в секунду;До встречи с тобой;Сладкий ноябрь;Буду помнить;Как один;Ускользающая жизнь;Выбор;Ищу тебя;После тебя;Жизнь, или что-то вроде того;Жертва во имя любви;В плену обмана;Поцелуй бабочки;Безымянная звезда;Останься со мной;Любовь и предательство"
Когда цветет сирень;Мелодрама;Военный;Историческая любовь;Классика (до 2000 года);5.989;532840;;0;0;;;;;;;;;;"Любовь земная;Долгая помолвка;Французская сюита;Анна и командор;Выбор капитана Корелли;Касабланка;Мост Ватерлоо;Алешкина любовь;Офицер и джентльмен;Унесенные;Звезда пленительного счастья;Стакан воды;La Boh?me;Сирано де Бержерак;Доводы рассудка;Дон Сезар де Базан;Вальмон;Индокитай;Анжелика и король;Анжелика и султан"
Химические сердца;Мелодрама;Драма;Романтическая страсть;Новинки (2020–2025);6.015;1272735;Chemical Hearts;6.3;5.7;;;;;;;;;;"Калейдоскоп любви;Не хочу забывать;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!;Слепая любовь;Вкус солнечного света;Это чертово сердце;Шаг к мечте: Раз и навсегда;Последний лепесток;Пламя страсти;Небо любви;Он и Она;Любовь 911;Любовь без слов;От сердца к сердцу;Уже скучаю по тебе;Леди;Претенденты"
Большая любовь;Мелодрама;Комедия;Романтическая страсть;Современное кино (2000–2020);7.201;277536;Big Love;7.7;0;;;;;;;;;;"С 5 до 7. Время любовников;Дарю тебе звезду;Секс в большом городе;Терминал;Однажды в Ирландии;Намасте Лондон;А если это любовь?;С любовью, Саймон;Моя маленькая невеста;Застрял в любви;Любовь — болезнь;Только ты;Земля Эльзы;Любовная лихорадка;Любит / Не любит;Питер FM;Держи ритм;Если бы я тебя любил...;Шаг навстречу;Вики Кристина Барселона"
Любовь по правилам и без;Мелодрама;Комедия;Романтическая страсть;Новинки (2020–2025);6.1;;;;;;;;;;;;;;"Один шанс на двоих;Городской романс;Объяснение в любви;Любовь напрокат;Спеши любить;Сердце не камень;Не надо бояться любить;Любовь с привилегиями;Все песни только о любви;Любовь по правилам и без;Любовь на кончиках пальцев;Анонимные романтики;Превратности любви;Прости за любовь;Любовь между строк;Любовь с препятствиями;Любовь под прикрытием;Музыка нас связала;М+Ж (Я Люблю Тебя);Любовники"
Гранатовый браслет;Мелодрама;Исторический;Трагический выбор;Классика (до 2000 года);6.877;44601;;6.6;0;;;;;;;;;;"Ромео и Джульетта;Мадемуазель Живаго;Титаник;Разум и чувства;Звезда пленительного счастья;Опасные связи;Стакан воды;La Boh?me;Сирано Де Бержерак;Сирано де Бержерак;Доводы рассудка;Горбун Собора Парижской Богоматери;Дон Сезар де Базан;Вальмон;Индокитай;Великолепная Анжелика;Анжелика и король;Анжелика и султан;Благородный разбойник Владимир Дубровский;Анна и король"
Джейн Эйр;Мелодрама;Исторический;Историческая любовь;Современное кино (2000–2020);7.416;463437;Jane Eyre;7.3;7.4;;;;;;;;;;"Пальмы в снегу;Королевский роман;Суета сует;Еще одна из рода Болейн;Нортенгерское аббатство;Вдали от обезумевшей толпы;Ангел;Крепостная актриса;Версальский роман;Грязные танцы 2: Гаванские ночи;Шери;Тюльпанная лихорадка;Анна Каренина. История Вронского;Шелк;Моя кузина Рэйчел;Милый друг;Звезда пленительного счастья;Стакан воды;La Boh?me;Сирано де Бержерак"
Ангел;Мелодрама;Исторический;Историческая любовь;Современное кино (2000–2020);6.605;1064391;El ?ngel;6.9;6.5;;;;;;;;;;"Пальмы в снегу;Королевский роман;Джейн Эйр;Суета сует;Еще одна из рода Болейн;Нортенгерское аббатство;Вдали от обезумевшей толпы;Крепостная актриса;Версальский роман;Грязные танцы 2: Гаванские ночи;Шери;Тюльпанная лихорадка;Анна Каренина. История Вронского;Шелк;Моя кузина Рэйчел;Милый друг;Звезда пленительного счастья;Стакан воды;La Boh?me;Сирано де Бержерак"
Чужая;Мелодрама;Драма;Романтическая страсть;Новинки (2020–2025);6.677;491889;;6.4;4.1;;;;;;;;;;"Калейдоскоп любви;Не хочу забывать;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!;Слепая любовь;Вкус солнечного света;Это чертово сердце;Шаг к мечте: Раз и навсегда;Последний лепесток;Пламя страсти;Небо любви;Он и Она;Любовь 911;Любовь без слов;От сердца к сердцу;Уже скучаю по тебе;Леди;Претенденты"
Любовь без пересадок;Мелодрама;Драма;Трагический выбор;Новинки (2020–2025);6.936;694860;Amour & turbulences;6.3;5.6;;;;;;;;;;"Останься со мной;Любовь и предательство;Дневник его жены;Цена измены;Жизнь за год;Все радостные места;Сердце вдребезги;Вдова;Slove. Прямо в сердце;Безымянная звезда;Девдас;На ярком солнце;Великолепие в траве;Пять сантиметров в секунду;До встречи с тобой;Сладкий ноябрь;Буду помнить;Ромео + Джульетта;Конец романа;Как один"
Куда уходит любовь;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);6.384;837658;;0;0;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Разрешите тебя поцеловать... снова;Мелодрама;Комедия;Романтическая страсть;Новинки (2020–2025);6.469;581283;;5.4;0;;;;;;;;;;"Один шанс на двоих;Городской романс;Объяснение в любви;Любовь напрокат;Спеши любить;Сердце не камень;Не надо бояться любить;Любовь с привилегиями;Все песни только о любви;Любовь по правилам и без;Любовь на кончиках пальцев;Анонимные романтики;Превратности любви;Прости за любовь;Любовь между строк;Любовь с препятствиями;Любовь под прикрытием;Музыка нас связала;М+Ж (Я Люблю Тебя);Любовники"
Унесенные ветром;Мелодрама;Исторический;Историческая любовь;Классика (до 2000 года);5.833;576010;;0;0;;;;;;;;;;"Звезда пленительного счастья;Стакан воды;La Boh?me;Сирано де Бержерак;Доводы рассудка;Дон Сезар де Базан;Вальмон;Индокитай;Анжелика и король;Анжелика и султан;Благородный разбойник Владимир Дубровский;Анна и король;Идеальный муж;Мэнсфилд Парк;Влюбленный король;Пальмы в снегу;Королевский роман;Джейн Эйр;Честная куртизанка;Суета сует"
Мой единственный;Мелодрама;Драма;Романтическая страсть;Новинки (2020–2025);7.116;432549;My One and Only;6.5;6.2;;;;;;;;;;"Калейдоскоп любви;Не хочу забывать;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!;Слепая любовь;Вкус солнечного света;Это чертово сердце;Шаг к мечте: Раз и навсегда;Последний лепесток;Пламя страсти;Небо любви;Он и Она;Любовь 911;Любовь без слов;От сердца к сердцу;Уже скучаю по тебе;Леди;Претенденты"
Возьми меня штурмом;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);6.06;980357;Raid dingue;5.6;0;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Горбатая гора;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);7.604;77647;Brokeback Mountain;7.7;8.2;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую;Через Вселенную"
