
Муха,Ужасы,Фантастика,Психологические,Классика (до 2000 года),7.6
Инфекция,Ужасы,Фантастика,Кровавые слэшеры,Новинки (2020–2025),4.94,678997,Contracted,5.3,5
Сонная Лощина,Ужасы,Детектив,Сверхъестественные,Классика (до 2000 года),7.931,5622,Sleepy Hollow,7.3,6.4
Плетеный человек,Ужасы,Детектив,Оккультные,Классика (до 2000 года),5.696,102148,The Wicker Man,3.8,3.7
Пила: Игра на выживание,Ужасы,Триллер,Психологические,Современное кино (2000–2020),7.834,64187,Saw,7.6,5.6
И гаснет свет...,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),5.966,919515,Lights Out,6.3,6.3
Астрал: Глава 2,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),6.473,666804,Insidious: Chapter 2,6.6,4.7
Медсестра,Ужасы,Триллер,Психологические,Новинки (2020–2025),7.819,999459,,0,0
Привязанные к дому,Ужасы,Комедия,Сверхъестественные,Современное кино (2000–2020),6.39,824963,Housebound,6.7,7.7
Ледяная внучка,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),6.906,45054,,6.1,0
Незваный друг,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),7.117,46436,,6.9,0
Пила 10,Ужасы,Триллер,Кровавые слэшеры,Новинки (2020–2025),6.866,5080630,Saw X,6.6,6.5
Связи нет,Ужасы,Триллер,Кровавые слэшеры,Новинки (2020–2025),7.451,465649,Disconnect,7.5,6.7
Омут,Ужасы,Триллер,Психологические,Современное кино (2000–2020),5.078,4913135,,4.5,0
Хеллсинг,Ужасы,Боевик (Экшен),Сверхъестественные,Современное кино (2000–2020),0,4395306,Hellsing,0,0
Огонь из преисподней,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),6.051,4386,Fire Down Below,5.2,3.5
Недетский дом,Ужасы,Детектив,Сверхъестественные,Новинки (2020–2025),6.679,4680791,,0,0
Страшно красив,Ужасы,Триллер,Психологические,Новинки (2020–2025),6.256,450470,Beastly,5.5,3.6
Тень вампира,Ужасы,Комедия,Сверхъестественные,Современное кино (2000–2020),6.806,825,Shadow of the Vampire,6.9,6.9
Первая ведьма,Ужасы,Триллер,Оккультные,Новинки (2020–2025),6.072,1145122,The Wretched,5.8,6.2
Ведьма из Блэр: Новая глава,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),4.893,922302,Blair Witch,5,5.3
Кристина,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),7.164,4079,Christine,6.8,6.2
Врата в 3D,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),6.121,422398,The Hole,5.7,6.4
Суходол,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),5.952,574888,,6.2,0
Василиса,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),5.706,676363,,4.6,0
Астрал 3,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.809,798277,Insidious: Chapter 3,6.1,5.6
Оверлорд,Ужасы,Военный,Сверхъестественные,Современное кино (2000–2020),6.314,1047365,Overlord,6.6,6.7
Божественная ярость,Ужасы,Боевик (Экшен),Сверхъестественные,Современное кино (2000–2020),6.708,1112788,Saja,6.3,5.5
Пираньи 3D,Ужасы,Фантастика,Кровавые слэшеры,Современное кино (2000–2020),5.35,171728,Piranha 3D,5.5,6.2
Обряд,Ужасы,Триллер,Оккультные,Современное кино (2000–2020),6.517,464279,The Rite,6,4.3
Змеиный источник,Ужасы,Фэнтези,Сверхъестественные,Классика (до 2000 года),6.848,41649,,6.5,0
Адское дитя,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),4.796,674416,Hell Baby,4.9,4.5
Темная вода,Ужасы,Драма,Психологические,Современное кино (2000–2020),6.117,71076,Dark Water,5.6,5.6
Бал вампиров,Ужасы,Комедия,Сверхъестественные,Классика (до 2000 года),7.568,11622,Dance of the Vampires,7,6.5
Оборотень,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),8.005,492613,Teen Wolf,7.7,0
Обитатели,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),4.874,992614,The Lodgers,5.1,5.8
Пункт назначения: Смайл,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),5.385,973148,Polaroid,5.2,2.4
Под водой,Ужасы,Фантастика,Кровавые слэшеры,Новинки (2020–2025),6.074,1031442,Underwater,5.9,5.3
Средь бела дня,Ужасы,Детектив,Сверхъестественные,Современное кино (2000–2020),5.599,454079,The Cold Light of Day,4.9,2.9
Ужасвин,Ужасы,Комедия,Кровавые слэшеры,Новинки (2020–2025),0,252627,Horrorween,4.3,0
Хостел 3,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),4.78,419633,Hostel: Part III,4.6,6.3
Уиджи. Доска Дьявола,Ужасы,Фантастика,Оккультные,Современное кино (2000–2020),4.875,462398,Ouija,4.5,3.2
Тебе стоило уйти,Ужасы,Фантастика,Психологические,Новинки (2020–2025),5.614,1139531,You Should Have Left,5.4,4.9
Дом ночных призраков,Ужасы,Детектив,Сверхъестественные,Классика (до 2000 года),6.575,3546,House on Haunted Hill,5.6,4.7
Проклятие Спящей красавицы,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),4.336,863713,The Curse of Sleeping Beauty,4.3,4.1
Планета страха,Ужасы,Боевик (Экшен),Кровавые слэшеры,Современное кино (2000–2020),6.737,273063,Planet Terror,7,6.3
Обитель зла,Ужасы,Боевик (Экшен),Кровавые слэшеры,Современное кино (2000–2020),7.562,801,Resident Evil,6.6,4.6
Хэллоуин убивает,Ужасы,Боевик (Экшен),Кровавые слэшеры,Новинки (2020–2025),5.356,1287542,Halloween Kills,5.5,5
Счастливого нового дня смерти,Ужасы,Фантастика,Кровавые слэшеры,Современное кино (2000–2020),6.208,1121425,Happy Death Day 2 U,6.2,6.1
Игрушечная история ужаса,Ужасы,Комедия,Психологические,Современное кино (2000–2020),0,5378565,,0,0
Астрал,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),6.801,495892,Insidious,6.8,6
Обитель зла: Вырождение,Ужасы,Фантастика,Кровавые слэшеры,Современное кино (2000–2020),6.762,405450,Baiohazâdo: Dijenerêshon,6.4,5.4
Уиджи: Проклятие Вероники,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),5.426,992173,Verónica,6.2,7.2
Тайна темной комнаты,Ужасы,Детектив,Сверхъестественные,Новинки (2020–2025),5.983,803433,,6.3,0
Крик 2,Ужасы,Детектив,Кровавые слэшеры,Классика (до 2000 года),6.795,3784,Scream 2,6.3,6.9
Челюсти 3D,Ужасы,Триллер,Кровавые слэшеры,Классика (до 2000 года),4.305,518047,Shark Night 3D,4.1,3.7
Чертово колесо,Ужасы,Триллер,Психологические,Новинки (2020–2025),6.212,294993,,5.5,0
Полустанок,Ужасы,Драма,Психологические,Современное кино (2000–2020),6.969,43109,,6.9,0
2001 маньяк,Ужасы,Комедия,Кровавые слэшеры,Современное кино (2000–2020),5.181,5119,2001 Maniacs,5.3,6.1
История одного вампира,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),5.99,102393,Cirque du Freak: The Vampire's Assistant,5.8,4.9
Черная смерть,Ужасы,Исторический,Сверхъестественные,Современное кино (2000–2020),6.675,404200,Black Death,6.4,6.3
Колония,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),5.469,420938,The Colony,5.3,4
Спираль,Ужасы,Детектив,Кровавые слэшеры,Новинки (2020–2025),6.339,1378941,Uzumaki,6.4,0
Проклятие: Обитель смерти,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),5.765,679978,Malevolent,4.9,5.3
Секретный эксперимент,Ужасы,Фантастика,Психологические,Новинки (2020–2025),4.98,606686,Banshee Chapter,5.4,6.3
Добро пожаловать в капкан,Ужасы,Триллер,Кровавые слэшеры,Новинки (2020–2025),6.255,572772,Welcome to the Punch,6.1,5.7
Ужастики,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),6.215,463237,Goosebumps,6.3,6.4
Муха 2,Ужасы,Фантастика,Психологические,Классика (до 2000 года),5.708,7428,The Fly II,5.2,4.6
Поворот не туда 2: Тупик,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),5.608,258708,Wrong Turn 2: Dead End,5.5,6.4
Видения,Ужасы,Триллер,Психологические,Современное кино (2000–2020),5.709,770693,Visions,5.3,4.9
Один пропущенный звонок,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),6.539,49221,Chakushin ari,6.2,5.3
Армия мертвецов,Ужасы,Боевик (Экшен),Сверхъестественные,Новинки (2020–2025),5.9,428683,Army of the Dead,5.8,6.1
Хозяева,Ужасы,Триллер,Кровавые слэшеры,Новинки (2020–2025),4.133,1226603,Hosts,4.3,7.1
Людоед,Ужасы,Триллер,Кровавые слэшеры,Новинки (2020–2025),7.059,8907,Ravenous,6.9,6
Рассвет мертвецов,Ужасы,Фантастика,Кровавые слэшеры,Классика (до 2000 года),7.264,36544,Dawn of the Dead,7.2,6.8
Крикуны,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),7.062,28214,Screamers,6.3,4.6
Дракула 2000,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),6.094,17176,Dracula 2000,4.9,3.6
Визит,Ужасы,Триллер,Психологические,Современное кино (2000–2020),6.245,838043,The Visit,6.3,5.9
Куджо,Ужасы,Триллер,Психологические,Классика (до 2000 года),6.38,4082,Cujo,6.1,5.8
Идеальная игрушка,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),6.438,85045,Life-Size,5.6,0
Оно,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),7.299,453397,It,7.3,7.3
Лес самоубийц,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),6.894,820035,The Sea of Trees,6.1,4.1
Бабай,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),4.208,810642,,4.7,0
У холмов есть глаза,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),6.569,160931,The Hills Have Eyes,6.4,5.5
Другие,Ужасы,Триллер,Психологические,Современное кино (2000–2020),7.921,494,The Others,7.6,7.3
Лица в толпе,Ужасы,Триллер,Психологические,Современное кино (2000–2020),6.636,488184,Faces in the Crowd,5.7,3.2
Муха,Ужасы,Фантастика,Психологические,Классика (до 2000 года),7.6
Собака Павлова,Ужасы,Триллер,Психологические,Новинки (2020–2025),6.763,411710,,6.5,0
Лунатики,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),6.832,4934925,,0,0
Обитель проклятых,Ужасы,Триллер,Оккультные,Современное кино (2000–2020),7.276,572035,Stonehearst Asylum,6.8,5.4
Коралина в стране кошмаров,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),7.775,49166,Coraline,7.8,7.8
Вкус ночи,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),6.269,542576,Wir sind die Nacht,6.2,5.7
Девушка с косой,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),6.264,1047305,,5.4,0
Пыль,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),6.992,161143,,7.1,0
Некромант,Ужасы,Фэнтези,Оккультные,Новинки (2020–2025),5.769,1061064,Nekrotronic,5.6,5.3
Пропавшие среди живых,Ужасы,Фантастика,Кровавые слэшеры,Новинки (2020–2025),6.932,43308,,5.7,0
Клоуны-убийцы из космоса,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),6.152,33468,Killer Klowns from Outer Space,6.2,6.4
Пираньи 3DD,Ужасы,Комедия,Кровавые слэшеры,Современное кино (2000–2020),3.333,565993,Piranha 3DD,3.8,3.4
Пила 8,Ужасы,Детектив,Кровавые слэшеры,Современное кино (2000–2020),6.109,810679,Jigsaw,5.7,4.8
Багровый пик,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),6.684,721153,Crimson Peak,6.5,6.6
Паранормальное явление: Ночь в Токио,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),5.582,569977,Paranômaru akutibiti: Dai-2-shô - Tokyo Night,5.1,0
Остров фантазий,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),5.767,462193,Fantasy Island,4.9,3.4
Галлоуз Хилл,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),4.941,707064,Gallows Hill,5.2,3.5
Телесеть,Ужасы,Детектив,Сверхъестественные,Современное кино (2000–2020),7.69,520,Network,8.1,8.6
Отмель,Ужасы,Приключения,Психологические,Современное кино (2000–2020),6.339,928626,The Shallows,6.3,6.5
Сдается дом со всеми неудобствами,Ужасы,Комедия,Сверхъестественные,Новинки (2020–2025),5.875,904657,,0,0
Ребенок Розмари,Ужасы,Триллер,Психологические,Классика (до 2000 года),7.654,8425,Rosemary's Baby,8,8.9
Осторожнее с желаниями,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),5.863,507586,Careful What You Wish For,5.6,4.3
Убийственная мультипликация,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),6.631,764046,Deo weptun: yegosarin,6.2,0
Крик 3,Ужасы,Детектив,Кровавые слэшеры,Современное кино (2000–2020),6.38,2259,Scream 3,5.7,5.4
Пустой человек,Ужасы,Детектив,Сверхъестественные,Новинки (2020–2025),6.007,992507,The Empty Man,6.2,5.8
Doom: Аннигиляция,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),4.25,1141782,Doom: Annihilation,3.8,5
Дурной глаз,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),6.348,4396122,Nocebo,5.8,6.4
Оцепеневшие от страха,Ужасы,Триллер,Психологические,Современное кино (2000–2020),6.084,1068448,Aterrados,6.5,7.2
Карнавал душ,Ужасы,Триллер,Психологические,Классика (до 2000 года),6.945,226228,Carnival of Souls,7,7.2
Проклятие,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),6.576,71065,The Grudge,5.9,5.1
Поворот не туда 5,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),4.113,679271,Wrong Turn 5,4.1,4
Дом призраков,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),5.118,891017,Ghost House,4.7,5.1
Кукольник,Ужасы,Детектив,Кровавые слэшеры,Новинки (2020–2025),5.99,4528911,,0,0
Невидимка,Ужасы,Фантастика,Психологические,Новинки (2020–2025),6.883,5080,Hollow Man,5.9,4.3
Поворот не туда 4,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),4.382,586138,Wrong Turn 4: Bloody Beginnings,4.5,5.3
Последний человек на Земле,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),6.826,804728,The Last Man on Earth,7.4,0
Титан,Ужасы,Фантастика,Кровавые слэшеры,Новинки (2020–2025),5.185,930555,The Titan,4.8,3.9
Американский оборотень в Париже,Ужасы,Фэнтези,Сверхъестественные,Классика (до 2000 года),6.609,14941,An American Werewolf in Paris,5.1,3.6
Незнакомцы: Жестокие игры,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),5.13,425102,The Strangers: Prey at Night,5.3,5
Обитель теней,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),7.117,992500,Marrowbone,6.7,5.4
Человеческая многоножка 3,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),3.877,599868,The Human Centipede III (Final Sequence),2.7,3.2
Гремлины,Ужасы,Комедия,Сверхъестественные,Классика (до 2000 года),7.364,7114,Gremlins,7.3,7.5
Наш дом,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),7.36,499939,Nosso Lar,6.4,0
День мертвых,Ужасы,Фантастика,Кровавые слэшеры,Классика (до 2000 года),6.972,2046399,,6,0
От заката до рассвета 2: Кровавые деньги из Техаса,Ужасы,Боевик (Экшен),Сверхъестественные,Классика (до 2000 года),5.056,77154,From Dusk Till Dawn 2: Texas Blood Money,4.2,3.4
Исполнитель желаний,Ужасы,Фэнтези,Сверхъестественные,Классика (до 2000 года),6.576,21755,Wishmaster,5.9,3.7
Искатели могил,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),6.386,557958,Grave Encounters,6.1,5.5
Голем,Ужасы,Фэнтези,Оккультные,Классика (до 2000 года),6.464,916315,The Limehouse Golem,6.3,6.5
Граф Монтенегро,Ужасы,Фэнтези,Сверхъестественные,Классика (до 2000 года),5.848,271793,,4.6,0
Призрак виллы Натхов,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),7.764,281032,Bhoothnath,6.4,0
Искатели могил 2,Ужасы,Криминал,Кровавые слэшеры,Новинки (2020–2025),5.364,690133,Grave Encounters 2,5.1,3.9
Мрачные небеса,Ужасы,Фантастика,Психологические,Современное кино (2000–2020),6.219,680185,Dark Skies,6.3,4.9
Секта,Ужасы,Триллер,Оккультные,Новинки (2020–2025),5.698,1264122,Il nido,5.9,0
Игры мотыльков,Ужасы,Триллер,Психологические,Новинки (2020–2025),6.882,94729,,6.7,0
Иччи,Ужасы,Криминал,Кровавые слэшеры,Современное кино (2000–2020),6.168,1291214,,5.8,0
Аполлон 18,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),6.053,571324,Apollo 18,5.2,4
Чужие против Хищника: Реквием,Ужасы,Фантастика,Кровавые слэшеры,Современное кино (2000–2020),5.128,251878,AVPR: Aliens vs Predator - Requiem,4.6,3.2
Из темноты,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.231,759665,Out of the Dark,4.8,4.4
Домашнее видео,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),5.584,655618,Sex Tape,5.1,4.1
Пила 3D,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),6.607,470156,Saw 3D,5.5,3.5
Черное Рождество,Ужасы,Триллер,Кровавые слэшеры,Классика (до 2000 года),3.813,1273173,Black Christmas,3.5,4.7
Кто там,Ужасы,Триллер,Психологические,Новинки (2020–2025),5.715,838926,Knock Knock,4.9,0
