Варавва,Исторический,Драма,Эпические саги,Классика (до 2000 года),7.0
Русь изначальная,Исторический,Фэнтези,Эпические саги,Новинки (2020–2025),7.4
Библия,Исторический,Драма,Эпические саги,Классика (до 2000 года),7.4
Иван Грозный,Исторический,Биографический,Эпические саги,Классика (до 2000 года),7.9
Последняя дуэль,Исторический,Драма,Эпические саги,Новинки (2020–2025),7.3
Падение последней империи,Исторический,Драма,Эпические саги,Новинки (2020–2025),6.3
Потоп,Исторический,Военный,Военные события,Классика (до 2000 года),8.0
Бен-Гур,Исторический,Драма,Эпические саги,Классика (до 2000 года),8.3
Борис Годунов,Исторический,Драма,Эпические саги,Классика (до 2000 года),7.2
Томирис,Исторический,Боевик (Экшен),Военные события,Современное кино (2000–2020),6.9
Викинги,Исторический,Боевик (Экшен),Эпические саги,Современное кино (2000–2020),8.4
Князь Владимир,Исторический,Биографический,Эпические саги,Новинки (2020–2025),6.3
Викинг,Исторический,Боевик (Экшен),Эпические саги,Современное кино (2000–2020),6.7
Орда,Исторический,Военный,Военные события,Современное кино (2000–2020),6.6
Последний самурай,Исторический,Военный,Военные события,Современное кино (2000–2020),7.8
Робин Гуд,Исторический,Боевик (Экшен),Эпические саги,Современное кино (2000–2020),6.9
Война и мир,Исторический,Военный,Военные события,Классика (до 2000 года),8.3
Союз спасения,Исторический,Военный,Военные события,Современное кино (2000–2020),5.9
Баджирао и Мастани,Исторический,Мелодрама,Эпические саги,Современное кино (2000–2020),8.1
Проклятие золотого цветка,Исторический,Боевик (Экшен),Эпические саги,Современное кино (2000–2020),7.4
Василий Буслаев,Исторический,Приключения,Эпические саги,Новинки (2020–2025),5.6
Дружинники,Исторический,Боевик (Экшен),Военные события,Новинки (2020–2025),5.9
Тарас Бульба,Исторический,Военный,Военные события,Современное кино (2000–2020),6.7
Рожденный стать королем,Исторический,Драма,Эпические саги,Новинки (2020–2025),6.9
Баллада о доблестном рыцаре Айвенго,Исторический,Приключения,Эпические саги,Классика (до 2000 года),7.3
Помпеи,Исторический,Боевик (Экшен),Эпические саги,Современное кино (2000–2020),5.9
В начале славных дел,Исторический,Драма,Эпические саги,Классика (до 2000 года),7.8
Конец атамана,Исторический,Военный,Военные события,Новинки (2020–2025),5.4
Зима в огне,Исторический,Военный,Военные события,Современное кино (2000–2020),8.2
Первый король Рима,Исторический,Боевик (Экшен),Эпические саги,Современное кино (2000–2020),6.8
Принцесса де Монпансье,Исторический,Мелодрама,Военные события,Современное кино (2000–2020),6.9
Фараон,Исторический,Драма,Эпические саги,Классика (до 2000 года),8.1
Огнем и мечом,Исторический,Военный,Военные события,Классика (до 2000 года),7.4
Врач,Исторический,Приключения,Эпические саги,Современное кино (2000–2020),7.7
Гладиатор,Исторический,Боевик (Экшен),Эпические саги,Современное кино (2000–2020),8.6
Фаренгейт 9/11,Исторический,Военный,Военные события,Современное кино (2000–2020),6.9
Генрих Наваррский,Исторический,Драма,Военные события,Классика (до 2000 года),7.7
Аббатство Даунтон,Исторический,Драма,Эпические саги,Современное кино (2000–2020),7.4
Королевство викингов,Исторический,Боевик (Экшен),Эпические саги,Современное кино (2000–2020),3.7
Легенда о Коловрате,Исторический,Боевик (Экшен),Эпические саги,Современное кино (2000–2020),6.3
Новый Вавилон,Исторический,Драма,Военные события,Классика (до 2000 года),7.2
Войско Мын Бала,Исторический,Военный,Военные события,Современное кино (2000–2020),6.9
Новый Свет,Исторический,Драма,Эпические саги,Современное кино (2000–2020),7.6
Амистад,Исторический,Драма,Культурные драмы,Классика (до 2000 года),7.6
Легенда о Тиле. Фильм первый — Пепел Клааса,Исторический,Приключения,Эпические саги,Классика (до 2000 года),7.3
Конец Санкт-Петербурга,Исторический,Драма,Военные события,Классика (до 2000 года),7.2
Русский бунт,Исторический,Драма,Военные события,Современное кино (2000–2020),6.9
Троя,Исторический,Военный,Военные события,Современное кино (2000–2020),7.7
Цареубийца,Исторический,Триллер,Эпические саги,Новинки (2020–2025),6.8
Франкофония,Исторический,Военный,Военные события,Современное кино (2000–2020),6.8
Илья Муромец,Исторический,Фэнтези,Эпические саги,Классика (до 2000 года),7.9
Молот богов,Исторический,Боевик (Экшен),Военные события,Современное кино (2000–2020),5.4
Джодха и Акбар,Исторический,Мелодрама,Эпические саги,Современное кино (2000–2020),7.9
Королева Марго,Исторический,Драма,Эпические саги,Классика (до 2000 года),7.7
1612: Хроники Смутного времени,Исторический,Военный,Военные события,Современное кино (2000–2020),5.9
Битва у Красной скалы,Исторический,Военный,Военные события,Современное кино (2000–2020),7.9
Роб Рой,Исторический,Драма,Эпические саги,Классика (до 2000 года),7.6
Король,Исторический,Военный,Военные события,Современное кино (2000–2020),7.4
Нюрнбергский процесс,Исторический,Драма,Военные события,Классика (до 2000 года),8.2
Русский ковчег,Исторический,Драма,Культурные драмы,Современное кино (2000–2020),7.8
Человек с киноаппаратом,Исторический,Драма,Культурные драмы,Классика (до 2000 года),7.9
Даурия,Исторический,Военный,Военные события,Классика (до 2000 года),7.4
Клеопатра,Исторический,Биографический,Эпические саги,Классика (до 2000 года),7.6
