
Муха,Ужасы,Фантастика,Психологические,Классика (до 2000 года),7.6Кукла,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),4.6
Слизняк,Ужасы,Фантастика,Кровавые слэшеры,Новинки (2020–2025),3.2
З/Л/О 3. Новый вирус,Ужасы,Фантастика,Кровавые слэшеры,Новинки (2020–2025),5.9
Зловещие мертвецы 3: Армия тьмы,Ужасы,Фэнтези,Сверхъестественные,Классика (до 2000 года),7.4
Слушатель,Ужасы,Триллер,Психологические,Новинки (2020–2025),5.4
Доктор Джекилл и мистер Хайд,Ужасы,Фантастика,Психологические,Классика (до 2000 года),7.6
Ученик чудовища,Ужасы,Криминал,Кровавые слэшеры,Новинки (2020–2025),5.9
Топор,Ужасы,Комедия,Кровавые слэшеры,Современное кино (2000–2020),5.9
Оборотни,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),5.8
Бобры-зомби,Ужасы,Комедия,Кровавые слэшеры,Современное кино (2000–2020),5.3
Мешок без дна,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),6.1
Нечто,Ужасы,Фантастика,Психологические,Классика (до 2000 года),7.2
Абатуар. Лабиринт страха,Ужасы,Детектив,Сверхъестественные,Современное кино (2000–2020),5.2
Тринадцать привидений,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),6.6
База «Клейтон»,Ужасы,Фантастика,Психологические,Новинки (2020–2025),5.3
Мешок с костями,Ужасы,Детектив,Сверхъестественные,Современное кино (2000–2020),6.8
Синистер,Ужасы,Детектив,Оккультные,Современное кино (2000–2020),6.8
Судная ночь 3,Ужасы,Боевик (Экшен),Кровавые слэшеры,Современное кино (2000–2020),6.1
Повелители Салема,Ужасы,Триллер,Оккультные,Современное кино (2000–2020),5.6
Призраки войны,Ужасы,Военный,Сверхъестественные,Новинки (2020–2025),5.6
Ведьма из Блэр: Курсовая с того света,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.2
Поворот не туда,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),6.5
Артефакт,Ужасы,Фантастика,Психологические,Новинки (2020–2025),4.9
Техасская резня бензопилой: Кожаное лицо,Ужасы,Триллер,Кровавые слэшеры,Новинки (2020–2025),5.1
Судная ночь навсегда,Ужасы,Боевик (Экшен),Кровавые слэшеры,Новинки (2020–2025),5.9
Треугольник,Ужасы,Фантастика,Психологические,Современное кино (2000–2020),6.8
Репродукция,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),5.3
Девушка в подвале,Ужасы,Драма,Психологические,Новинки (2020–2025),5.7
Ведьма,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),6.9
Кукла 2: Брамс,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),4.7
Одержимость,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),5.3
Явление,Ужасы,Фантастика,Психологические,Современное кино (2000–2020),5.6
Хребет дьявола,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),7.7
Русалка. Озеро мертвых,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),5.1
Адский бункер,Ужасы,Военный,Сверхъестественные,Новинки (2020–2025),4.9
Песочный человек,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),5.9
Постарайся остаться живым,Ужасы,Фантастика,Кровавые слэшеры,Новинки (2020–2025),5.9
Дом 1000 трупов,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),6.6
Тихое место,Ужасы,Фантастика,Психологические,Современное кино (2000–2020),7.5
Дрожь земли,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),7.3
Гости,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),5.8
Цвет из иных миров,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),6.8
Убежище,Ужасы,Фантастика,Психологические,Новинки (2020–2025),6.1
Хэллоуин 2007,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),6.5
Колдовское озеро,Ужасы,Фэнтези,Оккультные,Новинки (2020–2025),5.2
Синевир,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),4.4
Сказка про темноту,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),5.5
Пиковая дама: Черный обряд,Ужасы,Триллер,Оккультные,Новинки (2020–2025),4.9
Уиджи. Проклятие доски дьявола,Ужасы,Фэнтези,Оккультные,Современное кино (2000–2020),6.2
Пиковая дама,Ужасы,Фэнтези,Оккультные,Современное кино (2000–2020),5.3
Дом-монстр,Ужасы,Семейный,Сверхъестественные,Современное кино (2000–2020),7.3
Вальдо,Ужасы,Триллер,Психологические,Новинки (2020–2025),5.9
Не стучи дважды,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),5.4
Пустой дом,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),3.7
Инфекция,Ужасы,Фантастика,Кровавые слэшеры,Новинки (2020–2025),4.6
Сонная Лощина,Ужасы,Детектив,Сверхъестественные,Классика (до 2000 года),7.7
Плетеный человек,Ужасы,Детектив,Оккультные,Классика (до 2000 года),7.6
Пила: Игра на выживание,Ужасы,Триллер,Психологические,Современное кино (2000–2020),6.6
И гаснет свет...,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),6.1
Астрал: Глава 2,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),6.3
Медсестра,Ужасы,Триллер,Психологические,Новинки (2020–2025),5.9
Привязанные к дому,Ужасы,Комедия,Сверхъестественные,Современное кино (2000–2020),7.1
Ледяная внучка,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),6.1
Незваный друг,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),5.1
Пила 10,Ужасы,Триллер,Кровавые слэшеры,Новинки (2020–2025),6.8
Связи нет,Ужасы,Триллер,Кровавые слэшеры,Новинки (2020–2025),5.4
Омут,Ужасы,Триллер,Психологические,Современное кино (2000–2020),5.7
Хеллсинг,Ужасы,Боевик (Экшен),Сверхъестественные,Современное кино (2000–2020),7.8
Огонь из преисподней,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),5.1
Недетский дом,Ужасы,Детектив,Сверхъестественные,Новинки (2020–2025),5.4
Страшно красив,Ужасы,Триллер,Психологические,Новинки (2020–2025),5.7
Тень вампира,Ужасы,Комедия,Сверхъестественные,Современное кино (2000–2020),7.1
Первая ведьма,Ужасы,Триллер,Оккультные,Новинки (2020–2025),6.7
Ведьма из Блэр: Новая глава,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.3
Кристина,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),6.8
Врата в 3D,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),2.9
Суходол,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),5.3
Василиса,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),5.9
Астрал 3,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.9
Оверлорд,Ужасы,Военный,Сверхъестественные,Современное кино (2000–2020),6.7
Божественная ярость,Ужасы,Боевик (Экшен),Сверхъестественные,Современное кино (2000–2020),6.3
Пираньи 3D,Ужасы,Фантастика,Кровавые слэшеры,Современное кино (2000–2020),5.9
Обряд,Ужасы,Триллер,Оккультные,Современное кино (2000–2020),6.7
Змеиный источник,Ужасы,Фэнтези,Сверхъестественные,Классика (до 2000 года),4.6
Адское дитя,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.9
Темная вода,Ужасы,Драма,Психологические,Современное кино (2000–2020),7.1
Бал вампиров,Ужасы,Комедия,Сверхъестественные,Классика (до 2000 года),7.6
Оборотень,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),5.7
Обитатели,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),5.8
Пункт назначения: Смайл,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),6.1
Под водой,Ужасы,Фантастика,Кровавые слэшеры,Новинки (2020–2025),5.4
Средь бела дня,Ужасы,Детектив,Сверхъестественные,Современное кино (2000–2020),5.3
Ужасвин,Ужасы,Комедия,Кровавые слэшеры,Новинки (2020–2025),3.7
Хостел 3,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),4.6
Уиджи. Доска Дьявола,Ужасы,Фантастика,Оккультные,Современное кино (2000–2020),6.6
Тебе стоило уйти,Ужасы,Фантастика,Психологические,Новинки (2020–2025),5.7
Дом ночных призраков,Ужасы,Детектив,Сверхъестественные,Классика (до 2000 года),6.9
Проклятие Спящей красавицы,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),4.8
Планета страха,Ужасы,Боевик (Экшен),Кровавые слэшеры,Современное кино (2000–2020),6.9
Обитель зла,Ужасы,Боевик (Экшен),Кровавые слэшеры,Современное кино (2000–2020),6.0
Хэллоуин убивает,Ужасы,Боевик (Экшен),Кровавые слэшеры,Новинки (2020–2025),5.8
Счастливого нового дня смерти,Ужасы,Фантастика,Кровавые слэшеры,Современное кино (2000–2020),6.8
Игрушечная история ужаса,Ужасы,Комедия,Психологические,Современное кино (2000–2020),6.8
Астрал,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),6.8
Обитель зла: Вырождение,Ужасы,Фантастика,Кровавые слэшеры,Современное кино (2000–2020),6.8
Уиджи: Проклятие Вероники,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),6.3
Тайна темной комнаты,Ужасы,Детектив,Сверхъестественные,Новинки (2020–2025),5.3
Крик 2,Ужасы,Детектив,Кровавые слэшеры,Классика (до 2000 года),6.9
Челюсти 3D,Ужасы,Триллер,Кровавые слэшеры,Классика (до 2000 года),5.2
Чертово колесо,Ужасы,Триллер,Психологические,Новинки (2020–2025),5.4
Полустанок,Ужасы,Драма,Психологические,Современное кино (2000–2020),5.9
2001 маньяк,Ужасы,Комедия,Кровавые слэшеры,Современное кино (2000–2020),5.4
История одного вампира,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),5.3
Черная смерть,Ужасы,Исторический,Сверхъестественные,Современное кино (2000–2020),6.6
Колония,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),3.9
Спираль,Ужасы,Детектив,Кровавые слэшеры,Новинки (2020–2025),5.3
Проклятие: Обитель смерти,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),4.7
Секретный эксперимент,Ужасы,Фантастика,Психологические,Новинки (2020–2025),3.7
Добро пожаловать в капкан,Ужасы,Триллер,Кровавые слэшеры,Новинки (2020–2025),5.2
Ужастики,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),6.4
Муха 2,Ужасы,Фантастика,Психологические,Классика (до 2000 года),6.5
Поворот не туда 2: Тупик,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),5.9
Видения,Ужасы,Триллер,Психологические,Современное кино (2000–2020),5.5
Один пропущенный звонок,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),6.5
Армия мертвецов,Ужасы,Боевик (Экшен),Сверхъестественные,Новинки (2020–2025),6.3
Хозяева,Ужасы,Триллер,Кровавые слэшеры,Новинки (2020–2025),5.3
Людоед,Ужасы,Триллер,Кровавые слэшеры,Новинки (2020–2025),5.6
Рассвет мертвецов,Ужасы,Фантастика,Кровавые слэшеры,Классика (до 2000 года),7.7
Крикуны,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),6.2
Дракула 2000,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),5.8
Визит,Ужасы,Триллер,Психологические,Современное кино (2000–2020),6.3
Куджо,Ужасы,Триллер,Психологические,Классика (до 2000 года),6.7
Идеальная игрушка,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),5.3
Оно,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),7.0
Лес самоубийц,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.2
Бабай,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),5.9
У холмов есть глаза,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),6.6
Другие,Ужасы,Триллер,Психологические,Современное кино (2000–2020),7.7
Лица в толпе,Ужасы,Триллер,Психологические,Современное кино (2000–2020),5.8
Собака Павлова,Ужасы,Триллер,Психологические,Новинки (2020–2025),5.9
Лунатики,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),5.9
Обитель проклятых,Ужасы,Триллер,Оккультные,Современное кино (2000–2020),6.4
Коралина в стране кошмаров,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),7.8
Вкус ночи,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),5.4
Девушка с косой,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),6.8
Пыль,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),4.6
Некромант,Ужасы,Фэнтези,Оккультные,Новинки (2020–2025),5.3
Пропавшие среди живых,Ужасы,Фантастика,Кровавые слэшеры,Новинки (2020–2025),5.9
Клоуны-убийцы из космоса,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),6.9
Пираньи 3DD,Ужасы,Комедия,Кровавые слэшеры,Современное кино (2000–2020),4.6
Пила 8,Ужасы,Детектив,Кровавые слэшеры,Современное кино (2000–2020),5.7
Багровый пик,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),6.9
Паранормальное явление: Ночь в Токио,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),5.7
Остров фантазий,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),5.2
Галлоуз Хилл,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),4.7
Телесеть,Ужасы,Детектив,Сверхъестественные,Современное кино (2000–2020),6.9
Отмель,Ужасы,Приключения,Психологические,Современное кино (2000–2020),6.7
Сдается дом со всеми неудобствами,Ужасы,Комедия,Сверхъестественные,Новинки (2020–2025),5.4
Ребенок Розмари,Ужасы,Триллер,Психологические,Классика (до 2000 года),7.9
Осторожнее с желаниями,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),5.5
Убийственная мультипликация,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),6.8
Крик 3,Ужасы,Детектив,Кровавые слэшеры,Современное кино (2000–2020),6.6
Пустой человек,Ужасы,Детектив,Сверхъестественные,Новинки (2020–2025),5.8
Doom: Аннигиляция,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),2.9
Дурной глаз,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),5.3
Оцепеневшие от страха,Ужасы,Триллер,Психологические,Современное кино (2000–2020),6.8
Карнавал душ,Ужасы,Триллер,Психологические,Классика (до 2000 года),6.9
Проклятие,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),6.6
Поворот не туда 5,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),4.6
Дом призраков,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),3.6
Кукольник,Ужасы,Детектив,Кровавые слэшеры,Новинки (2020–2025),5.7
Невидимка,Ужасы,Фантастика,Психологические,Новинки (2020–2025),6.7
Поворот не туда 4,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),4.8
Последний человек на Земле,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),6.9
Титан,Ужасы,Фантастика,Кровавые слэшеры,Новинки (2020–2025),6.6
Американский оборотень в Париже,Ужасы,Фэнтези,Сверхъестественные,Классика (до 2000 года),6.4
Незнакомцы: Жестокие игры,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),5.3
Обитель теней,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),4.9
Человеческая многоножка 3,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),2.9
Гремлины,Ужасы,Комедия,Сверхъестественные,Классика (до 2000 года),7.1
Наш дом,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),4.9
День мертвых,Ужасы,Фантастика,Кровавые слэшеры,Классика (до 2000 года),6.8
От заката до рассвета 2: Кровавые деньги из Техаса,Ужасы,Боевик (Экшен),Сверхъестественные,Классика (до 2000 года),5.3
Исполнитель желаний,Ужасы,Фэнтези,Сверхъестественные,Классика (до 2000 года),6.5
Искатели могил,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),4.9
Голем,Ужасы,Фэнтези,Оккультные,Классика (до 2000 года),7.1
Граф Монтенегро,Ужасы,Фэнтези,Сверхъестественные,Классика (до 2000 года),5.7
Призрак виллы Натхов,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),6.1
Искатели могил 2,Ужасы,Криминал,Кровавые слэшеры,Новинки (2020–2025),1.9
Мрачные небеса,Ужасы,Фантастика,Психологические,Современное кино (2000–2020),6.3
Секта,Ужасы,Триллер,Оккультные,Новинки (2020–2025),5.4
Игры мотыльков,Ужасы,Триллер,Психологические,Новинки (2020–2025),5.9
Иччи,Ужасы,Криминал,Кровавые слэшеры,Современное кино (2000–2020),6.9
Аполлон 18,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),5.1
Чужие против Хищника: Реквием,Ужасы,Фантастика,Кровавые слэшеры,Современное кино (2000–2020),5.1
Из темноты,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.3
Домашнее видео,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),5.7
Пила 3D,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),5.5
Черное Рождество,Ужасы,Триллер,Кровавые слэшеры,Классика (до 2000 года),6.9
Кто там,Ужасы,Триллер,Психологические,Новинки (2020–2025),5.3
Пещера,Ужасы,Фантастика,Кровавые слэшеры,Современное кино (2000–2020),5.6
Пазманский дьявол,Ужасы,Боевик (Экшен),Кровавые слэшеры,Современное кино (2000–2020),4.1
Мертвые дочери,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.9
Воскрешая мертвецов,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),5.9
Пирамида,Ужасы,Приключения,Сверхъестественные,Современное кино (2000–2020),5.2
День до,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),6.1
Не дыши 2,Ужасы,Триллер,Психологические,Новинки (2020–2025),5.4
Проклятие Аннабель 3,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.9
Мертвая тишина,Ужасы,Детектив,Сверхъестественные,Современное кино (2000–2020),6.3
Дом с паранормальными явлениями 2,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.3
БайБайМэн,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),4.3
Незваные,Ужасы,Детектив,Психологические,Современное кино (2000–2020),6.7
Кладбище домашних животных,Ужасы,Фэнтези,Сверхъестественные,Классика (до 2000 года),6.6
Крик,Ужасы,Детектив,Кровавые слэшеры,Классика (до 2000 года),7.1
Поворот не туда: Наследие,Ужасы,Триллер,Кровавые слэшеры,Новинки (2020–2025),4.8
Не твое тело,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),5.4
Паранормальное явление,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.9
Заклятие 3: По воле дьявола,Ужасы,Триллер,Оккультные,Новинки (2020–2025),6.7
Забери мою душу 3D,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),2.9
Виселица,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),4.3
Судная ночь. Начало,Ужасы,Боевик (Экшен),Кровавые слэшеры,Современное кино (2000–2020),6.1
Куколка,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),5.4
Пугало,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),5.2
Уцелевшая,Ужасы,Боевик (Экшен),Кровавые слэшеры,Современное кино (2000–2020),6.7
Пришествие дьявола,Ужасы,Триллер,Оккультные,Новинки (2020–2025),3.8
Проклятие 3,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),4.7
Жажда,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),7.1
Техасская резня бензопилой 3D,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),5.1
Истории ужасов,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),6.2
Дело №39,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),6.2
Темнота наступает,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),4.9
Они,Ужасы,Триллер,Психологические,Современное кино (2000–2020),6.7
Трясина,Ужасы,Приключения,Психологические,Новинки (2020–2025),5.4
Цунами 3D,Ужасы,Боевик (Экшен),Кровавые слэшеры,Современное кино (2000–2020),4.6
Крип,Ужасы,Триллер,Психологические,Современное кино (2000–2020),6.7
Залив,Ужасы,Фантастика,Кровавые слэшеры,Современное кино (2000–2020),5.9
Логово зверя,Ужасы,Боевик (Экшен),Кровавые слэшеры,Новинки (2020–2025),6.6
Тихое место 2,Ужасы,Фантастика,Психологические,Новинки (2020–2025),7.1
Исполнение желаний,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),5.9
Носители,Ужасы,Фантастика,Психологические,Современное кино (2000–2020),6.7
Мы,Ужасы,Фантастика,Психологические,Современное кино (2000–2020),6.7
Кассадага,Ужасы,Детектив,Сверхъестественные,Современное кино (2000–2020),5.4
Я вижу тебя,Ужасы,Детектив,Психологические,Современное кино (2000–2020),6.4
Ватиканские записи,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.2
Потерянный рейс,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),5.2
Проклятие: Начало конца,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),5.8
Змеиный полет,Ужасы,Боевик (Экшен),Кровавые слэшеры,Современное кино (2000–2020),5.9
Видеодром,Ужасы,Фантастика,Психологические,Классика (до 2000 года),6.9
Бладрейн,Ужасы,Детектив,Сверхъестественные,Современное кино (2000–2020),6.8
Открытое море,Ужасы,Триллер,Психологические,Современное кино (2000–2020),6.6
Время ведьм,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),5.6
Пирамммида,Ужасы,Приключения,Сверхъестественные,Современное кино (2000–2020),4.6
Нужные вещи,Ужасы,Детектив,Сверхъестественные,Классика (до 2000 года),6.6
Костяной томагавк,Ужасы,Приключения,Кровавые слэшеры,Современное кино (2000–2020),7.1
Счастливого дня смерти,Ужасы,Детектив,Кровавые слэшеры,Современное кино (2000–2020),6.7
Ночной гость,Ужасы,Триллер,Психологические,Новинки (2020–2025),5.9
Мара. Пожиратель снов,Ужасы,Детектив,Сверхъестественные,Современное кино (2000–2020),5.4
Игра Джеральда,Ужасы,Триллер,Психологические,Современное кино (2000–2020),6.7
Восставшие мертвецы,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),7.6
Новые мутанты,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),5.4
Репортаж,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),7.2
Кошмар на улице Вязов 7,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),6.7
Полное превращение,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),6.1
Мертвеход,Ужасы,Фантастика,Кровавые слэшеры,Новинки (2020–2025),5.7
Джиперс Криперс 2,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),5.4
Иногда они возвращаются,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),6.2
Оно 2,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),6.5
Человеческая многоножка 2,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),3.4
Эффект Лазаря,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),5.5
Слендер,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),3.8
Астрал 4: Последний ключ,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.9
Ночные стражи,Ужасы,Фэнтези,Сверхъестественные,Новинки (2020–2025),5.7
Убрать из друзей,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),5.7
Подземелье ведьм,Ужасы,Фэнтези,Оккультные,Новинки (2020–2025),4.3
Пиковая дама. Зазеркалье,Ужасы,Детектив,Сверхъестественные,Современное кино (2000–2020),4.6
Ходячие мертвецы,Ужасы,Фантастика,Сверхъестественные,Современное кино (2000–2020),7.7
Мотель,Ужасы,Триллер,Кровавые слэшеры,Современное кино (2000–2020),3.9
Последнее изгнание дьявола,Ужасы,Триллер,Оккультные,Современное кино (2000–2020),6.2
Камень желаний,Ужасы,Фэнтези,Сверхъестественные,Современное кино (2000–2020),5.6
Никто не выжил,Ужасы,Боевик (Экшен),Кровавые слэшеры,Современное кино (2000–2020),5.4
Взаперти,Ужасы,Триллер,Сверхъестественные,Новинки (2020–2025),4.6
Реинкарнация,Ужасы,Триллер,Сверхъестественные,Современное кино (2000–2020),6.4
Кошмар на улице Вязов 6: Фредди мертв,Ужасы,Фэнтези,Сверхъестественные,Классика (до 2000 года),5.8
Живая мертвечина,Ужасы,Фантастика,Сверхъестественные,Классика (до 2000 года),7.3
Астрал: Новое измерение,Ужасы,Фантастика,Сверхъестественные,Новинки (2020–2025),5.9
У холмов есть глаза 2,Ужасы,Фантастика,Кровавые слэшеры,Современное кино (2000–2020),3.6
