Тысяча слов,Комедия,Фэнтези,Абсурд/Сюр,Современное кино (2000–2020),5.9
Доля ангелов,Комедия,Криминал,Абсурд/Сюр,Современное кино (2000–2020),7.3
Ресторан господина Септима,Комедия,Ужасы,Чёрная комедия,Новинки (2020–2025),6.5
Балбесы,Комедия,Семейный,Семейная,Классика (до 2000 года),7.1
Сапожник,Комедия,Фантастика,Абсурд/Сюр,Современное кино (2000–2020),5.9
Мальчишник: Часть III,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),6.4
Мир входящему,Комедия,Ужасы,Чёрная комедия,Новинки (2020–2025),6.1
Все о мужчинах,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.2
Бархатные ручки,Комедия,Семейный,Семейная,Современное кино (2000–2020),6.2
После дождичка в четверг,Комедия,Приключения,Семейная,Классика (до 2000 года),7.5
Зеленый слоник,Комедия,Криминал,Абсурд/Сюр,Классика (до 2000 года),5.9
Газгольдер. Клубаре,Комедия,Семейный,Пародия/Мемы,Новинки (2020–2025),6.7
Любовь и прочие неприятности,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.1
Ботан и Супербаба,Комедия,Фантастика,Абсурд/Сюр,Классика (до 2000 года),7.1
Душечка,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),6.9
Мисс Бабуля,Комедия,Семейный,Семейная,Современное кино (2000–2020),6.9
Смоки и Бандит,Комедия,Боевик (Экшен),Абсурд/Сюр,Классика (до 2000 года),7.4
Советы с того света,Комедия,Фэнтези,Романтическая,Новинки (2020–2025),6.6
Ёлки-иголки,Комедия,Семейный,Семейная,Новинки (2020–2025),5.7
Махнемся телами,Комедия,Семейный,Семейная,Новинки (2020–2025),6.1
Дети сексу не помеха,Комедия,Семейный,Семейная,Современное кино (2000–2020),5.9
Пришла и говорю,Комедия,Семейный,Семейная,Новинки (2020–2025),6.7
Счастье в конверте,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.3
1+1,Комедия,Драма,Абсурд/Сюр,Современное кино (2000–2020),8.6
Сенсация,Комедия,Детектив,Романтическая,Современное кино (2000–2020),6.7
Пришельцы на чердаке,Комедия,Фантастика,Семейная,Современное кино (2000–2020),6.2
Мой папа псих,Комедия,Семейный,Семейная,Новинки (2020–2025),6.7
День выборов,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),7.5
Голый пистолет 33 1/3: Последний выпад,Комедия,Детектив,Пародия/Мемы,Классика (до 2000 года),7.7
Холостячки в Вегасе,Комедия,Криминал,Чёрная комедия,Современное кино (2000–2020),5.9
Няньки,Комедия,Семейный,Семейная,Новинки (2020–2025),6.1
Любовь от всех болезней,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.1
Большой толстый лгун,Комедия,Приключения,Пародия/Мемы,Современное кино (2000–2020),6.4
Пенелопа,Комедия,Фэнтези,Романтическая,Современное кино (2000–2020),6.9
Крестная мама,Комедия,Криминал,Чёрная комедия,Новинки (2020–2025),6.3
Ночь в Роксбери,Комедия,Мелодрама,Абсурд/Сюр,Классика (до 2000 года),5.7
Пять невест,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.0
Чужие на районе,Комедия,Фантастика,Абсурд/Сюр,Новинки (2020–2025),6.1
Василиса Микулишна,Комедия,Фэнтези,Пародия/Мемы,Новинки (2020–2025),6.3
Голый пистолет 2 1/2: Запах страха,Комедия,Детектив,Пародия/Мемы,Классика (до 2000 года),7.5
Горе-творец,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),5.9
Такси 3,Комедия,Боевик (Экшен),Абсурд/Сюр,Современное кино (2000–2020),6.9
Придурки из Хаззарда,Комедия,Боевик (Экшен),Абсурд/Сюр,Современное кино (2000–2020),5.9
Симпсоны в кино,Комедия,Семейный,Пародия/Мемы,Современное кино (2000–2020),7.4
Бомжиха,Комедия,Драма,Чёрная комедия,Новинки (2020–2025),6.4
Неудачники,Комедия,Приключения,Абсурд/Сюр,Новинки (2020–2025),6.3
Реальные кабаны,Комедия,Приключения,Абсурд/Сюр,Новинки (2020–2025),6.3
Жандарм на отдыхе,Комедия,Семейный,Семейная,Классика (до 2000 года),7.9
Ты водишь!,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),6.3
Высокая мода,Комедия,Мелодрама,Пародия/Мемы,Новинки (2020–2025),5.9
Очень страшное кино 4,Комедия,Ужасы,Пародия/Мемы,Современное кино (2000–2020),5.6
Уроки вождения,Комедия,Драма,Абсурд/Сюр,Современное кино (2000–2020),6.7
Святоша,Комедия,Криминал,Чёрная комедия,Новинки (2020–2025),6.4
Рождественские каникулы,Комедия,Семейный,Семейная,Классика (до 2000 года),7.8
Рядовой Бенджамин,Комедия,Военный,Романтическая,Классика (до 2000 года),6.9
Сидни Уайт,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.8
Доктор Голливуд,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),7.3
Неисправимый лгун,Комедия,Семейный,Абсурд/Сюр,Классика (до 2000 года),7.6
Приходи на меня посмотреть,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.7
Рождество на двоих,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.1
LOL [ржунимагу],Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),5.5
Друг невесты,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.6
Тост,Комедия,Биографический,Семейная,Современное кино (2000–2020),6.8
Большой переполох в маленьком Китае,Комедия,Фэнтези,Абсурд/Сюр,Классика (до 2000 года),7.7
Моя девушка — зомби,Комедия,Ужасы,Чёрная комедия,Новинки (2020–2025),6.7
Миссис Даутфайр,Комедия,Семейный,Семейная,Классика (до 2000 года),7.9
За бортом,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),7.4
Мексиканец,Комедия,Криминал,Романтическая,Современное кино (2000–2020),6.7
Секса не будет!!!,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.5
Под маской жиголо,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.3
Мед в голове,Комедия,Семейный,Семейная,Новинки (2020–2025),7.3
Джеки в царстве женщин,Комедия,Фантастика,Абсурд/Сюр,Современное кино (2000–2020),5.6
Будь моим парнем на пять минут,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.7
Вышибалы,Комедия,Боевик (Экшен),Абсурд/Сюр,Современное кино (2000–2020),6.9
Чиновник,Комедия,Криминал,Чёрная комедия,Новинки (2020–2025),6.7
Проект X: Дорвались,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),6.7
Все могут короли,Комедия,Семейный,Семейная,Новинки (2020–2025),6.9
Свадебный переполох,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),7.6
Паровоз Генерал,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),8.1
Парикмахерша и чудовище,Комедия,Фэнтези,Романтическая,Новинки (2020–2025),6.4
НЛО,Комедия,Фантастика,Абсурд/Сюр,Новинки (2020–2025),5.9
Трое в Нью-Йорке,Комедия,Приключения,Абсурд/Сюр,Новинки (2020–2025),6.4
Невезучие,Комедия,Фэнтези,Абсурд/Сюр,Новинки (2020–2025),5.8
В плену у моды,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),5.9
Розовая пантера 2,Комедия,Детектив,Абсурд/Сюр,Современное кино (2000–2020),5.6
Лимонадный Джо,Комедия,Приключения,Пародия/Мемы,Классика (до 2000 года),7.9
Тридцать три,Комедия,Мелодрама,Абсурд/Сюр,Современное кино (2000–2020),6.4
Когда опаздывают в ЗАГС...,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.2
Добровольцы,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),6.9
Иван Васильевич меняет профессию,Комедия,Фантастика,Абсурд/Сюр,Классика (до 2000 года),8.7
Ресторан по понятиям: Бедный Олигарх,Комедия,Криминал,Чёрная комедия,Новинки (2020–2025),6.7
А вот и Полли,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.7
Билет на Vegas,Комедия,Приключения,Абсурд/Сюр,Новинки (2020–2025),6.6
Старый Новый год,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),7.3
Отпуск,Комедия,Приключения,Семейная,Современное кино (2000–2020),5.9
Инспектор Гулл,Комедия,Детектив,Абсурд/Сюр,Новинки (2020–2025),6.5
Год Свиньи,Комедия,Криминал,Чёрная комедия,Современное кино (2000–2020),6.5
Идеальный голос,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),7.7
Похождения зубного врача,Комедия,Криминал,Абсурд/Сюр,Классика (до 2000 года),6.9
Действуй по обстановке!,Комедия,Военный,Чёрная комедия,Современное кино (2000–2020),6.9
Тариф Новогодний,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.3
Хороший мальчик,Комедия,Криминал,Чёрная комедия,Новинки (2020–2025),6.5
4:0 в пользу Танечки,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.1
Отдамся в хорошие руки,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.0
Батарейки не прилагаются,Комедия,Семейный,Семейная,Новинки (2020–2025),6.7
Упражнения в прекрасном,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.9
Наши любовники,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.3
Что творят мужчины! 2,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),5.9
Индюки: Назад в будущее,Комедия,Фантастика,Абсурд/Сюр,Современное кино (2000–2020),6.4
Опасный бизнес,Комедия,Криминал,Чёрная комедия,Классика (до 2000 года),7.3
ЛОпуХИ: Эпизод первый,Комедия,Криминал,Абсурд/Сюр,Новинки (2020–2025),6.3
Частный курорт,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),5.9
Опять замуж,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.1
Престо,Комедия,Семейный,Абсурд/Сюр,Современное кино (2000–2020),7.9
Поезд вне расписания,Комедия,Фантастика,Абсурд/Сюр,Новинки (2020–2025),6.3
Умереть молодым,Комедия,Криминал,Чёрная комедия,Классика (до 2000 года),7.3
Вид на жительство,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),6.7
Маленький купальщик,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),6.9
Марс атакует!,Комедия,Фантастика,Пародия/Мемы,Классика (до 2000 года),7.1
Ценности семейки Аддамс,Комедия,Семейный,Чёрная комедия,Классика (до 2000 года),7.6
Китайский Новый год,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.0
Даю год,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.3
Сделай шаг: Лови момент,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.2
7 главных желаний,Комедия,Фантастика,Романтическая,Новинки (2020–2025),6.3
Счастья! Здоровья!,Комедия,Семейный,Семейная,Новинки (2020–2025),7.3
Страх и ненависть в Лас-Вегасе,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),7.6
Пережить Рождество,Комедия,Семейный,Романтическая,Современное кино (2000–2020),5.9
Рок-волна,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.4
Агент Джонни Инглиш,Комедия,Боевик (Экшен),Пародия/Мемы,Современное кино (2000–2020),6.8
Замок,Комедия,Семейный,Семейная,Классика (до 2000 года),7.6
Мужчина по вызову 2,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),4.6
Новейший завет,Комедия,Фантастика,Абсурд/Сюр,Современное кино (2000–2020),7.2
Хочу замуж,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),5.9
Чокнутый профессор,Комедия,Фантастика,Абсурд/Сюр,Классика (до 2000 года),7.3
Неадекватные люди,Комедия,Криминал,Чёрная комедия,Современное кино (2000–2020),7.0
Четыре Рождества,Комедия,Семейный,Семейная,Современное кино (2000–2020),6.5
Типа крутые легавые,Комедия,Криминал,Пародия/Мемы,Современное кино (2000–2020),7.4
Джинна вызывали?,Комедия,Фэнтези,Абсурд/Сюр,Новинки (2020–2025),5.9
Рассказы,Комедия,Драма,Абсурд/Сюр,Современное кино (2000–2020),5.8
Большой папа,Комедия,Семейный,Семейная,Классика (до 2000 года),6.9
Ширли-мырли,Комедия,Приключения,Пародия/Мемы,Классика (до 2000 года),7.9
Джей и Молчаливый Боб наносят ответный удар,Комедия,Приключения,Пародия/Мемы,Современное кино (2000–2020),6.9
Убрать перископ,Комедия,Военный,Пародия/Мемы,Классика (до 2000 года),6.8
Детки напрокат,Комедия,Семейный,Семейная,Новинки (2020–2025),6.4
Территория девственниц,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),5.9
Привычка жениться,Комедия,Мелодрама,Чёрная комедия,Новинки (2020–2025),6.7
Мне не больно,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.9
Любовный менеджмент,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.1
Лучшие в аду,Комедия,Фэнтези,Чёрная комедия,Новинки (2020–2025),6.4
Монте-Карло,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),6.4
Самый лучший фильм,Комедия,Боевик (Экшен),Пародия/Мемы,Современное кино (2000–2020),3.9
Чужой билет,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.3
Супруги Морган в бегах,Комедия,Боевик (Экшен),Романтическая,Современное кино (2000–2020),5.7
Жандарм в Нью-Йорке,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),7.6
Бармен из «Золотого якоря»,Комедия,Криминал,Чёрная комедия,Новинки (2020–2025),6.2
Скандинавский форсаж,Комедия,Боевик (Экшен),Пародия/Мемы,Новинки (2020–2025),3.4
Рождество с неудачниками,Комедия,Семейный,Чёрная комедия,Новинки (2020–2025),5.3
Я тебя ненавижу,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.2
Семейка Джонсов,Комедия,Семейный,Семейная,Современное кино (2000–2020),6.8
Сорокалетний девственник,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),7.5
Вундеркинды,Комедия,Семейный,Семейная,Новинки (2020–2025),6.7
Добейся успеха 3: Все или ничего,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.2
Пришельцы в Америке,Комедия,Семейный,Семейная,Современное кино (2000–2020),7.4
Однажды в пустыне,Комедия,Криминал,Чёрная комедия,Новинки (2020–2025),6.4
Дилемма,Комедия,Драма,Чёрная комедия,Современное кино (2000–2020),6.5
Инспектор ГАИ,Комедия,Криминал,Абсурд/Сюр,Классика (до 2000 года),6.9
Инглиш-винглиш,Комедия,Семейный,Семейная,Современное кино (2000–2020),7.9
Плохая компания,Комедия,Боевик (Экшен),Абсурд/Сюр,Современное кино (2000–2020),5.9
Бойфренд на Рождество,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.1
Двойная порция,Комедия,Мелодрама,Семейная,Новинки (2020–2025),6.3
Десятидюймовый герой,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.9
Пляжный бездельник,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),6.4
Бабуся,Комедия,Фантастика,Абсурд/Сюр,Новинки (2020–2025),6.6
Робинзон Крузо: Очень обитаемый остров,Комедия,Приключения,Семейная,Новинки (2020–2025),6.1
Пятьдесят на пятьдесят,Комедия,Семейный,Абсурд/Сюр,Новинки (2020–2025),6.6
Чикаго,Комедия,Криминал,Чёрная комедия,Современное кино (2000–2020),7.7
Как грибы с Горохом воевали,Комедия,Семейный,Абсурд/Сюр,Классика (до 2000 года),6.9
10 лет спустя,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.4
Вторая жизнь Уве,Комедия,Драма,Чёрная комедия,Современное кино (2000–2020),8.2
Ранго,Комедия,Семейный,Пародия/Мемы,Современное кино (2000–2020),7.4
Танки,Комедия,Военный,Абсурд/Сюр,Современное кино (2000–2020),4.5
Кто подставил кролика Роджера,Комедия,Детектив,Пародия/Мемы,Классика (до 2000 года),7.7
Супер Майк XXL,Комедия,Мелодрама,Абсурд/Сюр,Современное кино (2000–2020),6.7
Мисс Никто,Комедия,Криминал,Чёрная комедия,Современное кино (2000–2020),5.9
Нечаянно,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.6
Миллион способов потерять голову,Комедия,Приключения,Пародия/Мемы,Современное кино (2000–2020),6.7
Санта на продажу,Комедия,Семейный,Семейная,Современное кино (2000–2020),4.9
ДМБ,Комедия,Военный,Абсурд/Сюр,Современное кино (2000–2020),6.6
Стриптизерши,Комедия,Мелодрама,Чёрная комедия,Классика (до 2000 года),5.9
Старски и Хатч,Комедия,Боевик (Экшен),Пародия/Мемы,Современное кино (2000–2020),6.7
Попасть в десятку,Комедия,Криминал,Абсурд/Сюр,Классика (до 2000 года),7.4
В пролете,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),5.9
Простушка,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.4
Любовь не по размеру,Комедия,Фантастика,Абсурд/Сюр,Новинки (2020–2025),6.3
Одесский пароход,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),7.3
Вид сверху лучше,Комедия,Приключения,Романтическая,Новинки (2020–2025),6.3
Расписание на послезавтра,Комедия,Семейный,Абсурд/Сюр,Новинки (2020–2025),6.8
Дура,Комедия,Драма,Чёрная комедия,Современное кино (2000–2020),7.4
Испанский вояж Степаныча,Комедия,Приключения,Абсурд/Сюр,Новинки (2020–2025),6.3
Папа напрокат,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.4
Ночные забавы,Комедия,Триллер,Чёрная комедия,Классика (до 2000 года),7.6
Страна Саша,Комедия,Семейный,Семейная,Новинки (2020–2025),7.2
Каникулы,Комедия,Семейный,Семейная,Классика (до 2000 года),7.4
Разборки в стиле Кунг-фу,Комедия,Боевик (Экшен),Абсурд/Сюр,Современное кино (2000–2020),7.9
Толстяк против всех,Комедия,Боевик (Экшен),Чёрная комедия,Новинки (2020–2025),5.9
Безумные соседи,Комедия,Семейный,Абсурд/Сюр,Современное кино (2000–2020),6.6
Водитель для Веры,Комедия,Мелодрама,Абсурд/Сюр,Современное кино (2000–2020),6.9
Большая ржака,Комедия,Приключения,Пародия/Мемы,Новинки (2020–2025),6.3
Безбрачная неделя,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.1
Президент и его внучка,Комедия,Семейный,Семейная,Новинки (2020–2025),6.1
Мой кузен Винни,Комедия,Криминал,Абсурд/Сюр,Классика (до 2000 года),7.9
Комедия ошибок,Комедия,Мелодрама,Абсурд/Сюр,Классика (до 2000 года),6.9
Дон Кихот,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),8.3
Родные,Комедия,Семейный,Семейная,Новинки (2020–2025),6.8
Их собственная лига,Комедия,Семейный,Семейная,Классика (до 2000 года),7.8
Голливудские копы,Комедия,Криминал,Пародия/Мемы,Современное кино (2000–2020),5.7
Праздник взаперти,Комедия,Приключения,Абсурд/Сюр,Новинки (2020–2025),6.1
Трое мужчин и младенец,Комедия,Семейный,Семейная,Классика (до 2000 года),7.5
Оливье,Комедия,Семейный,Семейная,Новинки (2020–2025),6.3
Шоу ужасов Рокки Хоррора,Комедия,Фантастика,Пародия/Мемы,Классика (до 2000 года),7.7
Жена Штирлица,Комедия,Детектив,Пародия/Мемы,Новинки (2020–2025),3.9
50 первых поцелуев,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),7.4
Сын маски,Комедия,Фэнтези,Абсурд/Сюр,Современное кино (2000–2020),3.6
Триумф,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.6
Гарольд и Кумар: Побег из Гуантанамо,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),6.8
Давай поженимся,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),5.9
Особенности национальной политики,Комедия,Криминал,Чёрная комедия,Классика (до 2000 года),6.8
От 180 и выше,Комедия,Семейный,Семейная,Новинки (2020–2025),6.9
За прекрасных дам!,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),7.3
Мой младший брат,Комедия,Семейный,Семейная,Новинки (2020–2025),6.7
Дочки-матери,Комедия,Семейный,Семейная,Современное кино (2000–2020),6.4
Дипломная работа,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),6.1
Безумно влюбленный,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),7.7
День радио,Комедия,Детектив,Пародия/Мемы,Современное кино (2000–2020),6.9
От семьи не убежишь,Комедия,Семейный,Семейная,Новинки (2020–2025),6.4
Призрачная шестерка,Комедия,Ужасы,Чёрная комедия,Новинки (2020–2025),6.1
Чего хотят женщины,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),7.2
Без меня,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.8
Такси 2,Комедия,Боевик (Экшен),Абсурд/Сюр,Современное кино (2000–2020),7.3
Война полов,Комедия,Биографический,Романтическая,Современное кино (2000–2020),7.2
Ингрид едет на Запад,Комедия,Триллер,Чёрная комедия,Современное кино (2000–2020),6.6
Папаша,Комедия,Семейный,Семейная,Новинки (2020–2025),7.1
Проект А,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),6.9
Мы — Миллеры,Комедия,Криминал,Чёрная комедия,Современное кино (2000–2020),7.3
Как женить холостяка,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.1
Добро пожаловать в Зомбилэнд,Комедия,Ужасы,Чёрная комедия,Современное кино (2000–2020),7.7
Жених на двоих,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.3
Как старик корову продавал,Комедия,Семейный,Абсурд/Сюр,Новинки (2020–2025),6.9
Паразиты,Комедия,Триллер,Чёрная комедия,Современное кино (2000–2020),7.9
Придурки 2.5,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),5.4
Туз,Комедия,Криминал,Абсурд/Сюр,Новинки (2020–2025),6.9
Такие разные близнецы,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),7.1
Баба Яга против!,Комедия,Фэнтези,Чёрная комедия,Новинки (2020–2025),6.1
Московский жиголо,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),5.9
Они поменялись местами,Комедия,Криминал,Чёрная комедия,Классика (до 2000 года),7.7
Непохищенная невеста,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.3
Любовь без обязательств,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.5
Ирония судьбы. Продолжение,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.0
Артист из Кохановки,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.7
Трое в каноэ,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),7.6
Квартира,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),8.1
Чемпионы,Комедия,Семейный,Семейная,Новинки (2020–2025),6.8
Секретный агент,Комедия,Боевик (Экшен),Пародия/Мемы,Современное кино (2000–2020),6.8
Келинка Сабина,Комедия,Семейный,Семейная,Современное кино (2000–2020),6.5
Как стать принцессой,Комедия,Семейный,Семейная,Современное кино (2000–2020),7.4
Большие гонки,Комедия,Боевик (Экшен),Абсурд/Сюр,Современное кино (2000–2020),7.4
Свингеры,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),7.6
Дневник мамы первоклассника,Комедия,Семейный,Семейная,Новинки (2020–2025),6.1
Золушка с острова Джерба,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),5.9
Горячие головы 2,Комедия,Боевик (Экшен),Пародия/Мемы,Классика (до 2000 года),7.3
Мисс Переполох,Комедия,Детектив,Пародия/Мемы,Современное кино (2000–2020),7.4
АББА: Фильм,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),6.9
Девушки мечты,Комедия,Боевик (Экшен),Чёрная комедия,Новинки (2020–2025),6.7
Вот это любовь!,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.2
Добряки,Комедия,Детектив,Чёрная комедия,Современное кино (2000–2020),7.6
Хорошая девочка,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.8
Фортуна Вегаса,Комедия,Приключения,Абсурд/Сюр,Новинки (2020–2025),6.2
Знаменитость,Комедия,Драма,Чёрная комедия,Классика (до 2000 года),6.7
Невероятные приключения американца в Армении,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),6.1
Наука сна,Комедия,Фантастика,Абсурд/Сюр,Современное кино (2000–2020),7.4
Прабабушка легкого поведения. Начало,Комедия,Семейный,Семейная,Новинки (2020–2025),6.4
Побег из Вегаса,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),7.7
Перемотка,Комедия,Фантастика,Семейная,Новинки (2020–2025),6.3
Рики и Флэш,Комедия,Семейный,Семейная,Современное кино (2000–2020),6.6
По версии Барни,Комедия,Драма,Чёрная комедия,Современное кино (2000–2020),7.1
Музыкальный конкурс Евровидение: История группы Fire Saga,Комедия,Мелодрама,Пародия/Мемы,Новинки (2020–2025),6.3
Розовая пантера,Комедия,Детектив,Абсурд/Сюр,Классика (до 2000 года),7.6
Про Веру и Анфису,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),7.3
Чокнутые,Комедия,Мелодрама,Чёрная комедия,Классика (до 2000 года),5.7
Все только начинается,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.1
Эскадрон гусар летучих,Комедия,Военный,Романтическая,Классика (до 2000 года),7.3
Красота по-английски,Комедия,Драма,Романтическая,Современное кино (2000–2020),6.7
Мисс миллионерша,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),7.4
Законы привлекательности,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.4
Бендер: Последняя афера,Комедия,Криминал,Абсурд/Сюр,Новинки (2020–2025),6.3
Свадебный разгром,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),7.6
