Приказано уничтожить,Военный,Драма,Боевые действия,Классика (до 2000 года),7.4
Весна на Одере,Военный,Исторический,Боевые действия,Классика (до 2000 года),6.9
На семи ветрах,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),7.2
Осенью 41-го,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),6.4
Т-34,Военный,Боевик (Экшен),Боевые действия,Современное кино (2000–2020),6.8
Клятва,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.9
Повелитель бури,Военный,Боевик (Экшен),Боевые действия,Современное кино (2000–2020),7.8
На привязи у взлетной полосы,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),6.9
Сыновья уходят в бой,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),8.1
Война Харта,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),7.6
Берег,Военный,Драма,Боевые действия,Новинки (2020–2025),7.1
Шел четвертый год войны...,Военный,Драма,Партизанские движения,Классика (до 2000 года),7.2
Альпийская баллада,Военный,Мелодрама,Личные драмы солдат,Классика (до 2000 года),7.7
Центурион,Военный,Исторический,Боевые действия,Современное кино (2000–2020),6.8
Франц + Полина,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),7.1
Красивые деревни красиво горят,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),7.9
Дюнкерк,Военный,Драма,Боевые действия,Современное кино (2000–2020),8.1
Три дня до весны,Военный,Исторический,Личные драмы солдат,Новинки (2020–2025),6.7
Оцеола: Правая рука возмездия,Военный,Исторический,Партизанские движения,Классика (до 2000 года),6.8
"Блокада: Фильм 1: Лужский рубеж, Пулковский меридиан",Военный,Исторический,Исторические реконструкции,Новинки (2020–2025),6.9
Курск,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),6.9
Спасти рядового Райана,Военный,Драма,Боевые действия,Классика (до 2000 года),8.6
Наступит завтра или нет?,Военный,Драма,Боевые действия,Новинки (2020–2025),7.4
Саперы,Военный,Драма,Боевые действия,Новинки (2020–2025),7.7
Проверено — мин нет,Военный,Драма,Боевые действия,Новинки (2020–2025),6.9
Город воров,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.8
Спасти генерала Яна,Военный,Исторический,Боевые действия,Современное кино (2000–2020),6.8
Огненный путь,Военный,Драма,Боевые действия,Новинки (2020–2025),7.3
Последняя надежда,Военный,Исторический,Исторические реконструкции,Новинки (2020–2025),7.1
Приказано забыть,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),7.3
Джонни взял ружье,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),7.9
Слушать в отсеках,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),7.1
Переправа 2,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),6.7
Черные береты,Военный,Боевик (Экшен),Боевые действия,Современное кино (2000–2020),3.9
Перл Харбор,Военный,Боевик (Экшен),Боевые действия,Современное кино (2000–2020),6.9
Бесславные ублюдки,Военный,Боевик (Экшен),Боевые действия,Современное кино (2000–2020),7.9
Атака на Перл-Харбор,Военный,Боевик (Экшен),Боевые действия,Современное кино (2000–2020),6.9
Вальс с Баширом,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),7.7
Освобождение: Направление главного удара,Военный,Исторический,Боевые действия,Классика (до 2000 года),8.1
Крик тишины,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),6.7
Фронт без флангов,Военный,Драма,Партизанские движения,Классика (до 2000 года),8.3
13 часов: Тайные солдаты Бенгази,Военный,Боевик (Экшен),Боевые действия,Современное кино (2000–2020),7.3
Восемнадцатый год,Военный,Исторический,Исторические реконструкции,Новинки (2020–2025),6.7
Неизбранные дороги,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),6.7
Приказ: Огонь не открывать,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),7.1
Королек – птичка певчая,Военный,Драма,Партизанские движения,Классика (до 2000 года),8.3
Сочинение ко Дню Победы,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.9
Антропоид,Военный,Исторический,Партизанские движения,Современное кино (2000–2020),7.1
Иван,Военный,Драма,Боевые действия,Новинки (2020–2025),7.9
Взвейся в небо,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),6.7
Подранки,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),6.9
Подвиг Одессы,Военный,Драма,Боевые действия,Классика (до 2000 года),7.2
Война,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),7.0
Спасительный рассвет,Военный,Драма,Боевые действия,Классика (до 2000 года),8.7
Яма,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.8
В тумане,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),6.8
Она носила желтую ленту,Военный,Исторический,Исторические реконструкции,Классика (до 2000 года),8.1
Жди меня,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),8.3
Восемь сотен,Военный,Исторический,Боевые действия,Новинки (2020–2025),7.5
Против солнца,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),6.7
Тонкая красная линия,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),8.1
Пленный,Военный,Боевик (Экшен),Личные драмы солдат,Новинки (2020–2025),6.4
Война Анны,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),7.2
Горячий снег,Военный,Драма,Боевые действия,Классика (до 2000 года),8.2
Большой побег,Военный,Приключения,Исторические реконструкции,Классика (до 2000 года),8.3
Проверка на дорогах,Военный,Драма,Партизанские движения,Классика (до 2000 года),8.2
Варяг,Военный,Исторический,Исторические реконструкции,Современное кино (2000–2020),6.9
Живые и мертвые,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),7.1
Спасибо деду за победу,Военный,Семейный,Личные драмы солдат,Новинки (2020–2025),6.4
Блокадный дневник,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),6.3
Прощание славянки,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),6.9
Тора! Тора! Тора!,Военный,Исторический,Исторические реконструкции,Классика (до 2000 года),8.1
Апокалипсис сегодня,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),8.4
Мерзавец,Военный,Боевик (Экшен),Партизанские движения,Современное кино (2000–2020),8.3
Сердце мира,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.9
Битва за Москву,Военный,Исторический,Исторические реконструкции,Классика (до 2000 года),7.9
Рассвет,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),6.9
Солдат,Военный,Фантастика,Личные драмы солдат,Классика (до 2000 года),6.4
Стрелец неприкаянный,Военный,Драма,Боевые действия,Новинки (2020–2025),6.9
Одна война,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),9.1
Сын полка,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),7.8
Их знали только в лицо,Военный,Исторический,Исторические реконструкции,Новинки (2020–2025),7.2
Флаги наших отцов,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),7.6
Прощаться не будем,Военный,Драма,Боевые действия,Новинки (2020–2025),6.5
Солдат Джейн,Военный,Боевик (Экшен),Личные драмы солдат,Классика (до 2000 года),7.1
Бой после победы,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.8
Потомок Чингисхана,Военный,Драма,Боевые действия,Классика (до 2000 года),7.3
Солдатский декамерон,Военный,Комедия,Личные драмы солдат,Современное кино (2000–2020),6.7
Белый тигр,Военный,Фантастика,Боевые действия,Современное кино (2000–2020),6.0
Брестская крепость,Военный,Исторический,Исторические реконструкции,Современное кино (2000–2020),7.6
Тихая застава,Военный,Драма,Боевые действия,Современное кино (2000–2020),7.6
Час истины,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),7.2
Грозовые ворота,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),6.9
Когда зацветет багульник,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),7.4
У опасной черты,Военный,Боевик (Экшен),Боевые действия,Современное кино (2000–2020),6.8
Адмиралъ,Военный,Биографический,Личные драмы солдат,Современное кино (2000–2020),7.1
Личное дело майора Баранова,Военный,Детектив,Личные драмы солдат,Классика (до 2000 года),6.7
Афганский излом,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),6.8
Двадцать дней без войны,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),7.9
Эскадрилья «Лафайет»,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),6.7
В огне брода нет,Военный,Драма,Партизанские движения,Классика (до 2000 года),7.9
По законам военного времени,Военный,Драма,Исторические реконструкции,Новинки (2020–2025),7.3
Тегеран-43,Военный,Детектив,Исторические реконструкции,Классика (до 2000 года),7.6
Дорога на Берлин,Военный,Драма,Боевые действия,Современное кино (2000–2020),6.6
Судьба диверсанта,Военный,Боевик (Экшен),Партизанские движения,Новинки (2020–2025),6.6
Марш-бросок,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),6.9
Счастливого Рождества,Военный,Исторический,Исторические реконструкции,Современное кино (2000–2020),7.9
Собибор,Военный,Исторический,Исторические реконструкции,Современное кино (2000–2020),6.1
Личный номер,Военный,Детектив,Партизанские движения,Современное кино (2000–2020),6.9
Освобождение: Битва за Берлин,Военный,Исторический,Боевые действия,Классика (до 2000 года),8.2
Восхождение,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),8.4
Летят журавли,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),8.3
Черная книга,Военный,Триллер,Партизанские движения,Современное кино (2000–2020),7.6
Шугалей,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.5
4 дня в мае,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),5.9
Родина ждет,Военный,Драма,Боевые действия,Новинки (2020–2025),6.7
Родина,Военный,Драма,Боевые действия,Новинки (2020–2025),6.7
Между рядами,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.9
Домой дороги нет,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),7.6
Чапаев,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),8.3
Объединенная зона безопасности,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),8.1
На Западном фронте без перемен,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),7.9
День победы,Военный,Исторический,Исторические реконструкции,Новинки (2020–2025),7.3
Караван смерти,Военный,Исторический,Исторические реконструкции,Классика (до 2000 года),7.1
Грейхаунд,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),7.4
Красный рассвет,Военный,Боевик (Экшен),Партизанские движения,Классика (до 2000 года),6.8
Мидуэй,Военный,Боевик (Экшен),Боевые действия,Современное кино (2000–2020),7.1
Помни имя свое,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),7.6
Перегон,Военный,Исторический,Исторические реконструкции,Современное кино (2000–2020),7.0
Освобождение: Прорыв,Военный,Исторический,Боевые действия,Классика (до 2000 года),8.1
Дорогой мой человек,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.4
Я — русский солдат,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.7
Военный ныряльщик,Военный,Боевик (Экшен),Боевые действия,Классика (до 2000 года),7.1
Жаворонок,Военный,Драма,Боевые действия,Новинки (2020–2025),6.9
Кутузов,Военный,Исторический,Исторические реконструкции,Новинки (2020–2025),6.7
Подводная лодка,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),8.4
Лето 1941 года,Военный,Драма,Исторические реконструкции,Новинки (2020–2025),6.8
Кукушка,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),7.4
Большая прогулка,Военный,Приключения,Исторические реконструкции,Классика (до 2000 года),8.2
Корпус генерала Шубникова,Военный,Детектив,Исторические реконструкции,Классика (до 2000 года),7.4
Адмирал Ушаков,Военный,Исторический,Боевые действия,Классика (до 2000 года),7.5
Битва у Красной скалы 2,Военный,Исторический,Боевые действия,Современное кино (2000–2020),7.7
Освобождение: Огненная дуга,Военный,Исторический,Боевые действия,Классика (до 2000 года),8.2
Кандагар,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),6.7
Битва,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),6.7
28 панфиловцев,Военный,Исторический,Боевые действия,Современное кино (2000–2020),6.7
Весенний призыв,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.7
Цветы войны,Военный,Исторический,Исторические реконструкции,Современное кино (2000–2020),7.1
9 рота,Военный,Драма,Боевые действия,Современное кино (2000–2020),7.1
Освобождение: Последний штурм,Военный,Исторический,Боевые действия,Классика (до 2000 года),8.1
Взрыватель,Военный,Боевик (Экшен),Боевые действия,Современное кино (2000–2020),7.9
Первый после Бога,Военный,Драма,Боевые действия,Новинки (2020–2025),7.2
Звезда,Военный,Драма,Боевые действия,Современное кино (2000–2020),7.1
Батальонъ,Военный,Исторический,Боевые действия,Современное кино (2000–2020),5.9
Точка,Военный,Драма,Боевые действия,Новинки (2020–2025),7.9
Мы смерти смотрели в лицо,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.9
1917,Военный,Драма,Боевые действия,Современное кино (2000–2020),8.4
В августе 44-го,Военный,Детектив,Партизанские движения,Современное кино (2000–2020),7.1
Безродные звери,Военный,Драма,Личные драмы солдат,Современное кино (2000–2020),7.4
Рок на Востоке,Военный,Драма,Боевые действия,Новинки (2020–2025),6.5
Прогулка по солнечному свету,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),7.4
Они шли на Восток,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),6.8
Возвращение на Родину,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),7.0
Военно-полевой роман,Военный,Комедия,Личные драмы солдат,Классика (до 2000 года),7.9
1941. Крылья над Берлином,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),7.3
Военный корреспондент,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),7.1
Контрибуция,Военный,Драма,Партизанские движения,Новинки (2020–2025),6.9
1812: Уланская баллада,Военный,Исторический,Боевые действия,Современное кино (2000–2020),5.7
Трубач,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.9
Отдельное поручение,Военный,Детектив,Партизанские движения,Классика (до 2000 года),7.2
Чайка,Военный,Драма,Боевые действия,Новинки (2020–2025),7.0
Поля,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.9
Моонзунд,Военный,Исторический,Исторические реконструкции,Классика (до 2000 года),7.3
Иваново детство,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),8.1
День патриота,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),6.7
Подольские курсанты,Военный,Драма,Боевые действия,Новинки (2020–2025),6.7
Никто не хотел умирать,Военный,Драма,Партизанские движения,Классика (до 2000 года),7.6
Черный ястреб,Военный,Боевик (Экшен),Боевые действия,Современное кино (2000–2020),8.0
Спокойный день в конце войны,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),6.7
Битва за Мен Рян,Военный,Исторический,Боевые действия,Современное кино (2000–2020),7.9
Взвод,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),8.1
Ватерлоо,Военный,Исторический,Боевые действия,Классика (до 2000 года),7.9
Дым отечества,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),6.7
Спасти Ленинград,Военный,Исторический,Исторические реконструкции,Современное кино (2000–2020),6.7
Шугалей 3,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),5.6
Долгие версты войны,Военный,Драма,Партизанские движения,Современное кино (2000–2020),6.5
Им покоряется небо,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),7.1
Целуются зори,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),8.3
Битва на озере,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),6.9
Цельнометаллическая оболочка,Военный,Драма,Личные драмы солдат,Классика (до 2000 года),8.3
Надо мною солнце не садится,Военный,Боевик (Экшен),Боевые действия,Современное кино (2000–2020),5.6
Солдатик,Военный,Драма,Личные драмы солдат,Новинки (2020–2025),6.7
Внезапный удар,Военный,Боевик (Экшен),Боевые действия,Новинки (2020–2025),6.7
Победа,Военный,Исторический,Боевые действия,Классика (до 2000 года),7.7
Иди и смотри,Военный,Драма,Партизанские движения,Классика (до 2000 года),8.7
Ярость,Военный,Боевик (Экшен),Боевые действия,Современное кино (2000–2020),7.8
